GENERATION_PROJECT,build_year,gen_overnight_cost,gen_fixed_om,gen_storage_energy_overnight_cost
1106604,2050,3937151.4,56148.75,.
1106605,2050,4023814.6,52447.0,.
1106607,2050,3937151.4,56148.75,.
1106608,2050,4023814.6,52447.0,.
1106634,2050,3937151.4,56148.75,.
1106635,2050,4023814.6,52447.0,.
1106655,2050,3937151.4,56148.75,.
1106656,2050,4023814.6,52447.0,.
1106664,2050,3937151.4,56148.75,.
1106665,2050,4023814.6,52447.0,.
1106670,2050,3937151.4,56148.75,.
1106671,2050,4023814.6,52447.0,.
1106679,2050,3937151.4,56148.75,.
1106700,2050,3937151.4,56148.75,.
1106701,2050,4023814.6,52447.0,.
1106706,2050,3937151.4,56148.75,.
1106707,2050,4023814.6,52447.0,.
1106721,2050,3937151.4,56148.75,.
1106722,2050,4023814.6,52447.0,.
1106733,2050,3937151.4,56148.75,.
1106734,2050,4023814.6,52447.0,.
1106804,2050,702650.5876199999,8229.0,.
1106810,2050,702650.5876199999,8229.0,.
1106826,2050,3937151.4,56148.75,.
1106827,2050,4023814.6,52447.0,.
1106835,2050,3937151.4,56148.75,.
1106836,2050,4023814.6,52447.0,.
1106838,2050,3937151.4,56148.75,.
1106839,2050,4023814.6,52447.0,.
1106841,2050,3937151.4,56148.75,.
1106842,2050,4023814.6,52447.0,.
1106843,2050,702650.5876199999,8229.0,.
1106853,2050,3937151.4,56148.75,.
1106854,2050,4023814.6,52447.0,.
1106856,2050,3937151.4,56148.75,.
1106857,2050,4023814.6,52447.0,.
1106861,2050,702650.5876199999,8229.0,.
1106862,2050,3937151.4,56148.75,.
1106863,2050,4023814.6,52447.0,.
1106868,2050,3937151.4,56148.75,.
1106869,2050,4023814.6,52447.0,.
1106871,2050,3937151.4,56148.75,.
1106872,2050,4023814.6,52447.0,.
1106873,2050,702650.5876199999,8229.0,.
1106874,2050,3937151.4,56148.75,.
1106875,2050,4023814.6,52447.0,.
1106876,2050,702650.5876199999,8229.0,.
1106880,2050,3937151.4,56148.75,.
1106881,2050,4023814.6,52447.0,.
1106883,2050,3937151.4,56148.75,.
1106884,2050,4023814.6,52447.0,.
1106886,2050,3937151.4,56148.75,.
1106887,2050,4023814.6,52447.0,.
1106888,2050,702650.5876199999,8229.0,.
1106889,2050,3937151.4,56148.75,.
1106890,2050,4023814.6,52447.0,.
1106891,2050,702650.5876199999,8229.0,.
1106892,2050,3937151.4,56148.75,.
1106893,2050,4023814.6,52447.0,.
1106895,2050,3937151.4,56148.75,.
1106896,2050,4023814.6,52447.0,.
1106901,2050,3937151.4,56148.75,.
1106902,2050,4023814.6,52447.0,.
1106904,2050,3937151.4,56148.75,.
1106905,2050,4023814.6,52447.0,.
1106997,2050,3937151.4,56148.75,.
1106998,2050,4023814.6,52447.0,.
1107081,2050,3937151.4,56148.75,.
1107082,2050,4023814.6,52447.0,.
1107135,2050,3937151.4,56148.75,.
1107136,2050,4023814.6,52447.0,.
1107150,2050,3937151.4,56148.75,.
1107151,2050,4023814.6,52447.0,.
1107168,2050,3937151.4,56148.75,.
1107169,2050,4023814.6,52447.0,.
1107180,2050,3937151.4,56148.75,.
1107181,2050,4023814.6,52447.0,.
1107183,2050,3937151.4,56148.75,.
1107184,2050,4023814.6,52447.0,.
1107201,2050,3937151.4,56148.75,.
1107202,2050,4023814.6,52447.0,.
1107207,2050,3937151.4,56148.75,.
1107208,2050,4023814.6,52447.0,.
1107216,2050,3937151.4,56148.75,.
1107228,2050,3937151.4,56148.75,.
1107229,2050,4023814.6,52447.0,.
1107234,2050,3937151.4,56148.75,.
1107235,2050,4023814.6,52447.0,.
1107236,2050,702650.5876199999,8229.0,.
1107251,2050,702650.5876199999,8229.0,.
1107254,2050,702650.5876199999,8229.0,.
1107264,2050,3937151.4,56148.75,.
1107265,2050,4023814.6,52447.0,.
1107266,2050,702650.5876199999,8229.0,.
1107267,2050,3937151.4,56148.75,.
1107268,2050,4023814.6,52447.0,.
1107270,2050,3937151.4,56148.75,.
1107271,2050,4023814.6,52447.0,.
1107278,2050,702650.5876199999,8229.0,.
1107279,2050,3937151.4,56148.75,.
1107280,2050,4023814.6,52447.0,.
1107281,2050,702650.5876199999,8229.0,.
1107282,2050,3937151.4,56148.75,.
1107283,2050,4023814.6,52447.0,.
1107284,2050,702650.5876199999,8229.0,.
1107285,2050,3937151.4,56148.75,.
1107286,2050,4023814.6,52447.0,.
1107288,2050,3937151.4,56148.75,.
1107289,2050,4023814.6,52447.0,.
1107290,2050,702650.5876199999,8229.0,.
1107291,2050,3937151.4,56148.75,.
1107292,2050,4023814.6,52447.0,.
1107294,2050,3937151.4,56148.75,.
1107295,2050,4023814.6,52447.0,.
1107297,2050,3937151.4,56148.75,.
1107298,2050,4023814.6,52447.0,.
1107300,2050,3937151.4,56148.75,.
1107301,2050,4023814.6,52447.0,.
1107303,2050,3937151.4,56148.75,.
1107304,2050,4023814.6,52447.0,.
1107305,2050,702650.5876199999,8229.0,.
1107306,2050,3937151.4,56148.75,.
1107307,2050,4023814.6,52447.0,.
1107312,2050,3937151.4,56148.75,.
1107313,2050,4023814.6,52447.0,.
1107318,2050,3937151.4,56148.75,.
1107319,2050,4023814.6,52447.0,.
1107321,2050,3937151.4,56148.75,.
1107322,2050,4023814.6,52447.0,.
1107327,2050,3937151.4,56148.75,.
1107328,2050,4023814.6,52447.0,.
1107333,2050,3937151.4,56148.75,.
1107334,2050,4023814.6,52447.0,.
1107339,2050,3937151.4,56148.75,.
1107340,2050,4023814.6,52447.0,.
1107345,2050,3937151.4,56148.75,.
1107346,2050,4023814.6,52447.0,.
1107348,2050,3937151.4,56148.75,.
1107349,2050,4023814.6,52447.0,.
1107402,2050,3937151.4,56148.75,.
1107403,2050,4023814.6,52447.0,.
1107416,2050,702650.5876199999,8229.0,.
1107417,2050,3937151.4,56148.75,.
1107435,2050,3937151.4,56148.75,.
1107436,2050,4023814.6,52447.0,.
1107461,2050,702650.5876199999,8229.0,.
1107474,2050,3937151.4,56148.75,.
1107475,2050,4023814.6,52447.0,.
1107491,2050,702650.5876199999,8229.0,.
1107492,2050,3937151.4,56148.75,.
1107493,2050,4023814.6,52447.0,.
1107498,2050,3937151.4,56148.75,.
1107499,2050,4023814.6,52447.0,.
1107507,2050,3937151.4,56148.75,.
1107508,2050,4023814.6,52447.0,.
1107516,2050,3937151.4,56148.75,.
1107517,2050,4023814.6,52447.0,.
1107522,2050,3937151.4,56148.75,.
1107523,2050,4023814.6,52447.0,.
1107525,2050,3937151.4,56148.75,.
1107526,2050,4023814.6,52447.0,.
1107558,2050,3937151.4,56148.75,.
1107559,2050,4023814.6,52447.0,.
1107576,2050,3937151.4,56148.75,.
1107582,2050,3937151.4,56148.75,.
1107583,2050,4023814.6,52447.0,.
1107591,2050,3937151.4,56148.75,.
1107592,2050,4023814.6,52447.0,.
1107606,2050,3937151.4,56148.75,.
1107607,2050,4023814.6,52447.0,.
1107624,2050,3937151.4,56148.75,.
1107625,2050,4023814.6,52447.0,.
1107630,2050,3937151.4,56148.75,.
1107631,2050,4023814.6,52447.0,.
1107648,2050,3937151.4,56148.75,.
1107649,2050,4023814.6,52447.0,.
1107668,2050,702650.5876199999,8229.0,.
1107669,2050,3937151.4,56148.75,.
1107670,2050,4023814.6,52447.0,.
1107683,2050,702650.5876199999,8229.0,.
1107687,2050,3937151.4,56148.75,.
1107688,2050,4023814.6,52447.0,.
1107690,2050,3937151.4,56148.75,.
1107691,2050,4023814.6,52447.0,.
1107693,2050,3937151.4,56148.75,.
1107699,2050,3937151.4,56148.75,.
1107700,2050,4023814.6,52447.0,.
1107702,2050,3937151.4,56148.75,.
1107703,2050,4023814.6,52447.0,.
1107705,2050,3937151.4,56148.75,.
1107706,2050,4023814.6,52447.0,.
1107710,2050,702650.5876199999,8229.0,.
1107711,2050,3937151.4,56148.75,.
1107712,2050,4023814.6,52447.0,.
1107717,2050,3937151.4,56148.75,.
1107718,2050,4023814.6,52447.0,.
1107723,2050,3937151.4,56148.75,.
1107724,2050,4023814.6,52447.0,.
1107726,2050,3937151.4,56148.75,.
1107727,2050,4023814.6,52447.0,.
1107731,2050,702650.5876199999,8229.0,.
1107735,2050,3937151.4,56148.75,.
1107736,2050,4023814.6,52447.0,.
1107740,2050,702650.5876199999,8229.0,.
1107741,2050,3937151.4,56148.75,.
1107742,2050,4023814.6,52447.0,.
1107743,2050,702650.5876199999,8229.0,.
1107744,2050,3937151.4,56148.75,.
1107745,2050,4023814.6,52447.0,.
1107747,2050,3937151.4,56148.75,.
1107748,2050,4023814.6,52447.0,.
1107750,2050,3937151.4,56148.75,.
1107751,2050,4023814.6,52447.0,.
1107753,2050,3937151.4,56148.75,.
1107754,2050,4023814.6,52447.0,.
1107756,2050,3937151.4,56148.75,.
1107757,2050,4023814.6,52447.0,.
1107759,2050,3937151.4,56148.75,.
1107760,2050,4023814.6,52447.0,.
1107762,2050,3937151.4,56148.75,.
1107763,2050,4023814.6,52447.0,.
1107765,2050,3937151.4,56148.75,.
1107766,2050,4023814.6,52447.0,.
1107767,2050,702650.5876199999,8229.0,.
1107768,2050,3937151.4,56148.75,.
1107769,2050,4023814.6,52447.0,.
1107771,2050,3937151.4,56148.75,.
1107772,2050,4023814.6,52447.0,.
1107773,2050,702650.5876199999,8229.0,.
1107774,2050,3937151.4,56148.75,.
1107775,2050,4023814.6,52447.0,.
1107776,2050,702650.5876199999,8229.0,.
1107777,2050,3937151.4,56148.75,.
1107778,2050,4023814.6,52447.0,.
1107780,2050,3937151.4,56148.75,.
1107781,2050,4023814.6,52447.0,.
1107783,2050,3937151.4,56148.75,.
1107784,2050,4023814.6,52447.0,.
1107786,2050,3937151.4,56148.75,.
1107787,2050,4023814.6,52447.0,.
1107789,2050,3937151.4,56148.75,.
1107790,2050,4023814.6,52447.0,.
1107792,2050,3937151.4,56148.75,.
1107793,2050,4023814.6,52447.0,.
1107795,2050,3937151.4,56148.75,.
1107796,2050,4023814.6,52447.0,.
1107804,2050,3937151.4,56148.75,.
1107805,2050,4023814.6,52447.0,.
1107825,2050,3937151.4,56148.75,.
1107826,2050,4023814.6,52447.0,.
1107951,2050,3937151.4,56148.75,.
1107952,2050,4023814.6,52447.0,.
1108002,2050,3937151.4,56148.75,.
1108003,2050,4023814.6,52447.0,.
1108017,2050,3937151.4,56148.75,.
1108018,2050,4023814.6,52447.0,.
1108023,2050,3937151.4,56148.75,.
1108024,2050,4023814.6,52447.0,.
1108035,2050,3937151.4,56148.75,.
1108036,2050,4023814.6,52447.0,.
1108041,2050,3937151.4,56148.75,.
1108042,2050,4023814.6,52447.0,.
1108058,2050,702650.5876199999,8229.0,.
1108061,2050,702650.5876199999,8229.0,.
1108104,2050,3937151.4,56148.75,.
1108105,2050,4023814.6,52447.0,.
1108125,2050,3937151.4,56148.75,.
1108126,2050,4023814.6,52447.0,.
1108143,2050,3937151.4,56148.75,.
1108144,2050,4023814.6,52447.0,.
1108145,2050,702650.5876199999,8229.0,.
1108148,2050,702650.5876199999,8229.0,.
1108152,2050,3937151.4,56148.75,.
1108153,2050,4023814.6,52447.0,.
1108164,2050,3937151.4,56148.75,.
1108165,2050,4023814.6,52447.0,.
1108170,2050,3937151.4,56148.75,.
1108171,2050,4023814.6,52447.0,.
1108176,2050,3937151.4,56148.75,.
1108177,2050,4023814.6,52447.0,.
1108178,2050,702650.5876199999,8229.0,.
1108182,2050,3937151.4,56148.75,.
1108183,2050,4023814.6,52447.0,.
1108184,2050,702650.5876199999,8229.0,.
1108185,2050,3937151.4,56148.75,.
1108186,2050,4023814.6,52447.0,.
1108197,2050,3937151.4,56148.75,.
1108198,2050,4023814.6,52447.0,.
1108200,2050,3937151.4,56148.75,.
1108201,2050,4023814.6,52447.0,.
1108211,2050,702650.5876199999,8229.0,.
1108214,2050,702650.5876199999,8229.0,.
1108221,2050,3937151.4,56148.75,.
1108222,2050,4023814.6,52447.0,.
1108223,2050,702650.5876199999,8229.0,.
1108224,2050,3937151.4,56148.75,.
1108225,2050,4023814.6,52447.0,.
1108227,2050,3937151.4,56148.75,.
1108228,2050,4023814.6,52447.0,.
1108230,2050,3937151.4,56148.75,.
1108231,2050,4023814.6,52447.0,.
1108233,2050,3937151.4,56148.75,.
1108234,2050,4023814.6,52447.0,.
1108239,2050,3937151.4,56148.75,.
1108240,2050,4023814.6,52447.0,.
1108242,2050,3937151.4,56148.75,.
1108243,2050,4023814.6,52447.0,.
1108245,2050,3937151.4,56148.75,.
1108246,2050,4023814.6,52447.0,.
1108248,2050,3937151.4,56148.75,.
1108249,2050,4023814.6,52447.0,.
1108251,2050,3937151.4,56148.75,.
1108252,2050,4023814.6,52447.0,.
1108254,2050,3937151.4,56148.75,.
1108255,2050,4023814.6,52447.0,.
1108257,2050,3937151.4,56148.75,.
1108258,2050,4023814.6,52447.0,.
1108259,2050,702650.5876199999,8229.0,.
1108260,2050,3937151.4,56148.75,.
1108261,2050,4023814.6,52447.0,.
1108263,2050,3937151.4,56148.75,.
1108264,2050,4023814.6,52447.0,.
1108266,2050,3937151.4,56148.75,.
1108267,2050,4023814.6,52447.0,.
1108272,2050,3937151.4,56148.75,.
1108273,2050,4023814.6,52447.0,.
1108275,2050,3937151.4,56148.75,.
1108276,2050,4023814.6,52447.0,.
1108278,2050,3937151.4,56148.75,.
1108279,2050,4023814.6,52447.0,.
1108281,2050,3937151.4,56148.75,.
1108282,2050,4023814.6,52447.0,.
1108287,2050,3937151.4,56148.75,.
1108288,2050,4023814.6,52447.0,.
1108290,2050,3937151.4,56148.75,.
1108291,2050,4023814.6,52447.0,.
1108329,2050,3937151.4,56148.75,.
1108330,2050,4023814.6,52447.0,.
1108341,2050,3937151.4,56148.75,.
1108342,2050,4023814.6,52447.0,.
1108397,2050,702650.5876199999,8229.0,.
1108452,2050,3937151.4,56148.75,.
1108453,2050,4023814.6,52447.0,.
1108461,2050,3937151.4,56148.75,.
1108462,2050,4023814.6,52447.0,.
1108487,2050,702650.5876199999,8229.0,.
1108542,2050,3937151.4,56148.75,.
1108543,2050,4023814.6,52447.0,.
1108574,2050,702650.5876199999,8229.0,.
1108575,2050,3937151.4,56148.75,.
1108576,2050,4023814.6,52447.0,.
1108581,2050,3937151.4,56148.75,.
1108582,2050,4023814.6,52447.0,.
1108593,2050,3937151.4,56148.75,.
1108594,2050,4023814.6,52447.0,.
1108608,2050,3937151.4,56148.75,.
1108609,2050,4023814.6,52447.0,.
1108638,2050,3937151.4,56148.75,.
1108639,2050,4023814.6,52447.0,.
1108652,2050,702650.5876199999,8229.0,.
1108654,2050,4023814.6,52447.0,.
1108658,2050,702650.5876199999,8229.0,.
1108670,2050,702650.5876199999,8229.0,.
1108677,2050,3937151.4,56148.75,.
1108678,2050,4023814.6,52447.0,.
1108680,2050,3937151.4,56148.75,.
1108681,2050,4023814.6,52447.0,.
1108685,2050,702650.5876199999,8229.0,.
1108689,2050,3937151.4,56148.75,.
1108690,2050,4023814.6,52447.0,.
1108691,2050,702650.5876199999,8229.0,.
1108694,2050,702650.5876199999,8229.0,.
1108698,2050,3937151.4,56148.75,.
1108699,2050,4023814.6,52447.0,.
1108706,2050,702650.5876199999,8229.0,.
1108707,2050,3937151.4,56148.75,.
1108708,2050,4023814.6,52447.0,.
1108710,2050,3937151.4,56148.75,.
1108711,2050,4023814.6,52447.0,.
1108713,2050,3937151.4,56148.75,.
1108714,2050,4023814.6,52447.0,.
1108716,2050,3937151.4,56148.75,.
1108717,2050,4023814.6,52447.0,.
1108718,2050,702650.5876199999,8229.0,.
1108722,2050,3937151.4,56148.75,.
1108723,2050,4023814.6,52447.0,.
1108725,2050,3937151.4,56148.75,.
1108726,2050,4023814.6,52447.0,.
1108727,2050,702650.5876199999,8229.0,.
1108728,2050,3937151.4,56148.75,.
1108729,2050,4023814.6,52447.0,.
1108731,2050,3937151.4,56148.75,.
1108732,2050,4023814.6,52447.0,.
1108740,2050,3937151.4,56148.75,.
1108741,2050,4023814.6,52447.0,.
1108743,2050,3937151.4,56148.75,.
1108744,2050,4023814.6,52447.0,.
1108746,2050,3937151.4,56148.75,.
1108747,2050,4023814.6,52447.0,.
1108749,2050,3937151.4,56148.75,.
1108750,2050,4023814.6,52447.0,.
1108755,2050,3937151.4,56148.75,.
1108756,2050,4023814.6,52447.0,.
1108758,2050,3937151.4,56148.75,.
1108759,2050,4023814.6,52447.0,.
1108760,2050,702650.5876199999,8229.0,.
1108761,2050,3937151.4,56148.75,.
1108762,2050,4023814.6,52447.0,.
1108767,2050,3937151.4,56148.75,.
1108768,2050,4023814.6,52447.0,.
1108772,2050,702650.5876199999,8229.0,.
1108773,2050,3937151.4,56148.75,.
1108774,2050,4023814.6,52447.0,.
1108782,2050,3937151.4,56148.75,.
1108783,2050,4023814.6,52447.0,.
1108788,2050,3937151.4,56148.75,.
1108789,2050,4023814.6,52447.0,.
1108791,2050,3937151.4,56148.75,.
1108792,2050,4023814.6,52447.0,.
1108794,2050,3937151.4,56148.75,.
1108795,2050,4023814.6,52447.0,.
1108797,2050,3937151.4,56148.75,.
1108798,2050,4023814.6,52447.0,.
1108803,2050,3937151.4,56148.75,.
1108804,2050,4023814.6,52447.0,.
1108806,2050,3937151.4,56148.75,.
1108807,2050,4023814.6,52447.0,.
1108948,2050,4023814.6,52447.0,.
1108974,2050,3937151.4,56148.75,.
1108975,2050,4023814.6,52447.0,.
1108979,2050,702650.5876199999,8229.0,.
1109022,2050,3937151.4,56148.75,.
1109034,2050,3937151.4,56148.75,.
1109035,2050,4023814.6,52447.0,.
1109061,2050,3937151.4,56148.75,.
1109062,2050,4023814.6,52447.0,.
1109076,2050,3937151.4,56148.75,.
1109077,2050,4023814.6,52447.0,.
1109085,2050,3937151.4,56148.75,.
1109088,2050,3937151.4,56148.75,.
1109089,2050,4023814.6,52447.0,.
1109091,2050,3937151.4,56148.75,.
1109092,2050,4023814.6,52447.0,.
1109100,2050,3937151.4,56148.75,.
1109101,2050,4023814.6,52447.0,.
1109121,2050,3937151.4,56148.75,.
1109130,2050,3937151.4,56148.75,.
1109131,2050,4023814.6,52447.0,.
1109136,2050,3937151.4,56148.75,.
1109163,2050,3937151.4,56148.75,.
1109169,2050,3937151.4,56148.75,.
1109170,2050,4023814.6,52447.0,.
1109175,2050,3937151.4,56148.75,.
1109176,2050,4023814.6,52447.0,.
1109178,2050,3937151.4,56148.75,.
1109179,2050,4023814.6,52447.0,.
1109183,2050,702650.5876199999,8229.0,.
1109186,2050,702650.5876199999,8229.0,.
1109189,2050,702650.5876199999,8229.0,.
1109190,2050,3937151.4,56148.75,.
1109191,2050,4023814.6,52447.0,.
1109192,2050,702650.5876199999,8229.0,.
1109193,2050,3937151.4,56148.75,.
1109194,2050,4023814.6,52447.0,.
1109199,2050,3937151.4,56148.75,.
1109200,2050,4023814.6,52447.0,.
1109202,2050,3937151.4,56148.75,.
1109203,2050,4023814.6,52447.0,.
1109205,2050,3937151.4,56148.75,.
1109206,2050,4023814.6,52447.0,.
1109207,2050,702650.5876199999,8229.0,.
1109209,2050,4023814.6,52447.0,.
1109210,2050,702650.5876199999,8229.0,.
1109214,2050,3937151.4,56148.75,.
1109215,2050,4023814.6,52447.0,.
1109217,2050,3937151.4,56148.75,.
1109218,2050,4023814.6,52447.0,.
1109220,2050,3937151.4,56148.75,.
1109221,2050,4023814.6,52447.0,.
1109222,2050,702650.5876199999,8229.0,.
1109223,2050,3937151.4,56148.75,.
1109224,2050,4023814.6,52447.0,.
1109225,2050,702650.5876199999,8229.0,.
1109229,2050,3937151.4,56148.75,.
1109230,2050,4023814.6,52447.0,.
1109232,2050,3937151.4,56148.75,.
1109233,2050,4023814.6,52447.0,.
1109235,2050,3937151.4,56148.75,.
1109236,2050,4023814.6,52447.0,.
1109241,2050,3937151.4,56148.75,.
1109242,2050,4023814.6,52447.0,.
1109244,2050,3937151.4,56148.75,.
1109245,2050,4023814.6,52447.0,.
1109247,2050,3937151.4,56148.75,.
1109248,2050,4023814.6,52447.0,.
1109265,2050,3937151.4,56148.75,.
1109266,2050,4023814.6,52447.0,.
1109382,2050,3937151.4,56148.75,.
1109383,2050,4023814.6,52447.0,.
1109409,2050,3937151.4,56148.75,.
1109410,2050,4023814.6,52447.0,.
1109433,2050,3937151.4,56148.75,.
1109434,2050,4023814.6,52447.0,.
1109439,2050,3937151.4,56148.75,.
1109440,2050,4023814.6,52447.0,.
1109448,2050,3937151.4,56148.75,.
1109449,2050,4023814.6,52447.0,.
1109457,2050,3937151.4,56148.75,.
1109458,2050,4023814.6,52447.0,.
1109483,2050,702650.5876199999,8229.0,.
1109493,2050,3937151.4,56148.75,.
1109494,2050,4023814.6,52447.0,.
1109496,2050,3937151.4,56148.75,.
1109497,2050,4023814.6,52447.0,.
1109508,2050,3937151.4,56148.75,.
1109509,2050,4023814.6,52447.0,.
1109514,2050,3937151.4,56148.75,.
1109515,2050,4023814.6,52447.0,.
1109517,2050,3937151.4,56148.75,.
1109518,2050,4023814.6,52447.0,.
1109519,2050,702650.5876199999,8229.0,.
1109523,2050,3937151.4,56148.75,.
1109524,2050,4023814.6,52447.0,.
1109526,2050,3937151.4,56148.75,.
1109527,2050,4023814.6,52447.0,.
1109529,2050,3937151.4,56148.75,.
1109530,2050,4023814.6,52447.0,.
1109532,2050,3937151.4,56148.75,.
1109533,2050,4023814.6,52447.0,.
1109534,2050,702650.5876199999,8229.0,.
1109535,2050,3937151.4,56148.75,.
1109536,2050,4023814.6,52447.0,.
1109546,2050,702650.5876199999,8229.0,.
1109547,2050,3937151.4,56148.75,.
1109548,2050,4023814.6,52447.0,.
1109553,2050,3937151.4,56148.75,.
1109554,2050,4023814.6,52447.0,.
1109558,2050,702650.5876199999,8229.0,.
1109559,2050,3937151.4,56148.75,.
1109560,2050,4023814.6,52447.0,.
1109561,2050,702650.5876199999,8229.0,.
1109562,2050,3937151.4,56148.75,.
1109563,2050,4023814.6,52447.0,.
1109565,2050,3937151.4,56148.75,.
1109566,2050,4023814.6,52447.0,.
1109568,2050,3937151.4,56148.75,.
1109569,2050,4023814.6,52447.0,.
1109571,2050,3937151.4,56148.75,.
1109572,2050,4023814.6,52447.0,.
1109574,2050,3937151.4,56148.75,.
1109575,2050,4023814.6,52447.0,.
1109664,2050,3937151.4,56148.75,.
1109665,2050,4023814.6,52447.0,.
1109670,2050,3937151.4,56148.75,.
1109671,2050,4023814.6,52447.0,.
1109712,2050,3937151.4,56148.75,.
1109736,2050,3937151.4,56148.75,.
1109737,2050,4023814.6,52447.0,.
1109816,2050,702650.5876199999,8229.0,.
1109817,2050,3937151.4,56148.75,.
1109818,2050,4023814.6,52447.0,.
1109892,2050,3937151.4,56148.75,.
1109893,2050,4023814.6,52447.0,.
1109901,2050,3937151.4,56148.75,.
1109902,2050,4023814.6,52447.0,.
1109928,2050,3937151.4,56148.75,.
1109929,2050,4023814.6,52447.0,.
1109936,2050,702650.5876199999,8229.0,.
1109937,2050,3937151.4,56148.75,.
1109938,2050,4023814.6,52447.0,.
1109943,2050,3937151.4,56148.75,.
1109944,2050,4023814.6,52447.0,.
1109952,2050,3937151.4,56148.75,.
1109953,2050,4023814.6,52447.0,.
1109961,2050,3937151.4,56148.75,.
1109962,2050,4023814.6,52447.0,.
1109964,2050,3937151.4,56148.75,.
1109965,2050,4023814.6,52447.0,.
1109979,2050,3937151.4,56148.75,.
1109980,2050,4023814.6,52447.0,.
1109982,2050,3937151.4,56148.75,.
1109983,2050,4023814.6,52447.0,.
1109985,2050,3937151.4,56148.75,.
1109986,2050,4023814.6,52447.0,.
1109988,2050,3937151.4,56148.75,.
1109989,2050,4023814.6,52447.0,.
1109994,2050,3937151.4,56148.75,.
1109999,2050,702650.5876199999,8229.0,.
1110003,2050,3937151.4,56148.75,.
1110004,2050,4023814.6,52447.0,.
1110015,2050,3937151.4,56148.75,.
1110016,2050,4023814.6,52447.0,.
1110018,2050,3937151.4,56148.75,.
1110019,2050,4023814.6,52447.0,.
1110021,2050,3937151.4,56148.75,.
1110022,2050,4023814.6,52447.0,.
1110023,2050,702650.5876199999,8229.0,.
1110024,2050,3937151.4,56148.75,.
1110025,2050,4023814.6,52447.0,.
1110027,2050,3937151.4,56148.75,.
1110028,2050,4023814.6,52447.0,.
1110036,2050,3937151.4,56148.75,.
1110037,2050,4023814.6,52447.0,.
1110039,2050,3937151.4,56148.75,.
1110040,2050,4023814.6,52447.0,.
1110041,2050,702650.5876199999,8229.0,.
1110042,2050,3937151.4,56148.75,.
1110043,2050,4023814.6,52447.0,.
1110045,2050,3937151.4,56148.75,.
1110046,2050,4023814.6,52447.0,.
1110047,2050,702650.5876199999,8229.0,.
1110048,2050,3937151.4,56148.75,.
1110049,2050,4023814.6,52447.0,.
1110051,2050,3937151.4,56148.75,.
1110052,2050,4023814.6,52447.0,.
1110054,2050,3937151.4,56148.75,.
1110055,2050,4023814.6,52447.0,.
1110056,2050,702650.5876199999,8229.0,.
1110057,2050,3937151.4,56148.75,.
1110060,2050,3937151.4,56148.75,.
1110061,2050,4023814.6,52447.0,.
1110065,2050,702650.5876199999,8229.0,.
1110066,2050,3937151.4,56148.75,.
1110067,2050,4023814.6,52447.0,.
1110069,2050,3937151.4,56148.75,.
1110070,2050,4023814.6,52447.0,.
1110072,2050,3937151.4,56148.75,.
1110073,2050,4023814.6,52447.0,.
1110075,2050,3937151.4,56148.75,.
1110076,2050,4023814.6,52447.0,.
1110077,2050,702650.5876199999,8229.0,.
1110078,2050,3937151.4,56148.75,.
1110079,2050,4023814.6,52447.0,.
1110081,2050,3937151.4,56148.75,.
1110082,2050,4023814.6,52447.0,.
1110087,2050,3937151.4,56148.75,.
1110088,2050,4023814.6,52447.0,.
1110090,2050,3937151.4,56148.75,.
1110091,2050,4023814.6,52447.0,.
1110093,2050,3937151.4,56148.75,.
1110094,2050,4023814.6,52447.0,.
1110105,2050,3937151.4,56148.75,.
1110106,2050,4023814.6,52447.0,.
1110108,2050,3937151.4,56148.75,.
1110109,2050,4023814.6,52447.0,.
1110110,2050,702650.5876199999,8229.0,.
1110111,2050,3937151.4,56148.75,.
1110112,2050,4023814.6,52447.0,.
1110144,2050,3937151.4,56148.75,.
1110145,2050,4023814.6,52447.0,.
1110147,2050,3937151.4,56148.75,.
1110168,2050,3937151.4,56148.75,.
1110169,2050,4023814.6,52447.0,.
1110200,2050,702650.5876199999,8229.0,.
1110201,2050,3937151.4,56148.75,.
1110270,2050,3937151.4,56148.75,.
1110271,2050,4023814.6,52447.0,.
1110276,2050,3937151.4,56148.75,.
1110277,2050,4023814.6,52447.0,.
1110291,2050,3937151.4,56148.75,.
1110292,2050,4023814.6,52447.0,.
1110294,2050,3937151.4,56148.75,.
1110295,2050,4023814.6,52447.0,.
1110297,2050,3937151.4,56148.75,.
1110298,2050,4023814.6,52447.0,.
1110332,2050,702650.5876199999,8229.0,.
1110333,2050,3937151.4,56148.75,.
1110334,2050,4023814.6,52447.0,.
1110342,2050,3937151.4,56148.75,.
1110343,2050,4023814.6,52447.0,.
1110348,2050,3937151.4,56148.75,.
1110349,2050,4023814.6,52447.0,.
1110369,2050,3937151.4,56148.75,.
1110370,2050,4023814.6,52447.0,.
1110432,2050,3937151.4,56148.75,.
1110441,2050,3937151.4,56148.75,.
1110442,2050,4023814.6,52447.0,.
1110444,2050,3937151.4,56148.75,.
1110445,2050,4023814.6,52447.0,.
1110447,2050,3937151.4,56148.75,.
1110448,2050,4023814.6,52447.0,.
1110449,2050,702650.5876199999,8229.0,.
1110450,2050,3937151.4,56148.75,.
1110451,2050,4023814.6,52447.0,.
1110456,2050,3937151.4,56148.75,.
1110457,2050,4023814.6,52447.0,.
1110461,2050,702650.5876199999,8229.0,.
1110465,2050,3937151.4,56148.75,.
1110466,2050,4023814.6,52447.0,.
