GENERATION_PROJECT,build_year,gen_predetermined_cap,gen_predetermined_storage_energy_mwh
156121,2012,99.2,.
156122,2010,4.6,.
156123,2012,0.8999999999999999,.
156123,2016,3.0,.
156124,2012,1.3,.
156125,2012,4.5,.
156126,1972,48.0,.
156127,1996,13.4,.
156128,2006,9.2,.
156129,2013,20.0,.
156130,2013,2.5,.
156131,2013,10.0,.
156132,2012,15.0,.
156133,1993,4.0,.
156134,2013,2.5,.
156135,2012,40.0,.
156136,2006,4.5,.
156137,2013,1.5,.
156138,2013,9.0,.
156139,2012,1.0,.
156140,2012,6.0,.
156141,2013,12.0,.
156142,2012,1.3,.
156143,2012,1.0,.
156144,2013,1.9,.
156145,2014,3.5,.
156146,2013,1.6,.
156147,2012,1.0,.
156148,2015,9.2,.
156149,2012,1.0,.
156150,2013,14.8,.
156151,2014,206.80000000000004,.
156151,2015,18.8,.
156152,2015,42.3,.
156153,2015,1.5,.
156154,2015,1.5,.
156155,2012,1.1,.
156156,2013,1.3,.
156165,2013,3.7,.
156166,2014,3.5,.
156167,2014,3.5,.
156168,2014,4.0,.
156169,2014,3.5,.
156170,2013,48.0,.
156171,2017,10.6,.
156172,2013,1.6,.
156173,2009,98.9,.
156174,2013,20.0,.
156175,2013,1.5,.
156176,2013,1.5,.
156177,2013,20.2,.
156178,2013,1.0,.
156179,2013,2.5,.
156180,2013,20.0,.
156181,2013,20.0,.
156182,2013,1.5,.
156183,2013,1.5,.
156184,2012,4.800000000000002,.
156185,2013,14.0,.
156186,2013,1.1,.
156187,2014,177.0,.
156187,2015,141.0,.
156188,2014,235.5,.
156188,2015,43.5,.
156189,2013,2.0,.
156190,2014,138.0,.
156191,2014,90.0,.
156192,2013,1.4,.
156193,2014,10.9,.
156194,2014,10.0,.
156195,2015,5.0,.
156196,2015,5.0,.
156197,2003,0.2,.
156197,2005,0.4,.
156198,2014,23.0,.
156199,2013,129.2,.
156199,2014,45.6,.
156200,2012,8.8,.
156200,2013,4.4,.
156201,2014,4.4,.
156202,2014,4.4,.
156203,2014,4.4,.
156205,2012,4.3,.
156206,2013,2.0,.
156207,2013,1.5,.
156208,2013,4.0,.
156209,2013,1.0,.
156210,2014,4.0,.
156211,2013,1.5,.
156212,2013,1.5,.
156213,2013,1.5,.
156214,2013,2.0,.
156215,2015,3.0,.
156216,2015,126.2,.
156216,2016,144.4,.
156217,2013,147.4,.
156218,2012,1.1,.
156219,2013,3.3,.
156220,2013,2.0,.
156221,2008,1.0,.
156222,2012,20.0,.
156223,2012,20.0,.
156224,2013,30.0,.
156225,2014,20.0,.
156226,2014,20.0,.
156227,2013,5.0,.
156228,2013,15.0,.
156229,2014,10.0,.
156230,2016,500.0,.
156231,2012,4.0,.
156232,2014,1.5,.
156233,2014,1.5,.
156234,2014,1.0,.
156235,2012,4.0,.
156236,2013,2.3,.
156237,2012,1.6,.
156238,2012,1.8,.
156239,2013,8.0,.
156240,2013,8.4,.
156241,2011,1.0,.
156242,2013,2.8,.
156243,2014,1.1,.
156244,2010,1.0,.
156245,2011,1.0,.
156246,2014,4.0,.
156247,2014,22.5,.
156248,2012,6.5,.
156249,2013,1.0,.
156250,2013,116.0,.
156250,2014,133.7,.
156251,2011,2.5,.
156252,2014,20.0,.
156253,2014,5.7,.
156254,2012,1.0,.
156255,2013,8.0,.
156256,2003,691.6,.
156257,2015,263.6,.
156257,2016,263.6,.
156258,2013,25.0,.
156259,2014,266.8,.
156260,2013,12.6,.
156261,2011,2.3,.
156262,2013,1.5,.
156263,2013,1.0,.
156264,2013,1.5,.
156266,2016,2.0,.
156267,2007,1.7,.
156268,2013,1.0,.
156269,2013,1.0,.
156270,2014,18.5,.
156271,2014,155.10000000000005,.
156272,2010,1.0,.
156273,2010,2.9,.
156274,2008,7.4,.
156275,2015,3.0,.
156276,2015,3.0,.
156277,2015,3.0,.
156278,2015,3.0,.
156279,2015,3.0,.
156280,2015,2.2,.
156281,2015,3.0,.
156282,2003,1.5,.
156283,2013,1.5,.
156284,2013,1.5,.
156285,2013,1.5,.
156286,2013,1.5,.
156287,2014,18.0,.
156288,2007,1.0,.
156289,2013,20.0,.
156290,2012,2.6,.
156292,2016,1.0,.
156292,2017,0.5,.
156293,2014,20.0,.
156294,2016,10.0,.
156295,2013,4.0,.
156295,2018,15.2,.
156296,2009,3.0,.
156297,2010,1.0,.
156298,2011,1.0,.
156299,2013,1.0,.
156300,2014,3.0,.
156301,2015,91.5,.
156301,2016,158.5,.
156302,2015,110.0,.
156302,2016,189.5,.
156303,2015,80.0,.
156304,2007,4.800000000000002,.
156305,2013,4.5,.
156306,2012,1.3,.
156307,1906,1.5,.
156308,2011,3.0,.
156309,2013,2.0,.
156310,2012,1.1,.
156311,2012,1.6,.
156312,2015,32.0,.
156313,2015,62.5,.
156314,2014,12.0,.
156315,2014,8.0,.
156316,2013,1.0,.
156317,2014,5.0,.
156318,2014,1.5,.
156319,2014,1.5,.
156320,2014,1.5,.
156321,2014,1.5,.
156322,2014,1.5,.
156323,2014,1.0,.
156324,2014,6.5,.
156325,2014,2.0,.
156326,2014,2.0,.
156327,2014,1.5,.
156328,2014,62.6,.
156329,2013,4.0,.
156330,2013,3.5,.
156331,2014,1.9,.
156332,2014,3.0,.
156333,2015,16.6,.
156334,2014,1.0,.
156335,2015,51.0,.
156336,2015,30.0,.
156337,2012,5.0,.
156338,2009,1.0,.
156339,2009,1.2,.
156341,2011,0.5,.
156342,2014,8.0,.
156343,2013,2.5,.
156344,2013,5.0,.
156345,2013,2.0,.
156346,2013,5.0,.
156347,2015,1.8,.
156348,2015,1.5,.
156350,2003,7.2,.
156349,2003,7.2,.
156350,2014,9.2,.
156349,2014,9.2,.
156351,2014,210.0,.
156351,2015,45.0,.
156352,2014,1.2,.
156353,2014,1.3,.
156354,2014,1.5,.
156355,2014,1.5,.
156356,2012,1.0,.
156357,2013,4.4,.
156358,2014,2.0,.
156359,2014,1.0,.
156360,2014,10.0,.
156361,2014,13.6,.
156361,2017,4.1,.
156362,2014,19.8,.
156363,2016,102.0,.
156364,2014,1.5,.
156365,2014,45.0,.
156366,2014,19.0,.
156367,2014,20.0,.
156368,2014,20.0,.
156369,2014,15.0,.
156370,2014,20.0,.
156371,2018,659.0,.
156372,2014,9.7,.
156373,2015,15.0,.
156374,2015,27.0,.
156375,2014,52.2,.
156376,2014,32.0,.
156377,2014,6.0,.
156378,2007,1.0,.
156379,2011,35.2,.
156379,2014,18.4,.
156379,2015,11.5,.
156379,2017,27.600000000000005,.
156380,2016,10.0,.
156381,2014,200.6,.
156382,2015,12.0,.
156383,2015,12.0,.
156384,2016,20.0,.
156385,2014,1.5,.
156386,2014,1.0,.
156387,2014,1.0,.
156388,2014,1.0,.
156389,2014,1.0,.
156390,2014,1.5,.
156391,2013,1.1,.
156392,2013,1.3,.
156394,2012,1.1,.
156395,2012,1.1,.
156396,2011,1.1,.
156397,2011,1.1,.
156398,2011,3.2,.
156399,2012,1.8,.
156400,2016,100.0,.
156401,2014,1.5,.
156402,2014,29.0,.
156403,2014,1.5,.
156404,2014,1.5,.
156405,2014,20.0,.
156406,2014,1.6,.
156407,2014,1.6,.
156408,2014,4.5,.
156409,2014,3.0,.
156410,2002,6.0,.
156411,2015,19.8,.
156412,2015,99.0,.
156413,2014,20.0,.
156414,2013,1.0,.
156415,2016,20.0,.
156416,2016,20.0,.
156417,2017,15.0,.
156421,2014,5.0,.
156422,2014,1.5,.
156423,2014,1.5,.
156424,2014,1.5,.
156425,2014,1.5,.
156426,2014,1.5,.
156427,2014,1.5,.
156428,2014,1.5,.
156429,2015,10.0,.
156433,2014,1.0,.
156434,2017,4.0,.
156435,2014,3.0,.
156436,2017,37.8,.
156437,2017,47.3,.
156438,2017,56.0,.
156439,2016,56.0,.
156440,2016,50.0,.
156441,2015,20.0,.
156442,2014,1.5,.
156443,2014,1.0,.
156444,2014,1.0,.
156445,2014,1.0,.
156446,2014,1.6,.
156447,2015,18.0,.
156448,2003,619.0,.
156449,2015,108.0,.
156450,2014,7.5,.
156451,2014,1.5,.
156452,2014,1.0,.
156453,2015,5.0,.
156454,2015,19.5,.
156455,2015,3.7,.
156456,2016,80.0,.
156457,2016,80.0,.
156458,2016,80.0,.
156459,2016,80.0,.
156460,2013,2.0,.
156461,2011,1.0,.
156462,2014,17.5,.
156463,2015,1.3,.
156464,2014,10.5,.
156465,2015,20.0,.
156466,2014,1.0,.
156467,2014,1.5,.
156468,2014,1.5,.
156469,2015,20.0,.
156470,2015,19.8,.
156471,2015,20.0,.
156472,2014,2.1,.
156473,2014,1.5,.
156474,2014,1.5,.
156475,2014,1.5,.
156476,2014,1.5,.
156477,2015,5.0,.
156478,2015,20.0,.
156479,2015,7.0,.
156480,2015,20.0,.
156481,2014,20.0,.
156482,2015,10.0,.
156483,2013,10.0,.
156484,2012,5.0,.
156485,2007,4.6,.
156485,2015,4.6,.
156486,2013,4.6,.
156487,2005,4.6,.
156488,2016,23.8,.
156489,2014,1.5,.
156490,2015,20.0,.
156491,2015,19.9,.
156492,2017,14.4,.
156493,2017,10.0,.
156494,2017,10.0,.
156495,2017,10.0,.
156496,2017,10.0,.
156497,2017,10.0,.
156498,2015,5.6,.
156499,2017,20.0,.
156500,2016,60.0,.
156501,2016,20.0,.
156502,2014,1.6,.
156503,2016,105.0,.
156504,2015,1.5,.
156505,2015,1.5,.
156506,2015,1.5,.
156507,2015,1.8,.
156508,2015,1.5,.
156509,2014,2.0,.
156510,2015,20.0,.
156512,2014,6.1,.
156513,2015,1.0,.
156514,2015,2.5,.
156515,2015,1.0,.
156516,2016,14.0,.
156517,2016,20.0,.
156518,2015,20.0,.
156519,2015,20.0,.
156520,2015,9.1,.
156521,2015,7.6,.
156522,2015,2.9,.
156523,2015,20.0,.
156524,2015,45.0,.
156525,2015,20.0,.
156526,2015,1.6,.
156527,2014,1.2,.
156528,2015,1.9,.
156529,2016,120.0,.
156530,2015,20.0,.
156531,2015,30.2,.
156532,2007,2.0,.
156532,2008,4.0,.
156534,2015,1.5,.
156535,2017,20.0,.
156536,2015,50.0,.
156537,2016,1.0,.
156538,2011,1.6,.
156539,2015,20.0,.
156540,2015,30.0,.
156541,2016,2.0,.
156542,2017,9.0,.
156543,2015,5.0,.
156544,2017,5.0,.
156545,2016,20.0,.
156546,2015,1.5,.
156547,2014,2.0,.
156548,2016,14.4,.
156549,2014,1.2,.
156550,2014,12.6,.
156551,2003,619.0,.
156552,2015,3.0,.
156553,2015,3.0,.
156554,2014,1.2,.
156555,2015,1.3,.
156561,2009,1.5,.
156562,2016,93.6,.
156563,2016,1.7,.
156564,2015,4.4,.
156564,2016,10.0,.
156565,2017,79.0,.
156566,2016,155.0,.
156567,2015,2.0,.
156568,2015,1.2,.
156569,2015,1.2,.
156570,2016,20.0,.
156571,2015,13.0,.
156573,2016,20.0,.
156574,2017,20.0,.
156575,2016,1.0,.
156576,2015,15.0,.
156577,2015,3.0,.
156578,2016,205.3,.
156579,2017,100.0,.
156579,2018,205.3,.
156580,2016,80.0,.
156581,2015,1.5,.
156582,2016,50.4,.
156583,2016,80.0,.
156584,2015,1.4,.
156585,2016,8.0,.
156586,2015,3.0,.
156587,2016,20.0,.
156588,2016,20.0,.
156589,2016,20.0,.
156590,2016,40.0,.
156591,2016,62.1,.
156592,2015,250.0,.
156593,2015,150.0,.
156594,2016,100.0,.
156595,2016,75.0,.
156596,2016,1.5,.
156597,2015,19.2,.
156598,2015,15.0,.
156599,2015,52.0,.
156600,2017,20.0,.
156601,2017,20.0,.
156602,2017,20.0,.
156603,2017,20.0,.
156606,2016,13.0,.
156607,2015,3.0,.
156608,2015,20.0,.
156609,2016,1.0,.
156610,2017,130.0,.
156611,2015,7.3,.
156612,2016,20.0,.
156613,2017,40.0,.
156614,2015,85.9,.
156615,2016,2.3,.
156616,2015,1.1,.
156616,2016,2.1,.
156617,2016,16.0,.
156618,2016,80.0,.
156619,2017,15.8,.
156620,2016,20.0,.
156621,2016,20.0,.
156622,2016,15.0,.
156623,2016,20.0,.
156624,2015,3.0,.
156625,2016,3.7,.
156626,2016,3.0,.
156627,2016,20.0,.
156628,2016,131.2,.
156629,2016,109.8,.
156630,1985,11.5,.
156631,2016,1.4,.
156632,2016,1.2,.
156634,2015,8.0,.
156635,2016,1.5,.
156636,2016,60.8,.
156637,2017,181.7,.
156638,2016,1.3,.
156639,2017,142.6,.
156640,2016,1.2,.
156641,2016,1.0,.
156642,2016,2.0,.
156643,2016,2.0,.
156644,2016,85.0,.
156645,2016,50.0,.
156646,2016,5.0,.
156647,2016,3.3,.
156648,2015,10.0,.
156649,2015,9.5,.
156650,2015,10.5,.
156651,2015,10.0,.
156652,2013,1.0,.
156653,2015,1.6,.
156656,2016,10.8,.
156658,2016,4.5,.
156659,2016,185.0,.
156660,2017,30.0,.
156661,2017,10.0,.
156662,2015,4.0,.
156663,2015,4.0,.
156664,2015,1.2,.
156665,2016,3.0,.
156666,2017,28.1,.
156667,2016,80.0,.
156668,2017,100.0,.
156669,2015,1.6,.
156670,2016,2.0,.
156671,2016,1.5,.
156672,2016,20.0,.
156673,2016,20.0,.
156674,2017,3.0,.
156675,2016,7.8,.
156676,2016,30.0,.
156677,2017,3.0,.
156678,2018,5.0,.
156679,2016,30.0,.
156680,2016,100.0,.
156681,2016,150.0,.
156682,2017,20.0,.
156683,2017,11.4,.
156684,2018,20.0,.
156685,2016,1.2,.
156686,2016,6.0,.
156687,2016,9.0,.
156688,2016,10.0,.
156689,2016,4.5,.
156690,2016,10.0,.
156691,2016,10.0,.
156692,2018,50.0,.
156693,2015,1.0,.
156694,2005,1.2999999999999998,.
156694,2008,1.0,.
156695,2016,1.9,.
156696,2016,30.0,.
156697,2016,100.0,.
156698,2016,20.0,.
156700,2016,20.0,.
156701,2016,60.0,.
156702,2016,4.0,.
156703,2016,50.0,.
156704,2018,6.0,.
156705,2015,25.0,.
156706,2016,9.5,.
156707,2016,5.0,.
156708,2017,2.2,.
156709,2016,80.0,.
156712,2016,40.0,.
156713,2013,1.0,.
156714,2016,50.0,.
156715,2014,1.1,.
156716,2017,40.0,.
156717,2017,20.0,.
156718,2017,20.0,.
156719,2017,20.0,.
156720,2016,20.0,.
156721,2016,25.0,.
156722,2017,20.0,.
156723,2016,2.0,.
156724,2016,3.0,.
156725,2016,10.0,.
156726,2016,3.0,.
156727,2018,6.0,.
156728,2016,9.9,.
156729,2017,20.0,.
156736,2013,1.6,.
156737,2016,54.0,.
156738,2016,54.0,.
156739,2017,4.4,.
156740,2016,8.0,.
156741,2018,600.0,.
156743,2018,19.8,.
156744,2016,1.0,.
156745,2016,1.5,.
156746,2008,3.2,.
156747,2017,1.5,.
156748,2017,1.7,.
156749,2017,1.5,.
156750,2017,1.8,.
156751,2017,1.5,.
156752,2017,1.8,.
156753,2016,3.0,.
156754,2016,2.0,.
156755,2017,20.0,.
156757,2016,12.8,.
156758,2003,619.0,.
156759,2017,37.0,.
156760,2017,3.0,.
156761,2017,2.0,.
156762,2012,12.0,.
156763,2018,1.5,.
156764,2017,1.3,.
156765,2017,2.8,.
156765,2018,1.4,.
156766,2016,1.0,.
156767,2018,74.8,.
156768,2017,6.1,.
156769,2018,1.1,.
156770,2017,2.7,.
156771,2018,1.2,.
156772,2016,9.5,.
156773,2017,50.0,.
156774,2016,20.0,.
156775,2016,3.0,.
156776,2016,1.0,.
156777,2017,20.0,.
156778,2016,1.0,.
156779,2017,33.0,.
156780,2017,20.0,.
156782,2017,20.0,.
156783,2016,9.9,.
156784,2016,1.0,.
156785,2016,1.9,.
156786,2017,20.0,.
156787,2017,1.9,.
156788,2017,4.3,.
156790,2017,2.0,.
156791,2017,7.0,.
156792,2017,10.5,.
156793,2016,4.8,.
156794,2017,75.0,.
156795,2017,56.3,.
156796,2017,1.9,.
156797,2017,1.9,.
156798,2017,50.0,.
156799,2017,1.3,.
156801,2017,1.0,.
156802,2017,1.0,.
156803,2017,5.3,.
156804,2017,1.0,.
156805,2016,3.0,.
156806,2016,3.0,.
156807,2016,3.0,.
156808,2016,5.2,.
156811,2018,25.0,.
156812,2017,1.9,.
156813,2015,2.8,.
156814,2015,4.8,.
156815,2017,2.4,.
156816,2016,1.0,.
156819,2017,1.2,.
156820,2017,10.0,.
156821,2018,252.3,.
156822,2017,3.5,.
156823,2018,3.0,.
156824,2018,3.0,.
156825,2015,1.2,.
156826,2017,46.0,.
156827,2017,2.9,.
156828,2017,10.7,.
156829,2018,105.0,.
156830,2017,27.3,.
156831,2018,55.0,.
156832,2018,10.0,.
156833,2017,2.0,.
156834,2017,3.0,.
156835,2017,3.0,.
156836,2017,3.5,.
156837,2015,1.1,.
156838,2017,3.0,.
156839,2017,3.0,.
156840,2017,3.0,.
156841,2017,2.2,.
156842,2018,3.0,.
156843,2018,10.0,.
156844,2017,2.3,.
156845,2017,2.2,.
156846,2018,92.0,.
156847,2017,2.5,.
156848,2017,3.0,.
156849,2017,2.0,.
156850,2018,3.0,.
156851,2017,1.5,.
156852,2018,8.0,.
156853,2018,10.0,.
156854,2017,1.5,.
156855,2017,10.0,.
156858,2017,1.3,.
156859,2018,1.8,.
156860,2018,1.8,.
156861,2018,20.0,.
156862,2017,16.0,.
156863,2017,22.5,.
156864,2011,12.0,.
156865,2017,1.2,.
156866,2007,8.0,.
156867,2000,5.0,.
156868,2010,10.0,.
156869,2015,30.0,.
156870,2018,10.0,.
156871,2018,10.0,.
156872,2018,1.0,.
156873,2018,1.0,.
156874,2018,1.0,.
156875,2018,12.0,.
156876,2017,2.9,.
156877,2017,10.0,.
156878,2018,10.0,.
156879,2018,10.0,.
156880,2017,8.0,.
156881,2017,9.9,.
156882,2017,1.6,.
156883,2017,9.9,.
156884,2018,128.7,.
156885,2018,43.2,.
156886,2018,21.6,.
156887,2017,1.8,.
156888,2017,2.9,.
156889,2017,2.7,.
156890,2017,4.0,.
156891,2018,4.5,.
156892,2013,1.1,.
156893,2013,5.0,.
156894,2013,1.5,.
156895,2018,1.1,.
156896,2018,9.9,.
156898,2018,3.0,.
156900,2018,20.0,.
156901,2014,1.0,.
156902,2015,1.0,.
156903,2016,1.3,.
156904,2016,3.0,.
156905,2018,1.5,.
156908,2018,106.7,.
156909,2018,1.5,.
156910,2018,3.0,.
156911,2018,6.6,.
156912,2006,6.3,.
156913,2018,1.0,.
156914,2018,1.0,.
156915,2018,20.0,.
156916,2018,50.0,.
156917,2018,3.0,.
156918,2018,1.4,.
156919,2017,2.2,.
156920,2017,2.2,.
156921,2017,2.2,.
156922,2017,2.2,.
156923,2017,2.2,.
156924,2017,2.2,.
156925,2016,1.0,.
156926,2017,2.2,.
156927,2018,1.0,.
156928,2008,13.0,.
156929,2018,80.0,.
156930,2018,1.7,.
156931,2018,4.0,.
156932,2015,2.9,.
156933,2018,74.0,.
156936,2018,50.9,.
156937,2018,19.2,.
156938,2018,4.3,.
156939,2018,1.4,.
156941,2018,4.5,.
156942,2017,4.0,.
156943,2017,3.4,.
156944,2017,4.5,.
156945,2018,1.2,.
156946,2018,3.0,.
156947,2018,1.0,.
156948,2018,1.0,.
156949,2017,4.0,.
156950,2018,2.2,.
156951,2018,2.2,.
156952,2017,9.6,.
156953,2018,2.0,.
156954,2018,1.5,.
156955,2018,1.5,.
156956,2018,8.0,.
156957,2018,1.3,.
156958,2018,1.5,.
156959,2018,1.5,.
156960,2018,1.5,.
156961,2018,2.3,.
156962,2018,8.0,.
156963,2018,1.5,.
156964,2018,1.4,.
156965,2018,1.9,.
156966,2018,1.2,.
156967,2011,1.5,.
156969,2018,1.6,.
156970,2018,8.0,.
156978,2017,2.0,.
156979,2018,1.2,.
156980,2017,15.0,.
156981,2003,0.1,.
156981,2008,0.6,.
156981,2009,1.0,.
156981,2013,0.6,.
156983,2018,1.5,.
156984,2018,1.5,.
156986,2017,3.1,.
156987,2017,2.2,.
156988,2018,1.7,.
156998,2011,1.0,.
156999,2018,2.0,.
157000,2025,900.0,.
157001,2020,235.0,.
157002,2019,14.0,.
157003,2021,50.0,.
157004,2020,56.9,.
157005,2020,48.0,.
157006,2021,424.0,.
157007,2020,2.0,.
157008,2020,678.0,.
157009,2022,1.2,.
157010,2019,1.0,.
157011,2019,1.0,.
157012,2020,678.0,.
157013,2019,1.8,.
157014,2020,150.0,.
157016,2019,1.1,.
157018,2019,1.8,.
157020,2020,5.6,.
157021,2019,2.1,.
157022,2019,2.2,.
157024,2020,40.0,.
157025,2021,580.0,.
157026,2020,124.8,.
157027,2020,124.8,.
157028,2020,150.0,.
157029,2020,225.0,.
157032,2019,1.3,.
157033,2019,30.0,.
157034,2019,1.0,.
157035,2019,1.5,.
157036,2019,80.0,.
157039,2020,80.0,.
157040,2020,1.5,.
157041,2020,127.5,.
157042,2022,500.0,.
157042,2023,500.0,.
157042,2024,500.0,.
157042,2025,750.0,.
157042,2026,750.0,.
157043,2021,180.0,.
157044,2019,20.0,.
157045,2019,20.0,.
157046,2019,151.0,.
157047,2020,20.0,.
157048,2019,100.0,.
157049,2021,75.0,.
157050,2019,90.0,.
157051,2019,131.1,.
157052,2019,111.2,.
157053,2019,200.0,.
157054,2020,80.0,.
157055,2020,80.0,.
157056,2020,80.0,.
157057,2020,103.4,.
157058,2020,40.0,.
157059,2020,20.0,.
157060,2020,50.0,.
157062,2022,201.0,.
157063,2019,150.0,.
157064,2021,18.5,.
157066,2019,20.0,.
157067,2019,100.0,.
157068,2021,200.0,.
157070,2020,123.0,.
157071,2020,150.0,.
157072,2020,19.9,.
157073,2020,250.0,.
157075,2021,180.0,.
157076,2019,100.0,.
157077,2019,200.0,.
157078,2020,25.0,.
157079,2020,25.0,.
157080,2020,50.0,.
157087,2019,7.3,.
157088,2020,166.0,.
157089,2021,60.0,.
157091,2021,101.0,.
157092,2019,1.3,.
157094,2019,3.0,.
157098,2019,80.0,.
157099,2020,80.0,.
157100,2019,1.5,.
157101,2019,4.6,.
157102,2020,5.0,.
157103,2020,5.0,.
157104,2020,5.0,.
157105,2020,5.0,.
157106,2020,5.0,.
157107,2019,2.0,.
157108,2019,1.5,.
157109,2019,1.5,.
157110,2019,1.5,.
157111,2019,1.5,.
157112,2019,1.5,.
157113,2020,170.0,.
157114,2019,2.0,.
157115,2019,5.6,.
157116,2019,57.6,.
157117,2020,50.0,.
157118,2019,10.0,.
157119,2019,10.0,.
157120,2020,58.0,.
157121,2020,122.0,.
157122,2020,104.0,.
157123,2019,60.0,.
157124,2020,100.0,.
157125,2020,80.0,.
157126,2019,1.6,.
157128,2021,50.0,.
157129,2020,300.0,.
157130,2020,40.0,.
157132,2019,2.5,.
157133,2020,99.0,.
157134,2021,10.0,.
157135,2021,10.0,.
157136,2021,10.0,.
157137,2021,10.0,.
157138,2021,10.0,.
157140,2020,190.0,.
157141,2020,144.0,.
157142,2019,80.0,.
157846,1953,24.0,.
157959,2000,89.0,.
157847,1995,9.0,.
158008,1950,30.0,.
157848,1928,9.0,.
157849,2002,166.0,.
157851,1959,27.0,.
157850,2010,49.8,.
158044,2006,48.0,.
157961,2009,223.0,.
157960,2001,40.8,.
157824,1947,11.3,.
157971,1969,158.5,.
157972,1975,158.5,.
157970,1981,360.0,.
157945,2003,52.3,.
157825,1954,16.0,.
157826,1991,3.0,.
157827,1972,120.0,.
157852,2011,19.0,.
157853,2003,6.0,.
157828,1967,200.0,.
157829,1965,162.0,.
157854,1948,200.0,.
157855,1948,280.0,.
157856,2009,120.0,.
157857,1944,160.0,.
157858,1996,7.2,.
158046,1962,150.0,.
158047,1962,150.0,.
158048,1964,150.0,.
158049,1967,150.0,.
158050,1968,152.0,.
158051,1975,152.0,.
157859,1951,55.0,.
157860,1951,18.0,.
157940,2003,158.0,.
157978,2000,46.0,.
157861,2010,5.5,.
158018,2001,45.0,.
158019,2001,45.0,.
157830,1942,34.0,.
157958,2001,40.8,.
157950,2001,252.6,.
157941,2001,252.6,.
158031,1986,104.5,.
158028,1987,104.5,.
158029,1986,104.5,.
158030,1986,104.5,.
158034,2000,28.8,.
158036,2000,28.8,.
158037,2000,28.8,.
158039,2000,28.8,.
158038,1973,35.7,.
158027,1973,35.7,.
158035,1979,35.7,.
158033,1979,35.7,.
158032,1981,23.2,.
157862,1957,157.0,.
157831,1957,11.0,.
157863,2005,6.5,.
157864,1962,0.7,.
157865,1992,1.3,.
157866,1957,33.0,.
157993,2002,76.5,.
157995,2002,76.5,.
157867,1932,40.8,.
158006,1950,50.0,.
157868,2009,2.8,.
157832,1992,16.8,.
157869,1996,3.0,.
157870,2010,23.0,.
157957,1999,50.0,.
157954,1999,110.0,.
157953,1999,110.0,.
157871,2003,0.2,.
157872,2010,146.1,.
157873,1924,12.0,.
158045,2002,8.0,.
157992,2009,120.0,.
158025,2007,45.0,.
157994,2008,100.0,.
157986,2009,100.0,.
157874,1930,7.0,.
157875,2010,23.0,.
157876,2010,7.5,.
158021,2003,45.0,.
158026,2003,45.0,.
158022,1999,49.0,.
157877,2004,10.4,.
157948,2009,233.0,.
157969,1994,384.0,.
157973,1989,384.0,.
157979,2005,470.0,.
157833,1954,59.0,.
157878,1968,2730.0,.
157834,1911,18.0,.
158057,2007,26.0,.
157879,2002,6.0,.
157835,1955,5.0,.
157836,2004,7.0,.
157956,2002,240.0,.
157951,2000,145.0,.
157880,1947,126.0,.
157881,1971,170.0,.
157837,1951,16.8,.
157882,1953,148.0,.
157968,1983,411.0,.
157967,1984,411.0,.
157883,1975,580.0,.
157887,1925,47.8,.
157885,1957,25.0,.
157884,1956,47.0,.
157886,2010,28.0,.
157946,2003,185.6,.
157944,2003,845.0,.
157888,1930,30.0,.
157889,2009,11.0,.
157991,2004,170.0,.
158041,2008,48.0,.
158042,2008,48.0,.
157890,1996,50.0,.
157891,2005,4.6,.
157892,2004,9.8,.
157893,2004,3.8,.
158020,1993,45.0,.
158024,1993,45.0,.
158054,1996,39.8,.
158058,1974,37.8,.
157996,1975,30.0,.
158001,1953,30.0,.
157998,1980,44.9,.
157999,1980,44.9,.
157894,1976,1780.0,.
157895,2003,32.5,.
158000,1950,32.0,.
157896,2010,89.0,.
157897,1994,0.1,.
157983,2002,75.0,.
157990,2002,75.0,.
157898,1949,6.0,.
157899,1995,7.5,.
157900,1908,0.8,.
157943,2000,170.0,.
157947,2000,170.0,.
157988,2008,99.0,.
157901,1922,15.0,.
157838,2003,32.2,.
157987,2008,85.0,.
157985,2008,85.0,.
158052,1991,152.0,.
158053,1992,152.0,.
158005,1982,30.0,.
158003,1982,30.0,.
157984,1999,152.5,.
157902,1980,680.0,.
157903,2003,42.0,.
157955,2009,259.0,.
157839,1955,12.5,.
157904,1911,40.0,.
158023,1998,45.0,.
157989,1998,95.0,.
157905,1993,3.6,.
157906,1955,24.0,.
157907,1990,5.7,.
157908,2002,1.8,.
158011,1999,45.0,.
158013,2001,45.0,.
157840,1994,18.0,.
158012,2001,45.0,.
157909,1984,2480.0,.
158002,1950,30.0,.
157841,1960,47.3,.
157997,1973,33.0,.
158004,1973,33.0,.
157910,1930,105.0,.
157911,2004,50.0,.
157922,1928,49.9,.
157982,2008,80.0,.
157981,2009,80.0,.
157980,2009,80.0,.
157942,2004,184.0,.
157912,1995,6.0,.
157913,1997,0.3,.
157914,1997,12.5,.
157915,1956,48.0,.
157916,1979,780.0,.
157974,1986,378.0,.
157976,1990,378.0,.
157917,1929,5.2,.
157918,2013,16.0,.
157919,1994,10.0,.
157920,2005,5.5,.
157921,1955,4.0,.
157842,1960,104.0,.
157924,1992,2.3,.
157923,1912,90.0,.
157925,2010,23.0,.
157926,1958,64.0,.
158017,2001,45.0,.
158016,1958,30.0,.
158015,1961,30.0,.
157975,1970,280.0,.
157977,1973,280.0,.
157963,1976,403.0,.
157964,1977,403.0,.
157965,1978,353.0,.
157966,1980,406.0,.
