hydro_project,timeseries,hydro_min_flow_mw,hydro_avg_flow_mw
155852,2050_M2,0.7899332751778874,1.5798665503557747
155870,2050_M3,3.225780689964158,6.451561379928316
155870,2050_M1,3.0563624551971325,6.112724910394265
155870,2050_M12,2.8606346326164873,5.721269265232975
155870,2050_M11,2.5014283950617284,5.002856790123457
155870,2050_M10,2.027267174432497,4.054534348864994
155870,2050_M9,1.9459139660493827,3.8918279320987654
155870,2050_M8,2.652579823775388,5.305159647550776
155870,2050_M7,3.3253412485065708,6.6506824970131415
155870,2050_M6,3.872162577160494,7.744325154320988
155870,2050_M5,3.759676971326164,7.519353942652328
155870,2050_M4,3.4573630401234565,6.914726080246913
155870,2050_M2,3.0260492753375297,6.052098550675059
155890,2050_M12,0.15434767025089607,0.30869534050179215
155890,2050_M10,0.22194384707287934,0.4438876941457587
155890,2050_M9,0.6596568672839507,1.3193137345679014
155890,2050_M8,0.9831170101553166,1.9662340203106332
155890,2050_M7,1.1548881421744326,2.309776284348865
155890,2050_M6,1.154545447530864,2.309090895061728
155890,2050_M5,0.8486104390681004,1.6972208781362008
155890,2050_M4,0.5092466049382716,1.0184932098765431
