timepoint,timestamp,hours_per_year,timeseries,period
357092,2050092620,4.0137,2050_2050-year-round,2050
357096,2050092700,4.0137,2050_2050-year-round,2050
357100,2050092704,4.0137,2050_2050-year-round,2050
357104,2050092708,4.0137,2050_2050-year-round,2050
357108,2050092712,4.0137,2050_2050-year-round,2050
357112,2050092716,4.0137,2050_2050-year-round,2050
357116,2050092720,4.0137,2050_2050-year-round,2050
357120,2050092800,4.0137,2050_2050-year-round,2050
357124,2050092804,4.0137,2050_2050-year-round,2050
357128,2050092808,4.0137,2050_2050-year-round,2050
357132,2050092812,4.0137,2050_2050-year-round,2050
357136,2050092816,4.0137,2050_2050-year-round,2050
357140,2050092820,4.0137,2050_2050-year-round,2050
357144,2050092900,4.0137,2050_2050-year-round,2050
357148,2050092904,4.0137,2050_2050-year-round,2050
357152,2050092908,4.0137,2050_2050-year-round,2050
357156,2050092912,4.0137,2050_2050-year-round,2050
357160,2050092916,4.0137,2050_2050-year-round,2050
357164,2050092920,4.0137,2050_2050-year-round,2050
357168,2050093000,4.0137,2050_2050-year-round,2050
357172,2050093004,4.0137,2050_2050-year-round,2050
357176,2050093008,4.0137,2050_2050-year-round,2050
357180,2050093012,4.0137,2050_2050-year-round,2050
357184,2050093016,4.0137,2050_2050-year-round,2050
357188,2050093020,4.0137,2050_2050-year-round,2050
357192,2050100100,4.0137,2050_2050-year-round,2050
357196,2050100104,4.0137,2050_2050-year-round,2050
357200,2050100108,4.0137,2050_2050-year-round,2050
357204,2050100112,4.0137,2050_2050-year-round,2050
357208,2050100116,4.0137,2050_2050-year-round,2050
357212,2050100120,4.0137,2050_2050-year-round,2050
357216,2050100200,4.0137,2050_2050-year-round,2050
357220,2050100204,4.0137,2050_2050-year-round,2050
357224,2050100208,4.0137,2050_2050-year-round,2050
357228,2050100212,4.0137,2050_2050-year-round,2050
357232,2050100216,4.0137,2050_2050-year-round,2050
357236,2050100220,4.0137,2050_2050-year-round,2050
357240,2050100300,4.0137,2050_2050-year-round,2050
357244,2050100304,4.0137,2050_2050-year-round,2050
357248,2050100308,4.0137,2050_2050-year-round,2050
357252,2050100312,4.0137,2050_2050-year-round,2050
357256,2050100316,4.0137,2050_2050-year-round,2050
357260,2050100320,4.0137,2050_2050-year-round,2050
357264,2050100400,4.0137,2050_2050-year-round,2050
357268,2050100404,4.0137,2050_2050-year-round,2050
357272,2050100408,4.0137,2050_2050-year-round,2050
357276,2050100412,4.0137,2050_2050-year-round,2050
357280,2050100416,4.0137,2050_2050-year-round,2050
357284,2050100420,4.0137,2050_2050-year-round,2050
357288,2050100500,4.0137,2050_2050-year-round,2050
357292,2050100504,4.0137,2050_2050-year-round,2050
357296,2050100508,4.0137,2050_2050-year-round,2050
357300,2050100512,4.0137,2050_2050-year-round,2050
357304,2050100516,4.0137,2050_2050-year-round,2050
357308,2050100520,4.0137,2050_2050-year-round,2050
357312,2050100600,4.0137,2050_2050-year-round,2050
357316,2050100604,4.0137,2050_2050-year-round,2050
357320,2050100608,4.0137,2050_2050-year-round,2050
357324,2050100612,4.0137,2050_2050-year-round,2050
357328,2050100616,4.0137,2050_2050-year-round,2050
357332,2050100620,4.0137,2050_2050-year-round,2050
357336,2050100700,4.0137,2050_2050-year-round,2050
357340,2050100704,4.0137,2050_2050-year-round,2050
357344,2050100708,4.0137,2050_2050-year-round,2050
357348,2050100712,4.0137,2050_2050-year-round,2050
357352,2050100716,4.0137,2050_2050-year-round,2050
357356,2050100720,4.0137,2050_2050-year-round,2050
357360,2050100800,4.0137,2050_2050-year-round,2050
357364,2050100804,4.0137,2050_2050-year-round,2050
357368,2050100808,4.0137,2050_2050-year-round,2050
357372,2050100812,4.0137,2050_2050-year-round,2050
357376,2050100816,4.0137,2050_2050-year-round,2050
357380,2050100820,4.0137,2050_2050-year-round,2050
357384,2050100900,4.0137,2050_2050-year-round,2050
357388,2050100904,4.0137,2050_2050-year-round,2050
357392,2050100908,4.0137,2050_2050-year-round,2050
357396,2050100912,4.0137,2050_2050-year-round,2050
357400,2050100916,4.0137,2050_2050-year-round,2050
357404,2050100920,4.0137,2050_2050-year-round,2050
357408,2050101000,4.0137,2050_2050-year-round,2050
357412,2050101004,4.0137,2050_2050-year-round,2050
357416,2050101008,4.0137,2050_2050-year-round,2050
357420,2050101012,4.0137,2050_2050-year-round,2050
357424,2050101016,4.0137,2050_2050-year-round,2050
357428,2050101020,4.0137,2050_2050-year-round,2050
357432,2050101100,4.0137,2050_2050-year-round,2050
357436,2050101104,4.0137,2050_2050-year-round,2050
357440,2050101108,4.0137,2050_2050-year-round,2050
357444,2050101112,4.0137,2050_2050-year-round,2050
357448,2050101116,4.0137,2050_2050-year-round,2050
357452,2050101120,4.0137,2050_2050-year-round,2050
357456,2050101200,4.0137,2050_2050-year-round,2050
357460,2050101204,4.0137,2050_2050-year-round,2050
357464,2050101208,4.0137,2050_2050-year-round,2050
357468,2050101212,4.0137,2050_2050-year-round,2050
357472,2050101216,4.0137,2050_2050-year-round,2050
357476,2050101220,4.0137,2050_2050-year-round,2050
357480,2050101300,4.0137,2050_2050-year-round,2050
357484,2050101304,4.0137,2050_2050-year-round,2050
357488,2050101308,4.0137,2050_2050-year-round,2050
357492,2050101312,4.0137,2050_2050-year-round,2050
357496,2050101316,4.0137,2050_2050-year-round,2050
357500,2050101320,4.0137,2050_2050-year-round,2050
357504,2050101400,4.0137,2050_2050-year-round,2050
357508,2050101404,4.0137,2050_2050-year-round,2050
357512,2050101408,4.0137,2050_2050-year-round,2050
357516,2050101412,4.0137,2050_2050-year-round,2050
357520,2050101416,4.0137,2050_2050-year-round,2050
357524,2050101420,4.0137,2050_2050-year-round,2050
357528,2050101500,4.0137,2050_2050-year-round,2050
357532,2050101504,4.0137,2050_2050-year-round,2050
357536,2050101508,4.0137,2050_2050-year-round,2050
357540,2050101512,4.0137,2050_2050-year-round,2050
357544,2050101516,4.0137,2050_2050-year-round,2050
357548,2050101520,4.0137,2050_2050-year-round,2050
357552,2050101600,4.0137,2050_2050-year-round,2050
357556,2050101604,4.0137,2050_2050-year-round,2050
357560,2050101608,4.0137,2050_2050-year-round,2050
357564,2050101612,4.0137,2050_2050-year-round,2050
357568,2050101616,4.0137,2050_2050-year-round,2050
357572,2050101620,4.0137,2050_2050-year-round,2050
357576,2050101700,4.0137,2050_2050-year-round,2050
357580,2050101704,4.0137,2050_2050-year-round,2050
357584,2050101708,4.0137,2050_2050-year-round,2050
357588,2050101712,4.0137,2050_2050-year-round,2050
357592,2050101716,4.0137,2050_2050-year-round,2050
357596,2050101720,4.0137,2050_2050-year-round,2050
357600,2050101800,4.0137,2050_2050-year-round,2050
357604,2050101804,4.0137,2050_2050-year-round,2050
357608,2050101808,4.0137,2050_2050-year-round,2050
357612,2050101812,4.0137,2050_2050-year-round,2050
357616,2050101816,4.0137,2050_2050-year-round,2050
357620,2050101820,4.0137,2050_2050-year-round,2050
357624,2050101900,4.0137,2050_2050-year-round,2050
357628,2050101904,4.0137,2050_2050-year-round,2050
357632,2050101908,4.0137,2050_2050-year-round,2050
357636,2050101912,4.0137,2050_2050-year-round,2050
357640,2050101916,4.0137,2050_2050-year-round,2050
357644,2050101920,4.0137,2050_2050-year-round,2050
357648,2050102000,4.0137,2050_2050-year-round,2050
357652,2050102004,4.0137,2050_2050-year-round,2050
357656,2050102008,4.0137,2050_2050-year-round,2050
357660,2050102012,4.0137,2050_2050-year-round,2050
357664,2050102016,4.0137,2050_2050-year-round,2050
357668,2050102020,4.0137,2050_2050-year-round,2050
357672,2050102100,4.0137,2050_2050-year-round,2050
357676,2050102104,4.0137,2050_2050-year-round,2050
357680,2050102108,4.0137,2050_2050-year-round,2050
357684,2050102112,4.0137,2050_2050-year-round,2050
357688,2050102116,4.0137,2050_2050-year-round,2050
357692,2050102120,4.0137,2050_2050-year-round,2050
357696,2050102200,4.0137,2050_2050-year-round,2050
357700,2050102204,4.0137,2050_2050-year-round,2050
357704,2050102208,4.0137,2050_2050-year-round,2050
357708,2050102212,4.0137,2050_2050-year-round,2050
357712,2050102216,4.0137,2050_2050-year-round,2050
357716,2050102220,4.0137,2050_2050-year-round,2050
357720,2050102300,4.0137,2050_2050-year-round,2050
357724,2050102304,4.0137,2050_2050-year-round,2050
357728,2050102308,4.0137,2050_2050-year-round,2050
357732,2050102312,4.0137,2050_2050-year-round,2050
357736,2050102316,4.0137,2050_2050-year-round,2050
357740,2050102320,4.0137,2050_2050-year-round,2050
357744,2050102400,4.0137,2050_2050-year-round,2050
357748,2050102404,4.0137,2050_2050-year-round,2050
357752,2050102408,4.0137,2050_2050-year-round,2050
357756,2050102412,4.0137,2050_2050-year-round,2050
357760,2050102416,4.0137,2050_2050-year-round,2050
357764,2050102420,4.0137,2050_2050-year-round,2050
357768,2050102500,4.0137,2050_2050-year-round,2050
357772,2050102504,4.0137,2050_2050-year-round,2050
357776,2050102508,4.0137,2050_2050-year-round,2050
357780,2050102512,4.0137,2050_2050-year-round,2050
357784,2050102516,4.0137,2050_2050-year-round,2050
357788,2050102520,4.0137,2050_2050-year-round,2050
357792,2050102600,4.0137,2050_2050-year-round,2050
357796,2050102604,4.0137,2050_2050-year-round,2050
357800,2050102608,4.0137,2050_2050-year-round,2050
357804,2050102612,4.0137,2050_2050-year-round,2050
357808,2050102616,4.0137,2050_2050-year-round,2050
357812,2050102620,4.0137,2050_2050-year-round,2050
357816,2050102700,4.0137,2050_2050-year-round,2050
357820,2050102704,4.0137,2050_2050-year-round,2050
357824,2050102708,4.0137,2050_2050-year-round,2050
357828,2050102712,4.0137,2050_2050-year-round,2050
357832,2050102716,4.0137,2050_2050-year-round,2050
357836,2050102720,4.0137,2050_2050-year-round,2050
357840,2050102800,4.0137,2050_2050-year-round,2050
357844,2050102804,4.0137,2050_2050-year-round,2050
357848,2050102808,4.0137,2050_2050-year-round,2050
357852,2050102812,4.0137,2050_2050-year-round,2050
357856,2050102816,4.0137,2050_2050-year-round,2050
357860,2050102820,4.0137,2050_2050-year-round,2050
357864,2050102900,4.0137,2050_2050-year-round,2050
357868,2050102904,4.0137,2050_2050-year-round,2050
357872,2050102908,4.0137,2050_2050-year-round,2050
357876,2050102912,4.0137,2050_2050-year-round,2050
357880,2050102916,4.0137,2050_2050-year-round,2050
357884,2050102920,4.0137,2050_2050-year-round,2050
357888,2050103000,4.0137,2050_2050-year-round,2050
357892,2050103004,4.0137,2050_2050-year-round,2050
357896,2050103008,4.0137,2050_2050-year-round,2050
357900,2050103012,4.0137,2050_2050-year-round,2050
357904,2050103016,4.0137,2050_2050-year-round,2050
357908,2050103020,4.0137,2050_2050-year-round,2050
357912,2050103100,4.0137,2050_2050-year-round,2050
357916,2050103104,4.0137,2050_2050-year-round,2050
357920,2050103108,4.0137,2050_2050-year-round,2050
357924,2050103112,4.0137,2050_2050-year-round,2050
357928,2050103116,4.0137,2050_2050-year-round,2050
357932,2050103120,4.0137,2050_2050-year-round,2050
357936,2050110100,4.0137,2050_2050-year-round,2050
357940,2050110104,4.0137,2050_2050-year-round,2050
357944,2050110108,4.0137,2050_2050-year-round,2050
357948,2050110112,4.0137,2050_2050-year-round,2050
357952,2050110116,4.0137,2050_2050-year-round,2050
357956,2050110120,4.0137,2050_2050-year-round,2050
357960,2050110200,4.0137,2050_2050-year-round,2050
357964,2050110204,4.0137,2050_2050-year-round,2050
357968,2050110208,4.0137,2050_2050-year-round,2050
357972,2050110212,4.0137,2050_2050-year-round,2050
357976,2050110216,4.0137,2050_2050-year-round,2050
357980,2050110220,4.0137,2050_2050-year-round,2050
357984,2050110300,4.0137,2050_2050-year-round,2050
357988,2050110304,4.0137,2050_2050-year-round,2050
357992,2050110308,4.0137,2050_2050-year-round,2050
357996,2050110312,4.0137,2050_2050-year-round,2050
358000,2050110316,4.0137,2050_2050-year-round,2050
358004,2050110320,4.0137,2050_2050-year-round,2050
358008,2050110400,4.0137,2050_2050-year-round,2050
358012,2050110404,4.0137,2050_2050-year-round,2050
358016,2050110408,4.0137,2050_2050-year-round,2050
358020,2050110412,4.0137,2050_2050-year-round,2050
358024,2050110416,4.0137,2050_2050-year-round,2050
358028,2050110420,4.0137,2050_2050-year-round,2050
358032,2050110500,4.0137,2050_2050-year-round,2050
358036,2050110504,4.0137,2050_2050-year-round,2050
358040,2050110508,4.0137,2050_2050-year-round,2050
358044,2050110512,4.0137,2050_2050-year-round,2050
358048,2050110516,4.0137,2050_2050-year-round,2050
358052,2050110520,4.0137,2050_2050-year-round,2050
358056,2050110600,4.0137,2050_2050-year-round,2050
358060,2050110604,4.0137,2050_2050-year-round,2050
358064,2050110608,4.0137,2050_2050-year-round,2050
358068,2050110612,4.0137,2050_2050-year-round,2050
358072,2050110616,4.0137,2050_2050-year-round,2050
358076,2050110620,4.0137,2050_2050-year-round,2050
358080,2050110700,4.0137,2050_2050-year-round,2050
358084,2050110704,4.0137,2050_2050-year-round,2050
358088,2050110708,4.0137,2050_2050-year-round,2050
358092,2050110712,4.0137,2050_2050-year-round,2050
358096,2050110716,4.0137,2050_2050-year-round,2050
358100,2050110720,4.0137,2050_2050-year-round,2050
358104,2050110800,4.0137,2050_2050-year-round,2050
358108,2050110804,4.0137,2050_2050-year-round,2050
358112,2050110808,4.0137,2050_2050-year-round,2050
358116,2050110812,4.0137,2050_2050-year-round,2050
358120,2050110816,4.0137,2050_2050-year-round,2050
358124,2050110820,4.0137,2050_2050-year-round,2050
358128,2050110900,4.0137,2050_2050-year-round,2050
358132,2050110904,4.0137,2050_2050-year-round,2050
358136,2050110908,4.0137,2050_2050-year-round,2050
358140,2050110912,4.0137,2050_2050-year-round,2050
358144,2050110916,4.0137,2050_2050-year-round,2050
358148,2050110920,4.0137,2050_2050-year-round,2050
358152,2050111000,4.0137,2050_2050-year-round,2050
358156,2050111004,4.0137,2050_2050-year-round,2050
358160,2050111008,4.0137,2050_2050-year-round,2050
358164,2050111012,4.0137,2050_2050-year-round,2050
358168,2050111016,4.0137,2050_2050-year-round,2050
358172,2050111020,4.0137,2050_2050-year-round,2050
358176,2050111100,4.0137,2050_2050-year-round,2050
358180,2050111104,4.0137,2050_2050-year-round,2050
358184,2050111108,4.0137,2050_2050-year-round,2050
358188,2050111112,4.0137,2050_2050-year-round,2050
358192,2050111116,4.0137,2050_2050-year-round,2050
358196,2050111120,4.0137,2050_2050-year-round,2050
358200,2050111200,4.0137,2050_2050-year-round,2050
358204,2050111204,4.0137,2050_2050-year-round,2050
358208,2050111208,4.0137,2050_2050-year-round,2050
358212,2050111212,4.0137,2050_2050-year-round,2050
358216,2050111216,4.0137,2050_2050-year-round,2050
358220,2050111220,4.0137,2050_2050-year-round,2050
358224,2050111300,4.0137,2050_2050-year-round,2050
358228,2050111304,4.0137,2050_2050-year-round,2050
358232,2050111308,4.0137,2050_2050-year-round,2050
358236,2050111312,4.0137,2050_2050-year-round,2050
358240,2050111316,4.0137,2050_2050-year-round,2050
358244,2050111320,4.0137,2050_2050-year-round,2050
358248,2050111400,4.0137,2050_2050-year-round,2050
358252,2050111404,4.0137,2050_2050-year-round,2050
358256,2050111408,4.0137,2050_2050-year-round,2050
358260,2050111412,4.0137,2050_2050-year-round,2050
358264,2050111416,4.0137,2050_2050-year-round,2050
358268,2050111420,4.0137,2050_2050-year-round,2050
358272,2050111500,4.0137,2050_2050-year-round,2050
358276,2050111504,4.0137,2050_2050-year-round,2050
358280,2050111508,4.0137,2050_2050-year-round,2050
358284,2050111512,4.0137,2050_2050-year-round,2050
358288,2050111516,4.0137,2050_2050-year-round,2050
358292,2050111520,4.0137,2050_2050-year-round,2050
358296,2050111600,4.0137,2050_2050-year-round,2050
358300,2050111604,4.0137,2050_2050-year-round,2050
358304,2050111608,4.0137,2050_2050-year-round,2050
358308,2050111612,4.0137,2050_2050-year-round,2050
358312,2050111616,4.0137,2050_2050-year-round,2050
358316,2050111620,4.0137,2050_2050-year-round,2050
358320,2050111700,4.0137,2050_2050-year-round,2050
358324,2050111704,4.0137,2050_2050-year-round,2050
358328,2050111708,4.0137,2050_2050-year-round,2050
358332,2050111712,4.0137,2050_2050-year-round,2050
358336,2050111716,4.0137,2050_2050-year-round,2050
358340,2050111720,4.0137,2050_2050-year-round,2050
358344,2050111800,4.0137,2050_2050-year-round,2050
358348,2050111804,4.0137,2050_2050-year-round,2050
358352,2050111808,4.0137,2050_2050-year-round,2050
358356,2050111812,4.0137,2050_2050-year-round,2050
358360,2050111816,4.0137,2050_2050-year-round,2050
358364,2050111820,4.0137,2050_2050-year-round,2050
358368,2050111900,4.0137,2050_2050-year-round,2050
358372,2050111904,4.0137,2050_2050-year-round,2050
358376,2050111908,4.0137,2050_2050-year-round,2050
358380,2050111912,4.0137,2050_2050-year-round,2050
358384,2050111916,4.0137,2050_2050-year-round,2050
358388,2050111920,4.0137,2050_2050-year-round,2050
358392,2050112000,4.0137,2050_2050-year-round,2050
358396,2050112004,4.0137,2050_2050-year-round,2050
358400,2050112008,4.0137,2050_2050-year-round,2050
358404,2050112012,4.0137,2050_2050-year-round,2050
358408,2050112016,4.0137,2050_2050-year-round,2050
358412,2050112020,4.0137,2050_2050-year-round,2050
358416,2050112100,4.0137,2050_2050-year-round,2050
358420,2050112104,4.0137,2050_2050-year-round,2050
358424,2050112108,4.0137,2050_2050-year-round,2050
358428,2050112112,4.0137,2050_2050-year-round,2050
358432,2050112116,4.0137,2050_2050-year-round,2050
358436,2050112120,4.0137,2050_2050-year-round,2050
358440,2050112200,4.0137,2050_2050-year-round,2050
358444,2050112204,4.0137,2050_2050-year-round,2050
358448,2050112208,4.0137,2050_2050-year-round,2050
358452,2050112212,4.0137,2050_2050-year-round,2050
358456,2050112216,4.0137,2050_2050-year-round,2050
358460,2050112220,4.0137,2050_2050-year-round,2050
358464,2050112300,4.0137,2050_2050-year-round,2050
358468,2050112304,4.0137,2050_2050-year-round,2050
358472,2050112308,4.0137,2050_2050-year-round,2050
358476,2050112312,4.0137,2050_2050-year-round,2050
358480,2050112316,4.0137,2050_2050-year-round,2050
358484,2050112320,4.0137,2050_2050-year-round,2050
358488,2050112400,4.0137,2050_2050-year-round,2050
358492,2050112404,4.0137,2050_2050-year-round,2050
358496,2050112408,4.0137,2050_2050-year-round,2050
358500,2050112412,4.0137,2050_2050-year-round,2050
358504,2050112416,4.0137,2050_2050-year-round,2050
358508,2050112420,4.0137,2050_2050-year-round,2050
358512,2050112500,4.0137,2050_2050-year-round,2050
358516,2050112504,4.0137,2050_2050-year-round,2050
358520,2050112508,4.0137,2050_2050-year-round,2050
358524,2050112512,4.0137,2050_2050-year-round,2050
358528,2050112516,4.0137,2050_2050-year-round,2050
358532,2050112520,4.0137,2050_2050-year-round,2050
358536,2050112600,4.0137,2050_2050-year-round,2050
358540,2050112604,4.0137,2050_2050-year-round,2050
358544,2050112608,4.0137,2050_2050-year-round,2050
358548,2050112612,4.0137,2050_2050-year-round,2050
358552,2050112616,4.0137,2050_2050-year-round,2050
358556,2050112620,4.0137,2050_2050-year-round,2050
358560,2050112700,4.0137,2050_2050-year-round,2050
358564,2050112704,4.0137,2050_2050-year-round,2050
358568,2050112708,4.0137,2050_2050-year-round,2050
358572,2050112712,4.0137,2050_2050-year-round,2050
358576,2050112716,4.0137,2050_2050-year-round,2050
358580,2050112720,4.0137,2050_2050-year-round,2050
358584,2050112800,4.0137,2050_2050-year-round,2050
358588,2050112804,4.0137,2050_2050-year-round,2050
358592,2050112808,4.0137,2050_2050-year-round,2050
358596,2050112812,4.0137,2050_2050-year-round,2050
358600,2050112816,4.0137,2050_2050-year-round,2050
358604,2050112820,4.0137,2050_2050-year-round,2050
358608,2050112900,4.0137,2050_2050-year-round,2050
358612,2050112904,4.0137,2050_2050-year-round,2050
358616,2050112908,4.0137,2050_2050-year-round,2050
358620,2050112912,4.0137,2050_2050-year-round,2050
358624,2050112916,4.0137,2050_2050-year-round,2050
358628,2050112920,4.0137,2050_2050-year-round,2050
358632,2050113000,4.0137,2050_2050-year-round,2050
358636,2050113004,4.0137,2050_2050-year-round,2050
358640,2050113008,4.0137,2050_2050-year-round,2050
358644,2050113012,4.0137,2050_2050-year-round,2050
358648,2050113016,4.0137,2050_2050-year-round,2050
358652,2050113020,4.0137,2050_2050-year-round,2050
358656,2050120100,4.0137,2050_2050-year-round,2050
358660,2050120104,4.0137,2050_2050-year-round,2050
358664,2050120108,4.0137,2050_2050-year-round,2050
358668,2050120112,4.0137,2050_2050-year-round,2050
358672,2050120116,4.0137,2050_2050-year-round,2050
358676,2050120120,4.0137,2050_2050-year-round,2050
358680,2050120200,4.0137,2050_2050-year-round,2050
358684,2050120204,4.0137,2050_2050-year-round,2050
358688,2050120208,4.0137,2050_2050-year-round,2050
358692,2050120212,4.0137,2050_2050-year-round,2050
358696,2050120216,4.0137,2050_2050-year-round,2050
358700,2050120220,4.0137,2050_2050-year-round,2050
358704,2050120300,4.0137,2050_2050-year-round,2050
358708,2050120304,4.0137,2050_2050-year-round,2050
358712,2050120308,4.0137,2050_2050-year-round,2050
358716,2050120312,4.0137,2050_2050-year-round,2050
358720,2050120316,4.0137,2050_2050-year-round,2050
358724,2050120320,4.0137,2050_2050-year-round,2050
358728,2050120400,4.0137,2050_2050-year-round,2050
358732,2050120404,4.0137,2050_2050-year-round,2050
358736,2050120408,4.0137,2050_2050-year-round,2050
358740,2050120412,4.0137,2050_2050-year-round,2050
358744,2050120416,4.0137,2050_2050-year-round,2050
358748,2050120420,4.0137,2050_2050-year-round,2050
358752,2050120500,4.0137,2050_2050-year-round,2050
358756,2050120504,4.0137,2050_2050-year-round,2050
358760,2050120508,4.0137,2050_2050-year-round,2050
358764,2050120512,4.0137,2050_2050-year-round,2050
358768,2050120516,4.0137,2050_2050-year-round,2050
358772,2050120520,4.0137,2050_2050-year-round,2050
358776,2050120600,4.0137,2050_2050-year-round,2050
358780,2050120604,4.0137,2050_2050-year-round,2050
358784,2050120608,4.0137,2050_2050-year-round,2050
358788,2050120612,4.0137,2050_2050-year-round,2050
358792,2050120616,4.0137,2050_2050-year-round,2050
358796,2050120620,4.0137,2050_2050-year-round,2050
358800,2050120700,4.0137,2050_2050-year-round,2050
358804,2050120704,4.0137,2050_2050-year-round,2050
358808,2050120708,4.0137,2050_2050-year-round,2050
358812,2050120712,4.0137,2050_2050-year-round,2050
358816,2050120716,4.0137,2050_2050-year-round,2050
358820,2050120720,4.0137,2050_2050-year-round,2050
358824,2050120800,4.0137,2050_2050-year-round,2050
358828,2050120804,4.0137,2050_2050-year-round,2050
358832,2050120808,4.0137,2050_2050-year-round,2050
358836,2050120812,4.0137,2050_2050-year-round,2050
358840,2050120816,4.0137,2050_2050-year-round,2050
358844,2050120820,4.0137,2050_2050-year-round,2050
358848,2050120900,4.0137,2050_2050-year-round,2050
358852,2050120904,4.0137,2050_2050-year-round,2050
358856,2050120908,4.0137,2050_2050-year-round,2050
358860,2050120912,4.0137,2050_2050-year-round,2050
358864,2050120916,4.0137,2050_2050-year-round,2050
358868,2050120920,4.0137,2050_2050-year-round,2050
358872,2050121000,4.0137,2050_2050-year-round,2050
358876,2050121004,4.0137,2050_2050-year-round,2050
358880,2050121008,4.0137,2050_2050-year-round,2050
358884,2050121012,4.0137,2050_2050-year-round,2050
358888,2050121016,4.0137,2050_2050-year-round,2050
358892,2050121020,4.0137,2050_2050-year-round,2050
358896,2050121100,4.0137,2050_2050-year-round,2050
358900,2050121104,4.0137,2050_2050-year-round,2050
358904,2050121108,4.0137,2050_2050-year-round,2050
358908,2050121112,4.0137,2050_2050-year-round,2050
358912,2050121116,4.0137,2050_2050-year-round,2050
358916,2050121120,4.0137,2050_2050-year-round,2050
358920,2050121200,4.0137,2050_2050-year-round,2050
358924,2050121204,4.0137,2050_2050-year-round,2050
358928,2050121208,4.0137,2050_2050-year-round,2050
358932,2050121212,4.0137,2050_2050-year-round,2050
358936,2050121216,4.0137,2050_2050-year-round,2050
358940,2050121220,4.0137,2050_2050-year-round,2050
358944,2050121300,4.0137,2050_2050-year-round,2050
358948,2050121304,4.0137,2050_2050-year-round,2050
358952,2050121308,4.0137,2050_2050-year-round,2050
358956,2050121312,4.0137,2050_2050-year-round,2050
358960,2050121316,4.0137,2050_2050-year-round,2050
358964,2050121320,4.0137,2050_2050-year-round,2050
358968,2050121400,4.0137,2050_2050-year-round,2050
358972,2050121404,4.0137,2050_2050-year-round,2050
358976,2050121408,4.0137,2050_2050-year-round,2050
358980,2050121412,4.0137,2050_2050-year-round,2050
358984,2050121416,4.0137,2050_2050-year-round,2050
358988,2050121420,4.0137,2050_2050-year-round,2050
358992,2050121500,4.0137,2050_2050-year-round,2050
358996,2050121504,4.0137,2050_2050-year-round,2050
359000,2050121508,4.0137,2050_2050-year-round,2050
359004,2050121512,4.0137,2050_2050-year-round,2050
359008,2050121516,4.0137,2050_2050-year-round,2050
359012,2050121520,4.0137,2050_2050-year-round,2050
359016,2050121600,4.0137,2050_2050-year-round,2050
359020,2050121604,4.0137,2050_2050-year-round,2050
359024,2050121608,4.0137,2050_2050-year-round,2050
359028,2050121612,4.0137,2050_2050-year-round,2050
359032,2050121616,4.0137,2050_2050-year-round,2050
359036,2050121620,4.0137,2050_2050-year-round,2050
359040,2050121700,4.0137,2050_2050-year-round,2050
359044,2050121704,4.0137,2050_2050-year-round,2050
359048,2050121708,4.0137,2050_2050-year-round,2050
359052,2050121712,4.0137,2050_2050-year-round,2050
359056,2050121716,4.0137,2050_2050-year-round,2050
359060,2050121720,4.0137,2050_2050-year-round,2050
359064,2050121800,4.0137,2050_2050-year-round,2050
359068,2050121804,4.0137,2050_2050-year-round,2050
359072,2050121808,4.0137,2050_2050-year-round,2050
359076,2050121812,4.0137,2050_2050-year-round,2050
359080,2050121816,4.0137,2050_2050-year-round,2050
359084,2050121820,4.0137,2050_2050-year-round,2050
359088,2050121900,4.0137,2050_2050-year-round,2050
359092,2050121904,4.0137,2050_2050-year-round,2050
359096,2050121908,4.0137,2050_2050-year-round,2050
359100,2050121912,4.0137,2050_2050-year-round,2050
359104,2050121916,4.0137,2050_2050-year-round,2050
359108,2050121920,4.0137,2050_2050-year-round,2050
359112,2050122000,4.0137,2050_2050-year-round,2050
359116,2050122004,4.0137,2050_2050-year-round,2050
359120,2050122008,4.0137,2050_2050-year-round,2050
359124,2050122012,4.0137,2050_2050-year-round,2050
359128,2050122016,4.0137,2050_2050-year-round,2050
359132,2050122020,4.0137,2050_2050-year-round,2050
359136,2050122100,4.0137,2050_2050-year-round,2050
359140,2050122104,4.0137,2050_2050-year-round,2050
359144,2050122108,4.0137,2050_2050-year-round,2050
359148,2050122112,4.0137,2050_2050-year-round,2050
359152,2050122116,4.0137,2050_2050-year-round,2050
359156,2050122120,4.0137,2050_2050-year-round,2050
359160,2050122200,4.0137,2050_2050-year-round,2050
359164,2050122204,4.0137,2050_2050-year-round,2050
359168,2050122208,4.0137,2050_2050-year-round,2050
359172,2050122212,4.0137,2050_2050-year-round,2050
359176,2050122216,4.0137,2050_2050-year-round,2050
359180,2050122220,4.0137,2050_2050-year-round,2050
359184,2050122300,4.0137,2050_2050-year-round,2050
359188,2050122304,4.0137,2050_2050-year-round,2050
359192,2050122308,4.0137,2050_2050-year-round,2050
359196,2050122312,4.0137,2050_2050-year-round,2050
359200,2050122316,4.0137,2050_2050-year-round,2050
359204,2050122320,4.0137,2050_2050-year-round,2050
359208,2050122400,4.0137,2050_2050-year-round,2050
359212,2050122404,4.0137,2050_2050-year-round,2050
359216,2050122408,4.0137,2050_2050-year-round,2050
359220,2050122412,4.0137,2050_2050-year-round,2050
359224,2050122416,4.0137,2050_2050-year-round,2050
359228,2050122420,4.0137,2050_2050-year-round,2050
359232,2050122500,4.0137,2050_2050-year-round,2050
359236,2050122504,4.0137,2050_2050-year-round,2050
