gen_tech,gen_load_zone,gen_energy_source,period,Energy_GWh_typical_yr,VariableOMCost_per_yr,DispatchEmissions_tCO2_per_typical_yr,DispatchEmissions_tNOx_per_typical_yr,DispatchEmissions_tSO2_per_typical_yr,DispatchEmissions_tCH4_per_typical_yr
Wind,NM_S_TX_EPE,Wind,2050,3.6638e-05,0,0,0,0,0
Wind,NV_N,Wind,2050,1.1874e-05,0,0,0,0,0
Wind,NV_S,Wind,2050,0.00013497,0,0,0,0,0
Wind,OR_E,Wind,2050,7258.7,0,0,0,0,0
Wind,OR_PDX,Wind,2050,3364.6,0,0,0,0,0
Wind,OR_W,Wind,2050,20626,0,0,0,0,0
Wind,OR_WA_BPA,Wind,2050,17536,0,0,0,0,0
Wind,UT_N,Wind,2050,6.3077e-05,0,0,0,0,0
Wind,UT_S,Wind,2050,0.00010172,0,0,0,0,0
Wind,WA_ID_AVA,Wind,2050,15199,0,0,0,0,0
Wind,WA_N_CEN,Wind,2050,4.8751e-05,0,0,0,0,0
Wind,WA_SEATAC,Wind,2050,0,0,0,0,0,0
Wind,WA_W,Wind,2050,5936,0,0,0,0,0
Wind,WY_NE,Wind,2050,6.7696e-05,0,0,0,0,0
Wind,WY_NW,Wind,2050,4.6783e-05,0,0,0,0,0
Wind,WY_SE,Wind,2050,13413,0,0,0,0,0
Wind,WY_SW,Wind,2050,4186.3,0,0,0,0,0
