GENERATION_PROJECT,PERIOD,gen_tech,gen_load_zone,gen_energy_source,GenCapacity,GenCapitalCosts,GenFixedOMCosts
1000463,2050,Commercial_PV,WA_ID_AVA,Solar,525.36,3.4568e+07,3.0888e+06
1000464,2050,Residential_PV,NM_N,Solar,0,0.092394,0.0086359
1000465,2050,Commercial_PV,CA_SCE_VLY,Solar,200.24,1.3176e+07,1.1773e+06
1000468,2050,Residential_PV,NM_N,Solar,0,0.077151,0.0072112
1000469,2050,Commercial_PV,CO_DEN,Solar,0,0.111,0.0099187
1000506,2050,Residential_PV,WY_SW,Solar,0,0.12633,0.011808
1000507,2050,Commercial_PV,NV_N,Solar,0,0.12199,0.0109
1000574,2050,Residential_PV,CA_PGE_CEN,Solar,0,0.20957,0.019588
1000575,2050,Commercial_PV,CA_SDGE,Solar,0,0.10012,0.0089463
1000576,2050,Residential_PV,UT_N,Solar,0,0.09785,0.0091459
1000577,2050,Commercial_PV,CA_SDGE,Solar,0,0.12461,0.011135
1000578,2050,Residential_PV,CA_PGE_S,Solar,0,0.13546,0.012661
1000579,2050,Commercial_PV,AZ_NW,Solar,0,0.076573,0.0068422
1000582,2050,Residential_PV,CA_PGE_N,Solar,0,0.22844,0.021352
1000583,2050,Commercial_PV,AZ_NW,Solar,0,0.096796,0.0086492
1000736,2050,Residential_PV,CA_IID,Solar,0,0.07839,0.007327
1000737,2050,Commercial_PV,CO_E,Solar,0,0.1891,0.016897
1000740,2050,Residential_PV,CO_E,Solar,0,0.11536,0.010783
1000741,2050,Commercial_PV,CO_E,Solar,0,0.17488,0.015626
1000742,2050,Residential_PV,CO_E,Solar,0,0.12741,0.011909
1000743,2050,Commercial_PV,MT_SE,Solar,0,0.28119,0.025126
1000790,2050,Residential_PV,OR_PDX,Solar,0,0.30685,0.028681
1000791,2050,Commercial_PV,AZ_APS_E,Solar,0,0.092582,0.0082726
1000792,2050,Residential_PV,WY_SW,Solar,0,0.10083,0.0094247
1000793,2050,Commercial_PV,CA_SCE_SE,Solar,0,0.083568,0.0074672
1000794,2050,Residential_PV,CA_SDGE,Solar,0,0.079035,0.0073873
1000795,2050,Commercial_PV,UT_N,Solar,0,0.11134,0.0099492
1000796,2050,Residential_PV,CA_SDGE,Solar,0,0.098877,0.0092419
1000797,2050,Commercial_PV,CA_IID,Solar,0,0.090225,0.008062
1000798,2050,Residential_PV,WY_SE,Solar,0,0.10013,0.009359
1000799,2050,Commercial_PV,OR_WA_BPA,Solar,0,0.37017,0.033076
1000800,2050,Residential_PV,CO_NW,Solar,0,0.066351,0.0062018
1000801,2050,Commercial_PV,OR_WA_BPA,Solar,0,0.088253,0.0078858
1000802,2050,Residential_PV,WA_ID_AVA,Solar,0,0.10771,0.010068
1000803,2050,Commercial_PV,UT_N,Solar,0,0.10063,0.0089917
1000804,2050,Residential_PV,MT_SE,Solar,0,0.070678,0.0066062
1000805,2050,Commercial_PV,AZ_APS_E,Solar,0,0.063224,0.0056494
1000806,2050,Residential_PV,CO_NW,Solar,0,0.06545,0.0061175
1000807,2050,Commercial_PV,AZ_APS_SW,Solar,0,0.064768,0.0057873
1000808,2050,Residential_PV,AZ_APS_N,Solar,0,0.064915,0.0060675
1000809,2050,Commercial_PV,CA_SCE_VLY,Solar,0,0.077515,0.0069263
1000810,2050,Residential_PV,CA_SCE_VLY,Solar,0,0.33739,0.031536
1000811,2050,Commercial_PV,WY_SW,Solar,0,0.21656,0.01935
1000812,2050,Residential_PV,WA_N_CEN,Solar,1.4561e-05,1.0333,0.096581
1000813,2050,Commercial_PV,CA_PGE_CEN,Solar,153.1,1.0074e+07,9.0014e+05
1000830,2050,Residential_PV,CO_NW,Solar,0,0.10288,0.0096164
1000831,2050,Commercial_PV,CA_SCE_VLY,Solar,20.903,1.3754e+06,1.229e+05
1000832,2050,Residential_PV,NV_N,Solar,0,0.094631,0.008845
1000833,2050,Commercial_PV,NM_N,Solar,0,0.10716,0.0095753
1000834,2050,Residential_PV,OR_WA_BPA,Solar,0,0.35744,0.033409
1000835,2050,Commercial_PV,AZ_PHX,Solar,0,0.12042,0.01076
1000836,2050,Residential_PV,CO_DEN,Solar,0,0.069933,0.0065365
1000837,2050,Commercial_PV,WA_N_CEN,Solar,0,0.083956,0.0075019
1000838,2050,Residential_PV,CA_PGE_CEN,Solar,0,0.076445,0.0071452
1000839,2050,Commercial_PV,OR_E,Solar,0,0.076911,0.0068724
1000864,2050,Residential_PV,CO_DEN,Solar,0,0.075528,0.0070595
1000865,2050,Commercial_PV,CA_LADWP,Solar,0,0.0824,0.0073628
1000866,2050,Residential_PV,CA_LADWP,Solar,0,0.08313,0.0077701
1000867,2050,Commercial_PV,CA_LADWP,Solar,0,0.096097,0.0085867
1000868,2050,Residential_PV,CA_LADWP,Solar,0,0.070506,0.0065901
1000869,2050,Commercial_PV,CA_LADWP,Solar,0,0.083123,0.0074274
1000870,2050,Residential_PV,CA_LADWP,Solar,0,0.074004,0.006917
1000871,2050,Commercial_PV,CA_LADWP,Solar,0,0.08741,0.0078105
1000872,2050,Residential_PV,CA_LADWP,Solar,0,0.088585,0.0082799
1000873,2050,Commercial_PV,OR_PDX,Solar,0,0.25112,0.022438
1000972,2050,Residential_PV,WA_ID_AVA,Solar,0,0.12943,0.012097
1000973,2050,Commercial_PV,CA_LADWP,Solar,0,0.12191,0.010893
1000974,2050,Residential_PV,CA_LADWP,Solar,0,0.081937,0.0076585
1000975,2050,Commercial_PV,CO_NW,Solar,0,0.099632,0.0089026
1000976,2050,Residential_PV,CO_NW,Solar,0,0.065338,0.0061071
1000977,2050,Commercial_PV,CO_NW,Solar,0,0.073182,0.0065391
1000978,2050,Residential_PV,CO_NW,Solar,0,0.059824,0.0055917
1000979,2050,Commercial_PV,CO_NW,Solar,0,0.064776,0.005788
1000982,2050,Residential_PV,WA_SEATAC,Solar,0,0.24892,0.023267
1000983,2050,Commercial_PV,CA_LADWP,Solar,0,0.10187,0.0091024
1001004,2050,Residential_PV,CA_LADWP,Solar,0,0.10965,0.010249
1001005,2050,Commercial_PV,CA_LADWP,Solar,0,0.14415,0.01288
1001006,2050,Residential_PV,CA_LADWP,Solar,0,0.073567,0.0068762
1001007,2050,Commercial_PV,CA_LADWP,Solar,0,0.082582,0.0073791
1001008,2050,Residential_PV,CA_LADWP,Solar,0,0.087605,0.0081884
1001009,2050,Commercial_PV,CA_LADWP,Solar,0,0.106,0.0094718
1001010,2050,Residential_PV,CA_LADWP,Solar,0,0.13144,0.012286
1001011,2050,Commercial_PV,OR_WA_BPA,Solar,0.00012867,8.4661,0.75648
1001018,2050,Residential_PV,WA_N_CEN,Solar,0,0.13143,0.012285
1001019,2050,Commercial_PV,AZ_APS_N,Solar,0,0.084591,0.0075586
1001020,2050,Residential_PV,AZ_APS_N,Solar,0,0.079327,0.0074146
1001021,2050,Commercial_PV,AZ_PHX,Solar,0,0.09472,0.0084637
1001074,2050,Residential_PV,WA_N_CEN,Solar,0,0.094489,0.0088318
1001075,2050,Commercial_PV,NV_N,Solar,0,0.061771,0.0055195
1001076,2050,Residential_PV,OR_WA_BPA,Solar,0,0.09556,0.0089319
1001077,2050,Commercial_PV,NM_N,Solar,0,0.086808,0.0077567
1001078,2050,Residential_PV,WA_ID_AVA,Solar,0,0.080089,0.0074859
1001079,2050,Commercial_PV,CA_PGE_CEN,Solar,0,0.077536,0.0069282
1001080,2050,Residential_PV,CA_SCE_CEN,Solar,0,0.063416,0.0059275
1001081,2050,Commercial_PV,NM_S_TX_EPE,Solar,0,0.07639,0.0068258
1001082,2050,Residential_PV,CO_E,Solar,0,0.082001,0.0076645
1001083,2050,Commercial_PV,NM_N,Solar,0,0.08104,0.0072413
1001084,2050,Residential_PV,NV_N,Solar,0,0.062592,0.0058504
1001085,2050,Commercial_PV,CA_SCE_VLY,Solar,0,0.086254,0.0077072
1001086,2050,Residential_PV,AZ_APS_E,Solar,0,0.072935,0.0068171
1001087,2050,Commercial_PV,WA_N_CEN,Solar,0,0.13045,0.011657
1001088,2050,Residential_PV,OR_PDX,Solar,0,0.11587,0.01083
1001089,2050,Commercial_PV,WA_ID_AVA,Solar,0,0.12805,0.011442
1001090,2050,Residential_PV,AZ_APS_E,Solar,0,0.064801,0.0060568
1001091,2050,Commercial_PV,AZ_APS_E,Solar,0,0.074166,0.0066271
1001092,2050,Residential_PV,AZ_NM_N,Solar,0,0.070173,0.006559
1001093,2050,Commercial_PV,CO_E,Solar,0,0.10224,0.0091355
1001094,2050,Residential_PV,NM_N,Solar,0,0.086189,0.008056
1001095,2050,Commercial_PV,WA_N_CEN,Solar,0,0.17693,0.015809
1001128,2050,Residential_PV,OR_WA_BPA,Solar,0,0.11772,0.011003
1001129,2050,Commercial_PV,MT_NE,Solar,0,0.10711,0.0095707
1001142,2050,Residential_PV,CO_DEN,Solar,0,0.076502,0.0071506
1001143,2050,Commercial_PV,CO_DEN,Solar,0,0.093401,0.0083458
1001144,2050,Residential_PV,NM_N,Solar,0,0.059662,0.0055765
1001145,2050,Commercial_PV,AZ_PHX,Solar,0,0.067222,0.0060066
1001146,2050,Residential_PV,CA_SCE_CEN,Solar,0,0.092381,0.0086347
1001147,2050,Commercial_PV,MT_NE,Solar,0,0.19369,0.017307
1001148,2050,Residential_PV,OR_PDX,Solar,0,0.15081,0.014096
1001149,2050,Commercial_PV,WY_SW,Solar,0,0.078917,0.0070516
1001150,2050,Residential_PV,CO_E,Solar,0,0.07464,0.0069765
1001151,2050,Commercial_PV,CO_E,Solar,0,0.088399,0.0078988
1001190,2050,Residential_PV,AZ_APS_E,Solar,0,0.066349,0.0062015
1001191,2050,Commercial_PV,NM_S_TX_EPE,Solar,0,0.079612,0.0071137
1001192,2050,Residential_PV,WY_SW,Solar,0,0.075068,0.0070165
1001193,2050,Commercial_PV,CA_SCE_CEN,Solar,0,0.088693,0.0079251
1001208,2050,Residential_PV,OR_PDX,Solar,0,0.4629,0.043266
1001209,2050,Commercial_PV,WA_ID_AVA,Solar,2.1032e-05,1.3839,0.12366
1001210,2050,Residential_PV,NV_N,Solar,0,0.063417,0.0059275
1001211,2050,Commercial_PV,WA_ID_AVA,Solar,0,0.21027,0.018788
1001212,2050,Residential_PV,CA_SCE_VLY,Solar,0,0.08205,0.0076691
1001213,2050,Commercial_PV,AZ_NM_N,Solar,0,0.07235,0.0064648
1001220,2050,Residential_PV,AZ_APS_SW,Solar,0,0.054327,0.0050779
1001221,2050,Commercial_PV,CO_E,Solar,0,0.062058,0.0055452
1001222,2050,Residential_PV,OR_E,Solar,0,0.058478,0.0054659
1001223,2050,Commercial_PV,MT_NE,Solar,0,0.064607,0.005773
1001224,2050,Residential_PV,AZ_NM_N,Solar,0,0.051066,0.0047731
1001225,2050,Commercial_PV,OR_WA_BPA,Solar,0,0.051047,0.0045613
1001226,2050,Residential_PV,OR_PDX,Solar,0,0.055311,0.0051698
1001227,2050,Commercial_PV,CO_E,Solar,0,0.057903,0.0051739
1001228,2050,Residential_PV,NM_N,Solar,0,0.064873,0.0060636
1001229,2050,Commercial_PV,AZ_PHX,Solar,0,0.07096,0.0063406
1001230,2050,Residential_PV,NV_N,Solar,0,0.045112,0.0042166
1001231,2050,Commercial_PV,CA_SCE_VLY,Solar,0,0.049014,0.0043796
1001232,2050,Residential_PV,CA_SCE_CEN,Solar,0,0.064808,0.0060575
1001233,2050,Commercial_PV,CA_SCE_CEN,Solar,0,0.063776,0.0056987
1001236,2050,Residential_PV,OR_WA_BPA,Solar,0,0.27668,0.025861
1001237,2050,Commercial_PV,AZ_APS_E,Solar,0,0.078044,0.0069736
1001250,2050,Residential_PV,CA_SCE_VLY,Solar,0,0.074797,0.0069912
1001251,2050,Commercial_PV,NM_N,Solar,0,0.078457,0.0070105
1001252,2050,Residential_PV,AZ_NM_N,Solar,0,0.080019,0.0074793
1001253,2050,Commercial_PV,CA_SCE_VLY,Solar,0,0.12224,0.010923
1001312,2050,Residential_PV,OR_E,Solar,0,0.09113,0.0085178
1001313,2050,Commercial_PV,CA_PGE_CEN,Solar,0,0.15074,0.01347
1001314,2050,Residential_PV,CO_E,Solar,0,0.062591,0.0058503
1001315,2050,Commercial_PV,CA_SCE_VLY,Solar,0,0.085995,0.007684
1001318,2050,Residential_PV,CA_SCE_CEN,Solar,0,0.053878,0.0050359
1001319,2050,Commercial_PV,CA_SCE_CEN,Solar,0,0.055358,0.0049464
1001320,2050,Residential_PV,CA_SCE_VLY,Solar,0,0.065596,0.0061312
1001321,2050,Commercial_PV,NM_N,Solar,0,0.067572,0.0060379
1001322,2050,Residential_PV,CO_E,Solar,0,0.06534,0.0061073
1001323,2050,Commercial_PV,CA_SCE_VLY,Solar,0,0.065366,0.0058408
1001325,2050,Commercial_PV,AZ_APS_E,Solar,0,0.060573,0.0054125
1001336,2050,Residential_PV,OR_PDX,Solar,0,0.075607,0.0070669
1001337,2050,Commercial_PV,OR_PDX,Solar,0,0.086899,0.0077648
1001338,2050,Residential_PV,CA_SCE_CEN,Solar,0,0.05807,0.0054277
1001339,2050,Commercial_PV,NM_S_TX_EPE,Solar,0,0.058004,0.0051829
1001340,2050,Residential_PV,CA_SCE_VLY,Solar,0,0.064239,0.0060043
1001341,2050,Commercial_PV,NV_N,Solar,0,0.051363,0.0045895
1001342,2050,Residential_PV,NV_N,Solar,0,0.060303,0.0056364
1001343,2050,Commercial_PV,CO_E,Solar,0,0.079818,0.0071321
1001344,2050,Residential_PV,OR_PDX,Solar,0,0.074328,0.0069473
1001345,2050,Commercial_PV,NM_S_TX_EPE,Solar,0,0.059947,0.0053565
1001346,2050,Residential_PV,OR_E,Solar,0,0.075636,0.0070696
1001347,2050,Commercial_PV,CA_PGE_CEN,Solar,0,0.098955,0.0088421
1001348,2050,Residential_PV,NV_N,Solar,0,0.04951,0.0046277
1001349,2050,Commercial_PV,NM_N,Solar,0,0.05784,0.0051683
1001350,2050,Residential_PV,NM_N,Solar,0,0.061764,0.005773
1001351,2050,Commercial_PV,AZ_PHX,Solar,0,0.063657,0.0056881
1001352,2050,Residential_PV,AZ_APS_SW,Solar,0,0.062935,0.0058824
1001353,2050,Commercial_PV,OR_WA_BPA,Solar,0,0.091041,0.008135
1001354,2050,Residential_PV,CA_SCE_CEN,Solar,0,0.05558,0.005195
1001355,2050,Commercial_PV,CA_SCE_CEN,Solar,0,0.057607,0.0051474
1001356,2050,Residential_PV,OR_PDX,Solar,0,0.092637,0.0086586
1001357,2050,Commercial_PV,NV_N,Solar,0,0.06254,0.0055883
1001358,2050,Residential_PV,CA_PGE_CEN,Solar,0,0.079385,0.00742
1001359,2050,Commercial_PV,OR_PDX,Solar,0,0.1139,0.010178
1001360,2050,Residential_PV,AZ_APS_E,Solar,0,0.059821,0.0055914
1001361,2050,Commercial_PV,CA_PGE_CEN,Solar,0,0.081183,0.0072541
1001362,2050,Residential_PV,OR_E,Solar,0,0.078019,0.0072923
1001363,2050,Commercial_PV,NM_S_TX_EPE,Solar,0,0.072646,0.0064913
1001364,2050,Residential_PV,CA_SCE_VLY,Solar,0,0.0616,0.0057576
1001365,2050,Commercial_PV,AZ_APS_SW,Solar,0,0.057591,0.0051461
1001366,2050,Residential_PV,OR_PDX,Solar,0,0.07847,0.0073345
1001367,2050,Commercial_PV,AZ_APS_E,Solar,0,0.058488,0.0052262
1001368,2050,Residential_PV,AZ_APS_E,Solar,0,0.064036,0.0059854
1001369,2050,Commercial_PV,AZ_APS_E,Solar,0,0.067973,0.0060737
1001396,2050,Residential_PV,OR_PDX,Solar,0,0.1342,0.012544
1001397,2050,Commercial_PV,NM_S_TX_EPE,Solar,0,0.081255,0.0072605
1001398,2050,Residential_PV,CA_PGE_CEN,Solar,0,0.10393,0.0097138
1001399,2050,Commercial_PV,CA_SCE_VLY,Solar,0,0.12896,0.011523
1001400,2050,Residential_PV,NM_N,Solar,0,0.063327,0.0059191
1001401,2050,Commercial_PV,NM_S_TX_EPE,Solar,0,0.062917,0.005622
1001402,2050,Residential_PV,OR_PDX,Solar,0,0.063181,0.0059055
1001403,2050,Commercial_PV,OR_PDX,Solar,0,0.066941,0.0059815
1001404,2050,Residential_PV,CO_E,Solar,0,0.057659,0.0053893
1001405,2050,Commercial_PV,AZ_APS_SW,Solar,0,0.054778,0.0048947
1001458,2050,Residential_PV,OR_E,Solar,0,0.23542,0.022005
1001459,2050,Commercial_PV,CA_PGE_CEN,Solar,148.13,9.747e+06,8.7094e+05
1001484,2050,Residential_PV,AZ_APS_SW,Solar,0,0.071265,0.0066611
1001485,2050,Commercial_PV,ID_S_OR_E,Solar,0,0.18512,0.016541
1001486,2050,Residential_PV,ID_S_OR_E,Solar,0,0.10893,0.010182
1001487,2050,Commercial_PV,ID_S_OR_E,Solar,0,0.16044,0.014336
1001610,2050,Residential_PV,CA_PGE_CEN,Solar,0,0.087905,0.0082164
1001611,2050,Commercial_PV,NV_N,Solar,0,0.071189,0.0063611
1001612,2050,Residential_PV,CA_SCE_VLY,Solar,0,0.30225,0.028251
1001613,2050,Commercial_PV,CA_SCE_CEN,Solar,0,0.1484,0.01326
1001614,2050,Residential_PV,AZ_APS_E,Solar,0,0.083961,0.0078477
1001615,2050,Commercial_PV,NM_S_TX_EPE,Solar,0,0.11054,0.0098773
1001622,2050,Residential_PV,CO_E,Solar,0,0.090533,0.008462
1001623,2050,Commercial_PV,CO_E,Solar,0,0.11372,0.010162
1001630,2050,Residential_PV,OR_PDX,Solar,0,0.13983,0.01307
1001631,2050,Commercial_PV,CO_E,Solar,0,0.10958,0.0097912
1001632,2050,Residential_PV,AZ_APS_SW,Solar,0,0.060695,0.0056731
1001633,2050,Commercial_PV,OR_W,Solar,0,0.11095,0.0099139
1001634,2050,Residential_PV,OR_E,Solar,0,0.075466,0.0070537
1001635,2050,Commercial_PV,CA_SCE_VLY,Solar,0,0.089277,0.0079773
1001678,2050,Residential_PV,CA_SCE_CEN,Solar,0,0.086791,0.0081123
1001679,2050,Commercial_PV,NM_S_TX_EPE,Solar,0,0.079367,0.0070918
1001680,2050,Residential_PV,CA_SCE_CEN,Solar,0,0.096837,0.0090512
1001681,2050,Commercial_PV,AZ_APS_E,Solar,0,0.086833,0.0077589
1001700,2050,Residential_PV,AZ_APS_E,Solar,0,0.069885,0.0065321
1001701,2050,Commercial_PV,AZ_APS_SW,Solar,0,0.077664,0.0069396
1001702,2050,Residential_PV,AZ_APS_SW,Solar,0,0.073211,0.0068429
1001703,2050,Commercial_PV,OR_W,Solar,0,0.18001,0.016085
1001724,2050,Residential_PV,OR_W,Solar,0,0.11238,0.010504
1001725,2050,Commercial_PV,CA_SCE_VLY,Solar,0,0.12617,0.011274
1001788,2050,Residential_PV,NV_N,Solar,0,0.06814,0.0063689
1001789,2050,Commercial_PV,NM_N,Solar,0,0.088857,0.0079397
1001790,2050,Residential_PV,NM_N,Solar,0,0.080221,0.0074981
1001791,2050,Commercial_PV,CA_SCE_CEN,Solar,0,0.096023,0.0085801
1001792,2050,Residential_PV,CA_SCE_CEN,Solar,0,0.063181,0.0059055
1001793,2050,Commercial_PV,NM_N,Solar,0,0.068267,0.0061
1001822,2050,Residential_PV,NM_S_TX_EPE,Solar,0,0.065954,0.0061646
1001823,2050,Commercial_PV,AZ_APS_E,Solar,0,0.071708,0.0064075
1001826,2050,Residential_PV,NM_N,Solar,0,0.080475,0.0075219
1001827,2050,Commercial_PV,CA_SCE_CEN,Solar,0,0.10779,0.0096317
1001828,2050,Residential_PV,CO_E,Solar,0,0.11922,0.011144
1001829,2050,Commercial_PV,CO_E,Solar,0,0.18678,0.01669
1001836,2050,Residential_PV,AZ_APS_E,Solar,0,0.064911,0.0060672
1001837,2050,Commercial_PV,NM_N,Solar,0,0.072438,0.0064727
1001838,2050,Residential_PV,AZ_APS_E,Solar,0,0.051951,0.0048558
1001839,2050,Commercial_PV,AZ_APS_E,Solar,0,0.053217,0.0047552
1001840,2050,Residential_PV,CO_E,Solar,0,0.05978,0.0055875
1001841,2050,Commercial_PV,NM_S_TX_EPE,Solar,0,0.056891,0.0050835
1001842,2050,Residential_PV,CA_SCE_CEN,Solar,0,0.046923,0.0043858
1001843,2050,Commercial_PV,CA_SCE_CEN,Solar,0,0.045727,0.0040859
1001844,2050,Residential_PV,AZ_APS_SW,Solar,0,0.04761,0.0044501
1001845,2050,Commercial_PV,CA_SCE_CEN,Solar,0,0.045893,0.0041008
1001846,2050,Residential_PV,AZ_APS_SW,Solar,0,0.056065,0.0052403
1001847,2050,Commercial_PV,AZ_APS_SW,Solar,0,0.057209,0.0051119
1001848,2050,Residential_PV,NM_N,Solar,0,0.068093,0.0063646
1001849,2050,Commercial_PV,AZ_APS_E,Solar,0,0.0761,0.0067999
1001852,2050,Residential_PV,CO_E,Solar,0,0.09424,0.0088085
1001853,2050,Commercial_PV,AZ_APS_SW,Solar,0,0.078328,0.0069989
1001854,2050,Residential_PV,NM_S_TX_EPE,Solar,0,0.06396,0.0059783
1001855,2050,Commercial_PV,CO_E,Solar,0,0.10341,0.0092398
1001856,2050,Residential_PV,CO_E,Solar,0,0.12579,0.011757
1001857,2050,Commercial_PV,NM_N,Solar,0,0.11161,0.0099731
1001862,2050,Residential_PV,NM_N,Solar,0,0.068763,0.0064272
1001863,2050,Commercial_PV,NM_S_TX_EPE,Solar,0,0.080724,0.0072131
1001876,2050,Residential_PV,AZ_APS_SW,Solar,0,0.062732,0.0058635
1001877,2050,Commercial_PV,CO_E,Solar,0,0.089145,0.0079655
1001890,2050,Residential_PV,AZ_APS_SW,Solar,0,0.065877,0.0061574
1001891,2050,Commercial_PV,CA_SCE_CEN,Solar,0,0.071504,0.0063892
1001892,2050,Residential_PV,CA_SCE_CEN,Solar,0,0.058557,0.0054732
1001893,2050,Commercial_PV,CO_E,Solar,0,0.071373,0.0063775
1001894,2050,Residential_PV,AZ_APS_SW,Solar,0,0.054047,0.0050517
1001895,2050,Commercial_PV,NM_S_TX_EPE,Solar,0,0.057622,0.0051488
1001906,2050,Residential_PV,CO_E,Solar,0,0.077911,0.0072822
1001907,2050,Commercial_PV,NM_S_TX_EPE,Solar,0,0.074085,0.0066198
1001914,2050,Residential_PV,AZ_APS_SW,Solar,0,0.064392,0.0060186
1001915,2050,Commercial_PV,CO_E,Solar,0,0.097387,0.008702
1001916,2050,Residential_PV,NM_S_TX_EPE,Solar,0,0.05691,0.0053193
1001917,2050,Commercial_PV,NM_S_TX_EPE,Solar,0,0.05885,0.0052585
1001918,2050,Residential_PV,CO_E,Solar,0,0.059823,0.0055915
1001919,2050,Commercial_PV,CO_E,Solar,0,0.062642,0.0055973
1001920,2050,Residential_PV,NM_S_TX_EPE,Solar,0,0.051183,0.004784
1001921,2050,Commercial_PV,CA_SCE_CEN,Solar,0,0.049068,0.0043844
1001922,2050,Residential_PV,CA_SCE_CEN,Solar,0,0.054211,0.0050671
1001923,2050,Commercial_PV,CA_SCE_CEN,Solar,0,0.055052,0.0049192
1002014,2050,Residential_PV,NM_S_TX_EPE,Solar,0,0.074791,0.0069907
1002015,2050,Commercial_PV,CO_E,Solar,0,0.15584,0.013925
1002016,2050,Residential_PV,NM_S_TX_EPE,Solar,0,0.071551,0.0066878
1002017,2050,Commercial_PV,NM_S_TX_EPE,Solar,0,0.085434,0.0076339
1002018,2050,Residential_PV,CO_E,Solar,0,0.12891,0.012049
1002019,2050,Commercial_PV,CO_E,Solar,0,0.21634,0.019331
1002026,2050,Residential_PV,NM_S_TX_EPE,Solar,0,0.071616,0.0066939
1002027,2050,Commercial_PV,NM_S_TX_EPE,Solar,0,0.076821,0.0068643
1002028,2050,Residential_PV,CO_E,Solar,0,0.072726,0.0067976
1002029,2050,Commercial_PV,NM_S_TX_EPE,Solar,0,0.069652,0.0062237
1002032,2050,Residential_PV,NM_S_TX_EPE,Solar,0,0.078006,0.0072911
1002033,2050,Commercial_PV,NM_S_TX_EPE,Solar,0,0.097503,0.0087124
1002034,2050,Residential_PV,NM_S_TX_EPE,Solar,0,0.079411,0.0074224
1002035,2050,Commercial_PV,NM_S_TX_EPE,Solar,0,0.097146,0.0086804
1002042,2050,Residential_PV,NM_S_TX_EPE,Solar,0,0.067903,0.0063468
1002043,2050,Commercial_PV,NM_S_TX_EPE,Solar,0,0.077288,0.0069061
1002044,2050,Residential_PV,NM_S_TX_EPE,Solar,0,0.070409,0.006581
1002045,2050,Commercial_PV,NM_S_TX_EPE,Solar,0,0.081347,0.0072688
1002046,2050,Residential_PV,WA_N_CEN,Solar,0,0.11867,0.011092
1002047,2050,Commercial_PV,CO_E,Solar,0,0.12109,0.01082
1002096,2050,Residential_PV,CO_NW,Solar,0,0.065862,0.006156
1002097,2050,Commercial_PV,NM_S_TX_EPE,Solar,0,0.06874,0.0061422
1002102,2050,Residential_PV,NM_S_TX_EPE,Solar,0,0.07254,0.0067802
1002103,2050,Commercial_PV,NM_S_TX_EPE,Solar,0,0.086395,0.0077198
1002118,2050,Residential_PV,WA_N_CEN,Solar,0,0.095412,0.008918
1002119,2050,Commercial_PV,OR_PDX,Solar,0,0.15631,0.013967
1002120,2050,Residential_PV,OR_W,Solar,0,0.089137,0.0083315
1002121,2050,Commercial_PV,CO_DEN,Solar,0,0.10354,0.0092517
1002128,2050,Residential_PV,WY_SW,Solar,0,0.075643,0.0070703
1002129,2050,Commercial_PV,OR_W,Solar,0,0.13171,0.011769
1002130,2050,Residential_PV,NM_S_TX_EPE,Solar,0,0.061874,0.0057833
1002131,2050,Commercial_PV,CO_E,Solar,0,0.086721,0.0077489
1002140,2050,Residential_PV,NM_S_TX_EPE,Solar,0,0.065375,0.0061105
1002141,2050,Commercial_PV,CA_PGE_CEN,Solar,0,0.089619,0.0080079
1100004,2050,CSP_Trough_No_Storage,OR_W,Solar,0,0,0
1100005,2050,CSP_Trough_6h_Storage,OR_W,Solar,0,0,0
1100079,2050,CSP_Trough_No_Storage,WA_ID_AVA,Solar,0,0,0
1100100,2050,CSP_Trough_No_Storage,MT_SE,Solar,0,0,0
1100101,2050,CSP_Trough_6h_Storage,MT_SE,Solar,0,0,0
1100103,2050,CSP_Trough_No_Storage,NV_S,Solar,0,0,0
1100104,2050,CSP_Trough_6h_Storage,NV_S,Solar,0,0,0
1100118,2050,CSP_Trough_No_Storage,CA_PGE_BAY,Solar,0,0,0
1100119,2050,CSP_Trough_6h_Storage,CA_PGE_BAY,Solar,0,0,0
1100124,2050,CSP_Trough_No_Storage,WY_SE,Solar,0,0,0
1100127,2050,CSP_Trough_No_Storage,CA_PGE_N,Solar,0,0,0
1100128,2050,CSP_Trough_6h_Storage,CA_PGE_N,Solar,0,0,0
1100130,2050,CSP_Trough_No_Storage,CA_PGE_N,Solar,0,0,0
1100131,2050,CSP_Trough_6h_Storage,CA_PGE_N,Solar,0,0,0
1100202,2050,CSP_Trough_No_Storage,ID_S_OR_E,Solar,0,0,0
1100203,2050,CSP_Trough_6h_Storage,ID_S_OR_E,Solar,0,0,0
1100235,2050,CSP_Trough_No_Storage,CO_E,Solar,0,0,0
1100236,2050,CSP_Trough_6h_Storage,CO_E,Solar,0,0,0
1100262,2050,CSP_Trough_No_Storage,CA_PGE_S,Solar,0,0,0
1100263,2050,CSP_Trough_6h_Storage,CA_PGE_S,Solar,0,0,0
1100280,2050,CSP_Trough_No_Storage,NM_S_TX_EPE,Solar,0,0,0
1100281,2050,CSP_Trough_6h_Storage,NM_S_TX_EPE,Solar,0,0,0
1100300,2050,Central_PV,NM_N,Solar,0,0.2756,0.035887
1100304,2050,CSP_Trough_No_Storage,NM_S_TX_EPE,Solar,0,0,0
1100305,2050,CSP_Trough_6h_Storage,NM_S_TX_EPE,Solar,0,0,0
1100318,2050,Central_PV,NM_N,Solar,0,0.22082,0.029843
1100322,2050,CSP_Trough_No_Storage,AZ_APS_SW,Solar,0,0,0
