STORAGE_GEN_TPS_1,STORAGE_GEN_TPS_2,StateOfCharge
5011_1,355024,1335
5011_1,355028,2374.9
5011_1,355032,3133
5011_1,355036,1842.9
5011_1,355040,783.35
5011_1,355044,215.78
5011_1,355048,1323.4
5011_1,355052,2227.5
5011_1,355056,2875.7
5011_1,355060,1820.2
5011_1,355064,861.55
5011_1,355068,352.37
5011_1,355072,1585
5011_1,355076,2696.5
5011_1,355080,2696.5
5011_1,355084,1675.6
5011_1,355088,645.56
5011_1,355092,0
5011_1,355096,1146.4
5011_1,355100,2452.6
5011_1,355104,2532.2
5011_1,355108,1289.8
5011_1,355112,259.11
5011_1,355116,1.0453e-05
5011_1,355120,1153.3
5011_1,355124,1943.9
5011_1,355128,2688.9
5011_1,355132,1478.6
5011_1,355136,413.78
5011_1,355140,1.2547e-05
5011_1,355144,1080.6
5011_1,355148,1989.3
5011_1,355152,2986.6
5011_1,355156,1852.9
5011_1,355160,827.95
5011_1,355164,1.7981e-05
5011_1,355168,1330.1
5011_1,355172,2247.7
5011_1,355176,2929.9
5011_1,355180,1508.4
5011_1,355184,371.4
5011_1,355188,166.84
5011_1,355192,1414.6
5011_1,355196,2083.6
5011_1,355200,2836.9
5011_1,355204,1405.1
5011_1,355208,145.67
5011_1,355212,0
5011_1,355216,1127.7
5011_1,355220,2145.1
5011_1,355224,3133
5011_1,355228,1716.1
5011_1,355232,465.39
5011_1,355236,0
5011_1,355240,2200.7
5011_1,355244,2605.1
5011_1,355248,3133
5011_1,355252,1630.5
5011_1,355256,502.87
5011_1,355260,0
5011_1,355264,1260.1
5011_1,355268,2161.9
5011_1,355272,3133
5011_1,355276,1745.9
5011_1,355280,730.57
5011_1,355284,0
5011_1,355288,1632
5011_1,355292,2406.5
5011_1,355296,3133
5011_1,355300,1654.6
5011_1,355304,508.1
5011_1,355308,0
5011_1,355312,1469.7
5011_1,355316,2399
5011_1,355320,3133
5011_1,355324,1748.1
5011_1,355328,709.05
5011_1,355332,0
5011_1,355336,1681.3
5011_1,355340,2395
5011_1,355344,3133
5011_1,355348,1274.4
5011_1,355352,1.2901e-05
5011_1,355356,0
5011_1,355360,1663.6
5011_1,355364,2896.1
5011_1,355368,3133
5011_1,355372,1790.8
5011_1,355376,723.97
5011_1,355380,110.65
5011_1,355384,1460.9
5011_1,355388,2720.6
5011_1,355392,3088.2
5011_1,355396,1680.7
5011_1,355400,543.5
5011_1,355404,271.96
5011_1,355408,1754.1
5011_1,355412,2951.6
5011_1,355416,2951.6
5011_1,355420,1701.2
5011_1,355424,672.68
5011_1,355428,373.05
5011_1,355432,1552.3
5011_1,355436,2553
5011_1,355440,3133
5011_1,355444,2317.1
5011_1,355448,1849.7
5011_1,355452,1849.7
5011_1,355456,2536.8
5011_1,355460,2865.2
5011_1,355464,3031.4
5011_1,355468,2641.1
5011_1,355472,2417.3
5011_1,355476,2417.3
5011_1,355480,3070.8
5011_1,355484,3133
5011_1,355488,3133
5011_1,355492,2474.3
5011_1,355496,2087.3
5011_1,355500,1939.5
5011_1,355504,2719.4
5011_1,355508,2940.8
5011_1,355512,3133
5011_1,355516,1837.8
5011_1,355520,793.49
5011_1,355524,517.62
5011_1,355528,1659.3
5011_1,355532,2516.6
5011_1,355536,2516.6
5011_1,355540,1557.1
5011_1,355544,636.31
5011_1,355548,251.63
5011_1,355552,1448.4
5011_1,355556,2433.4
5011_1,355560,3053.6
5011_1,355564,1688.8
5011_1,355568,466.74
5011_1,355572,0
5011_1,355576,1237.8
5011_1,355580,2248.9
5011_1,355584,2588.1
5011_1,355588,1319
5011_1,355592,360.1
5011_1,355596,0
5011_1,355600,1160.7
5011_1,355604,2357.2
5011_1,355608,2357.2
5011_1,355612,1187.3
5011_1,355616,244.84
5011_1,355620,0
5011_1,355624,252.25
5011_1,355628,1243.9
5011_1,355632,1944.5
5011_1,355636,1176.7
5011_1,355640,486.89
5011_1,355644,0
5011_1,355648,932.16
5011_1,355652,1823.8
5011_1,355656,2901.2
5011_1,355660,1824.7
5011_1,355664,886.99
5011_1,355668,0
5011_1,355672,835.01
5011_1,355676,1743.5
5011_1,355680,3086.4
5011_1,355684,1854.7
5011_1,355688,833.46
5011_1,355692,0
5011_1,355696,1188.1
5011_1,355700,2125.2
5011_1,355704,3010.7
5011_1,355708,1886.5
5011_1,355712,1018.1
5011_1,355716,235.46
5011_1,355720,947.81
5011_1,355724,1865.9
5011_1,355728,2777.3
5011_1,355732,1711.3
5011_1,355736,736.7
5011_1,355740,34.628
5011_1,355744,1105.6
5011_1,355748,1956.8
5011_1,355752,2964.6
5011_1,355756,1951
5011_1,355760,1030.2
5011_1,355764,12.112
5011_1,355768,1274
5011_1,355772,2219.6
5011_1,355776,3122.6
5011_1,355780,1944.9
5011_1,355784,1004.9
5011_1,355788,180.9
5011_1,355792,1190.6
5011_1,355796,2016.7
5011_1,355800,2849.7
5011_1,355804,1887.6
5011_1,355808,1060.6
5011_1,355812,345.77
5011_1,355816,1169.2
5011_1,355820,2222.9
5011_1,355824,2847.5
5011_1,355828,1835.6
5011_1,355832,888.12
5011_1,355836,11.563
5011_1,355840,1550.1
5011_1,355844,2276.6
5011_1,355848,3058.6
5011_1,355852,1743.8
5011_1,355856,787.54
5011_1,355860,344.87
5011_1,355864,1901.2
5011_1,355868,2542.7
5011_1,355872,3121.5
5011_1,355876,1920.9
5011_1,355880,1007.7
5011_1,355884,192.64
5011_1,355888,1423.2
5011_1,355892,2289
5011_1,355896,3070.5
5011_1,355900,1733.5
5011_1,355904,716.86
5011_1,355908,388.84
5011_1,355912,1789
5011_1,355916,2880.3
5011_1,355920,3022
5011_1,355924,1752.5
5011_1,355928,779.16
5011_1,355932,304.01
5011_1,355936,1529.3
5011_1,355940,2528.7
5011_1,355944,2561.4
5011_1,355948,1669.2
5011_1,355952,888.03
5011_1,355956,281.15
5011_1,355960,1415.7
5011_1,355964,2374.2
5011_1,355968,2742.1
5011_1,355972,1753.5
5011_1,355976,883.36
5011_1,355980,126.97
5011_1,355984,1415.4
5011_1,355988,2500.8
5011_1,355992,2654.9
5011_1,355996,1728.1
5011_1,356000,827.35
5011_1,356004,39.341
5011_1,356008,2861.3
5011_1,356012,2896.1
5011_1,356016,3062.4
5011_1,356020,1920
5011_1,356024,965.62
5011_1,356028,96.434
5011_1,356032,1023.8
5011_1,356036,2064.4
5011_1,356040,3012.6
5011_1,356044,1869.2
5011_1,356048,984.82
5011_1,356052,186.51
5011_1,356056,1457.3
5011_1,356060,2537.6
5011_1,356064,2998.8
5011_1,356068,1861.4
5011_1,356072,929.03
5011_1,356076,208.27
5011_1,356080,1230.1
5011_1,356084,2237
5011_1,356088,2906.7
5011_1,356092,1923
5011_1,356096,1021.5
5011_1,356100,233.84
5011_1,356104,1256
5011_1,356108,2180.1
5011_1,356112,3008.5
5011_1,356116,1924.1
5011_1,356120,979.47
5011_1,356124,45.245
5011_1,356128,2357.5
5011_1,356132,2646.4
5011_1,356136,3053.8
5011_1,356140,1810.8
5011_1,356144,810.57
5011_1,356148,11.363
5011_1,356152,2090.7
5011_1,356156,2619.8
5011_1,356160,3120.6
5011_1,356164,1694.9
5011_1,356168,575.43
5011_1,356172,30.453
5011_1,356176,2885.2
5011_1,356180,2868.5
5011_1,356184,3073.2
5011_1,356188,1774.8
5011_1,356192,717.66
5011_1,356196,16.811
5011_1,356200,1554.1
5011_1,356204,2665.6
5011_1,356208,3121
5011_1,356212,1876.2
5011_1,356216,912.07
5011_1,356220,112.71
5011_1,356224,2119.5
5011_1,356228,2980.8
5011_1,356232,2720.4
5011_1,356236,1774.3
5011_1,356240,973.64
5011_1,356244,245.1
5011_1,356248,1134
5011_1,356252,1973.1
5011_1,356256,2958.5
5011_1,356260,1894.2
5011_1,356264,954.9
5011_1,356268,10.629
5011_1,356272,2703.9
5011_1,356276,2777.9
5011_1,356280,3123.8
5011_1,356284,1758.8
5011_1,356288,722.47
5011_1,356292,78.665
5011_1,356296,1263
5011_1,356300,2430.6
5011_1,356304,3036.8
5011_1,356308,1967.1
5011_1,356312,995.08
5011_1,356316,12.389
5011_1,356320,1187
5011_1,356324,2031.8
5011_1,356328,3114
5011_1,356332,1762.2
5011_1,356336,705.58
5011_1,356340,25.188
5011_1,356344,1387.4
5011_1,356348,2075.6
5011_1,356352,2953.8
5011_1,356356,1651.9
5011_1,356360,706.03
5011_1,356364,161.77
5011_1,356368,1416.5
5011_1,356372,2254.3
5011_1,356376,3041.7
5011_1,356380,1669.2
5011_1,356384,744.86
5011_1,356388,92.778
5011_1,356392,1520.8
5011_1,356396,2264.8
5011_1,356400,3119.2
5011_1,356404,1603.3
5011_1,356408,491.63
5011_1,356412,12.7
5011_1,356416,1642.2
5011_1,356420,2479.7
5011_1,356424,3065.9
5011_1,356428,1637
5011_1,356432,717
5011_1,356436,66.901
5011_1,356440,1366.6
5011_1,356444,2322.1
5011_1,356448,3064.4
5011_1,356452,1668.6
5011_1,356456,724.21
5011_1,356460,51.192
5011_1,356464,1055.7
5011_1,356468,2202.9
5011_1,356472,3066.3
5011_1,356476,1779.5
5011_1,356480,942.65
5011_1,356484,246.57
5011_1,356488,2229.1
5011_1,356492,2364.9
5011_1,356496,2816.9
5011_1,356500,1678.9
5011_1,356504,866.05
5011_1,356508,397.62
5011_1,356512,1345.8
5011_1,356516,2033.2
5011_1,356520,2573.4
5011_1,356524,1709.3
5011_1,356528,1046.7
5011_1,356532,416.73
5011_1,356536,1354
5011_1,356540,2026.8
5011_1,356544,2842
5011_1,356548,1839.7
5011_1,356552,1117.1
5011_1,356556,426.12
5011_1,356560,1422.9
5011_1,356564,2149.5
5011_1,356568,2911
5011_1,356572,1811.4
5011_1,356576,1067.8
5011_1,356580,411.29
5011_1,356584,1344
5011_1,356588,2121
5011_1,356592,2854
5011_1,356596,1692.7
5011_1,356600,862.15
5011_1,356604,217.27
5011_1,356608,1373.7
5011_1,356612,2064.8
5011_1,356616,2847.2
5011_1,356620,1716.4
5011_1,356624,944.61
5011_1,356628,446.02
5011_1,356632,1127.3
5011_1,356636,1844.9
5011_1,356640,2719.2
5011_1,356644,1762.6
5011_1,356648,930.09
5011_1,356652,48.32
5011_1,356656,1068.6
5011_1,356660,1762.1
5011_1,356664,2454.8
5011_1,356668,1642
5011_1,356672,1142.1
5011_1,356676,836.71
5011_1,356680,1505.6
5011_1,356684,1877.9
5011_1,356688,2214.6
5011_1,356692,1646.4
5011_1,356696,1164
5011_1,356700,843.96
5011_1,356704,1764.9
5011_1,356708,2075.4
5011_1,356712,2825.2
5011_1,356716,1769
5011_1,356720,1112.2
5011_1,356724,610.45
5011_1,356728,1803.2
5011_1,356732,2309.9
5011_1,356736,3044.6
5011_1,356740,1830.4
5011_1,356744,1027.8
5011_1,356748,385.89
5011_1,356752,1304.3
5011_1,356756,2002.7
5011_1,356760,2782.8
5011_1,356764,1692.6
5011_1,356768,880
5011_1,356772,88.454
5011_1,356776,1440.9
5011_1,356780,2104.3
5011_1,356784,2829
5011_1,356788,1633.4
5011_1,356792,817.57
5011_1,356796,268.5
5011_1,356800,1367.4
5011_1,356804,1932.4
5011_1,356808,2199.1
5011_1,356812,1426
5011_1,356816,847.45
5011_1,356820,374.27
5011_1,356824,1272.7
5011_1,356828,1581.5
5011_1,356832,1860.2
5011_1,356836,1500.8
5011_1,356840,1257.6
5011_1,356844,1127.7
5011_1,356848,1466
5011_1,356852,1635.5
5011_1,356856,1786
5011_1,356860,1543.3
5011_1,356864,1398.6
5011_1,356868,1405.9
5011_1,356872,1613.4
5011_1,356876,1774.7
5011_1,356880,1920.3
5011_1,356884,1612.3
5011_1,356888,1457.5
5011_1,356892,1461.8
5011_1,356896,1741.8
5011_1,356900,2028.8
5011_1,356904,2565.9
5011_1,356908,1711.7
5011_1,356912,1221.2
5011_1,356916,915.19
5011_1,356920,1530.9
5011_1,356924,1927.2
5011_1,356928,2352.5
5011_1,356932,1577.8
5011_1,356936,1105
5011_1,356940,891
5011_1,356944,1353.3
5011_1,356948,1587.3
5011_1,356952,1779.7
5011_1,356956,1367.9
5011_1,356960,1077.9
5011_1,356964,948.15
5011_1,356968,1389.8
5011_1,356972,1612.1
5011_1,356976,1859.2
5011_1,356980,1600.9
5011_1,356984,1463.9
5011_1,356988,1383
5011_1,356992,1559.4
5011_1,356996,1711.3
5011_1,357000,2005.7
5011_1,357004,1646.9
5011_1,357008,1409
5011_1,357012,1184.2
5011_1,357016,1566.8
5011_1,357020,1756.4
5011_1,357024,2105.2
5011_1,357028,1755.5
5011_1,357032,1478.8
5011_1,357036,1291.3
5011_1,357040,1665.9
5011_1,357044,1974.5
5011_1,357048,2447.6
5011_1,357052,1700.6
5011_1,357056,1239.9
5011_1,357060,1018.2
5011_1,357064,1605.5
5011_1,357068,2055.4
5011_1,357072,2613.4
5011_1,357076,1615.7
5011_1,357080,981.52
5011_1,357084,535.43
5011_1,357088,1165.8
5011_1,357092,1761.2
5011_1,357096,2362.3
5011_1,357100,1568.5
5011_1,357104,1090.2
5011_1,357108,796.78
5011_1,357112,1328.6
5011_1,357116,1821.5
5011_1,357120,2212.9
5011_1,357124,1545.1
5011_1,357128,1126.3
5011_1,357132,868.06
5011_1,357136,1523.1
5011_1,357140,1921.8
5011_1,357144,2472.5
5011_1,357148,1635.8
5011_1,357152,1234.8
5011_1,357156,1073.7
5011_1,357160,1455.9
5011_1,357164,1736.1
5011_1,357168,2128.3
5011_1,357172,1542.7
5011_1,357176,1090.7
5011_1,357180,693.33
5011_1,357184,1584.9
5011_1,357188,2270.8
5011_1,357192,2964.3
5011_1,357196,1762.5
5011_1,357200,944.31
5011_1,357204,276.76
5011_1,357208,1567.6
5011_1,357212,2770.7
5011_1,357216,2789.1
5011_1,357220,1643.1
5011_1,357224,867.47
5011_1,357228,189.52
5011_1,357232,1267.8
5011_1,357236,2081.9
5011_1,357240,2567.8
5011_1,357244,1616.3
5011_1,357248,976.79
5011_1,357252,357.05
5011_1,357256,1407.4
5011_1,357260,2211.9
5011_1,357264,3003.7
5011_1,357268,1776.6
5011_1,357272,1013.5
5011_1,357276,374.24
5011_1,357280,1655.6
5011_1,357284,2536.2
5011_1,357288,2869.4
5011_1,357292,1745.3
5011_1,357296,1072.2
5011_1,357300,628.09
5011_1,357304,1427.4
5011_1,357308,1999.4
5011_1,357312,2542.4
5011_1,357316,1656
5011_1,357320,948.91
5011_1,357324,233.98
5011_1,357328,1193.7
5011_1,357332,1814.4
5011_1,357336,2367.6
5011_1,357340,1582.5
5011_1,357344,920.57
5011_1,357348,175.54
5011_1,357352,1131.1
5011_1,357356,1606.6
5011_1,357360,1895.9
5011_1,357364,1574.7
5011_1,357368,1370.2
5011_1,357372,1339.7
5011_1,357376,1653.4
5011_1,357380,1808.6
5011_1,357384,2281.9
5011_1,357388,1679.8
5011_1,357392,1277
5011_1,357396,1097.3
5011_1,357400,1316.7
5011_1,357404,1691.6
5011_1,357408,1891.6
5011_1,357412,1469.3
5011_1,357416,1195.2
5011_1,357420,926.4
5011_1,357424,1387.9
5011_1,357428,1543.1
5011_1,357432,1829.2
5011_1,357436,1550.1
5011_1,357440,1280.9
5011_1,357444,1176.5
5011_1,357448,1438.8
5011_1,357452,1595.8
5011_1,357456,1758
5011_1,357460,1539.5
5011_1,357464,1437.4
5011_1,357468,1446.3
5011_1,357472,1700.3
5011_1,357476,2103
5011_1,357480,2917.9
5011_1,357484,1798
5011_1,357488,1114.8
5011_1,357492,430.85
5011_1,357496,1571.9
5011_1,357500,2710.2
5011_1,357504,2979.2
5011_1,357508,1922.5
5011_1,357512,1196.1
5011_1,357516,671.82
5011_1,357520,1146.6
5011_1,357524,1860.7
5011_1,357528,2534.8
5011_1,357532,1714.3
5011_1,357536,1000.8
5011_1,357540,131.96
5011_1,357544,1134
5011_1,357548,1665.5
5011_1,357552,2009.8
5011_1,357556,1581.1
5011_1,357560,1196.5
5011_1,357564,877.48
5011_1,357568,1304.4
5011_1,357572,1662.8
5011_1,357576,1830
5011_1,357580,1413.2
5011_1,357584,1244.1
5011_1,357588,1229.4
5011_1,357592,1543.9
5011_1,357596,1794.1
5011_1,357600,2147.4
5011_1,357604,1696.6
5011_1,357608,1386.2
5011_1,357612,1267.1
5011_1,357616,1580.3
5011_1,357620,1914.6
5011_1,357624,2204.4
5011_1,357628,1649.7
5011_1,357632,1242.3
5011_1,357636,945.15
5011_1,357640,1333.2
5011_1,357644,1626.8
5011_1,357648,1816.6
5011_1,357652,1494.6
5011_1,357656,1361.3
5011_1,357660,1279
5011_1,357664,1453.7
5011_1,357668,1632.6
5011_1,357672,1856.4
5011_1,357676,1644.4
5011_1,357680,1472.5
5011_1,357684,1407.6
5011_1,357688,1618.7
5011_1,357692,1846.3
5011_1,357696,2080.2
5011_1,357700,1646.9
5011_1,357704,1308.9
5011_1,357708,1143.3
5011_1,357712,1453.6
5011_1,357716,1747.8
5011_1,357720,2054.8
5011_1,357724,1621.5
5011_1,357728,1342.3
5011_1,357732,1152.2
5011_1,357736,1665.3
5011_1,357740,2018.2
5011_1,357744,2537.6
5011_1,357748,1822.3
5011_1,357752,1378.1
5011_1,357756,1171.3
5011_1,357760,1212.7
5011_1,357764,1849.3
5011_1,357768,2184.5
5011_1,357772,1574.4
5011_1,357776,1086.6
5011_1,357780,588.7
5011_1,357784,1270
5011_1,357788,1583.2
5011_1,357792,1909.5
5011_1,357796,1517.3
5011_1,357800,1278.5
5011_1,357804,1241.4
5011_1,357808,1515.3
5011_1,357812,1797.2
5011_1,357816,2053.3
5011_1,357820,1606.4
5011_1,357824,1304.1
5011_1,357828,1109.2
5011_1,357832,1458.3
5011_1,357836,1723.7
5011_1,357840,1938.7
5011_1,357844,1553.9
5011_1,357848,1285.2
5011_1,357852,1151.6
5011_1,357856,1431.2
5011_1,357860,1668.2
5011_1,357864,2009.8
5011_1,357868,1593.9
5011_1,357872,1303.8
5011_1,357876,1217.9
5011_1,357880,1440.2
5011_1,357884,1650
5011_1,357888,1882.6
5011_1,357892,1666
5011_1,357896,1459.9
5011_1,357900,1241
5011_1,357904,1528
5011_1,357908,1724.2
5011_1,357912,1883.5
5011_1,357916,1662
5011_1,357920,1469.1
5011_1,357924,1372
5011_1,357928,1608.9
5011_1,357932,1964.1
5011_1,357936,2285.3
5011_1,357940,1662.4
5011_1,357944,1269.3
5011_1,357948,808.74
5011_1,357952,1386.3
5011_1,357956,2126.2
5011_1,357960,2554.8
5011_1,357964,1774.9
5011_1,357968,1291.4
5011_1,357972,926
5011_1,357976,1347
5011_1,357980,1925.1
5011_1,357984,2071.6
5011_1,357988,1525.4
5011_1,357992,1075.5
5011_1,357996,565.88
5011_1,358000,1281.7
5011_1,358004,2135.5
5011_1,358008,2137.8
5011_1,358012,1606.5
5011_1,358016,1135.8
5011_1,358020,761.74
5011_1,358024,1307
5011_1,358028,1718.9
5011_1,358032,1798.5
5011_1,358036,1568.3
5011_1,358040,1354.2
5011_1,358044,1233.4
5011_1,358048,1487.3
5011_1,358052,1666
5011_1,358056,1809.2
5011_1,358060,1571.9
5011_1,358064,1403.9
5011_1,358068,1316.9
5011_1,358072,1542.7
5011_1,358076,1729.3
5011_1,358080,1794.1
5011_1,358084,1546.3
5011_1,358088,1399.9
5011_1,358092,1343.7
5011_1,358096,1459.5
5011_1,358100,1650.5
5011_1,358104,1713.7
5011_1,358108,1558.1
5011_1,358112,1339.6
5011_1,358116,1347.3
5011_1,358120,1514.8
5011_1,358124,1695.9
5011_1,358128,1772.8
5011_1,358132,1576.5
5011_1,358136,1405
5011_1,358140,1348
5011_1,358144,1526
5011_1,358148,1720.7
5011_1,358152,1806.9
5011_1,358156,1570
5011_1,358160,1368.1
5011_1,358164,1311.1
5011_1,358168,1622.4
5011_1,358172,2068.9
5011_1,358176,2950.5
5011_1,358180,2101.8
5011_1,358184,1398.3
5011_1,358188,723.09
5011_1,358192,1508.9
5011_1,358196,1935.3
5011_1,358200,2020.9
5011_1,358204,1480.1
5011_1,358208,902.51
5011_1,358212,200.23
5011_1,358216,1070.2
5011_1,358220,1571.4
5011_1,358224,1864.7
5011_1,358228,1629.3
5011_1,358232,1444.8
5011_1,358236,1398.4
5011_1,358240,1499.3
5011_1,358244,1691.3
5011_1,358248,1783.6
5011_1,358252,1517.9
5011_1,358256,1350.6
5011_1,358260,1230.7
5011_1,358264,1443.2
5011_1,358268,1682.1
5011_1,358272,1909.6
5011_1,358276,1683.1
5011_1,358280,1500.6
5011_1,358284,1452.4
5011_1,358288,1574.4
5011_1,358292,1716.2
5011_1,358296,1909.4
5011_1,358300,1514.9
5011_1,358304,1428
5011_1,358308,1201.2
5011_1,358312,1347.3
5011_1,358316,1562.8
5011_1,358320,1827.6
5011_1,358324,1626.2
5011_1,358328,1445.5
5011_1,358332,1303.4
5011_1,358336,1543.2
5011_1,358340,1841.9
5011_1,358344,2310.9
5011_1,358348,1823.6
5011_1,358352,1390.5
5011_1,358356,953.51
5011_1,358360,1251.3
5011_1,358364,1686
5011_1,358368,2013.8
5011_1,358372,1721.8
5011_1,358376,1333.3
5011_1,358380,1046
5011_1,358384,1361.1
5011_1,358388,1763.8
5011_1,358392,2084.1
5011_1,358396,1567.6
5011_1,358400,1179.3
5011_1,358404,837.09
5011_1,358408,1188.2
5011_1,358412,1733.4
5011_1,358416,2239.8
5011_1,358420,1653.5
5011_1,358424,1227.3
5011_1,358428,788.35
5011_1,358432,1393.1
5011_1,358436,2106.6
5011_1,358440,2449.9
5011_1,358444,1762.4
5011_1,358448,1163.9
5011_1,358452,776.29
5011_1,358456,1360.2
5011_1,358460,2160
5011_1,358464,2398.4
5011_1,358468,1705.7
5011_1,358472,1142.3
5011_1,358476,562.59
5011_1,358480,943.73
5011_1,358484,2154.9
5011_1,358488,2203.8
5011_1,358492,1792.3
5011_1,358496,1344.5
5011_1,358500,907.21
5011_1,358504,1321
5011_1,358508,1832.7
5011_1,358512,1995.5
5011_1,358516,1566.9
5011_1,358520,1090.9
5011_1,358524,658.97
5011_1,358528,1285.7
5011_1,358532,2232.6
5011_1,358536,2238.4
5011_1,358540,1707.6
5011_1,358544,1333.4
5011_1,358548,858.17
5011_1,358552,1279.2
5011_1,358556,2206.6
5011_1,358560,2669.9
5011_1,358564,1787
5011_1,358568,1277.6
5011_1,358572,840.12
5011_1,358576,1368.3
5011_1,358580,2051.2
5011_1,358584,2126.8
5011_1,358588,1627.4
5011_1,358592,1205.8
5011_1,358596,801.33
5011_1,358600,1030.8
5011_1,358604,2378.3
5011_1,358608,2347.4
5011_1,358612,1821.5
5011_1,358616,1321.2
5011_1,358620,683.17
5011_1,358624,715.34
5011_1,358628,2630.2
5011_1,358632,2869.8
5011_1,358636,1895.6
5011_1,358640,1200.7
5011_1,358644,342.93
5011_1,358648,531.62
5011_1,358652,2642.4
5011_1,358656,2844
5011_1,358660,1753.6
5011_1,358664,1148.9
5011_1,358668,256.79
5011_1,358672,442.12
5011_1,358676,2624.3
5011_1,358680,2691
5011_1,358684,1929.1
5011_1,358688,1310.9
5011_1,358692,574.11
5011_1,358696,577.96
5011_1,358700,2683.7
5011_1,358704,2634.9
5011_1,358708,1813.9
5011_1,358712,1142.4
5011_1,358716,372.32
5011_1,358720,431.7
5011_1,358724,2759.4
5011_1,358728,3133
5011_1,358732,1936
5011_1,358736,817.41
5011_1,358740,0
5011_1,358744,0
5011_1,358748,3133
5011_1,358752,3133
5011_1,358756,1981.2
5011_1,358760,1003.2
5011_1,358764,0
5011_1,358768,67.66
5011_1,358772,3036.4
5011_1,358776,2914
5011_1,358780,1897
5011_1,358784,1097.1
5011_1,358788,226.34
5011_1,358792,84.953
5011_1,358796,3018.7
5011_1,358800,3121.8
5011_1,358804,1989.9
5011_1,358808,1062.1
5011_1,358812,135.56
5011_1,358816,395.66
5011_1,358820,2824.2
5011_1,358824,3133
5011_1,358828,1963.5
5011_1,358832,924.73
5011_1,358836,0
5011_1,358840,0
5011_1,358844,3133
5011_1,358848,3133
5011_1,358852,2017.1
5011_1,358856,1040.3
5011_1,358860,0
5011_1,358864,0
5011_1,358868,3133
5011_1,358872,3133
5011_1,358876,1968.2
5011_1,358880,868.71
5011_1,358884,0
5011_1,358888,0
5011_1,358892,3133
5011_1,358896,3133
5011_1,358900,2054.3
5011_1,358904,1033.6
5011_1,358908,0
5011_1,358912,0
5011_1,358916,3133
5011_1,358920,3133
5011_1,358924,2062
5011_1,358928,1144.6
5011_1,358932,0
5011_1,358936,0
5011_1,358940,3133
5011_1,358944,3133
5011_1,358948,1976.2
5011_1,358952,1020.9
5011_1,358956,0
5011_1,358960,0
5011_1,358964,3133
5011_1,358968,3133
5011_1,358972,1997.7
5011_1,358976,1068
5011_1,358980,109.31
5011_1,358984,286.06
5011_1,358988,3002.4
5011_1,358992,3132.8
5011_1,358996,1908.7
5011_1,359000,966.26
5011_1,359004,0
5011_1,359008,1.5183e-05
5011_1,359012,3133
5011_1,359016,3133
5011_1,359020,2339.2
5011_1,359024,1209
5011_1,359028,482.84
5011_1,359032,1084.4
5011_1,359036,2362.6
5011_1,359040,2999.4
5011_1,359044,2011.5
5011_1,359048,1063.6
5011_1,359052,0
5011_1,359056,151.44
5011_1,359060,2999.7
5011_1,359064,3133
5011_1,359068,2104.2
5011_1,359072,1171.1
5011_1,359076,299.75
5011_1,359080,1724
5011_1,359084,3133
5011_1,359088,3133
5011_1,359092,2136.5
5011_1,359096,1264.4
5011_1,359100,683.96
5011_1,359104,683.96
5011_1,359108,1945.6
5011_1,359112,1945.6
5011_1,359116,1248.5
5011_1,359120,688.76
5011_1,359124,0
5011_1,359128,0
5011_1,359132,3133
5011_1,359136,3133
5011_1,359140,2034.8
5011_1,359144,1078.5
5011_1,359148,0
5011_1,359152,1.0848e-05
5011_1,359156,3133
5011_1,359160,3133
5011_1,359164,2066.7
5011_1,359168,1247.5
5011_1,359172,383.17
5011_1,359176,1105
5011_1,359180,1782.7
5011_1,359184,2819
5011_1,359188,1876.4
5011_1,359192,909.74
5011_1,359196,0
5011_1,359200,0
5011_1,359204,3133
5011_1,359208,3133
5011_1,359212,2039.1
5011_1,359216,951.51
5011_1,359220,0
5011_1,359224,0
5011_1,359228,3133
5011_1,359232,3133
5011_1,359236,2052
5011_1,359240,1114.6
5011_1,359244,0
5011_1,359248,0
5011_1,359252,3133
5011_1,359256,3133
5011_1,359260,2040.9
5011_1,359264,1089
5011_1,359268,0
5011_1,359272,1.2742e-05
5011_1,359276,3133
5011_1,359280,3133
5011_1,359284,2303.2
5011_1,359288,1582.3
5011_1,359292,1226.8
5011_1,359296,1275.3
5011_1,359300,3087.9
5011_1,359304,3087.9
5011_1,359308,1946.8
5011_1,359312,928.3
5011_1,359316,271.02
5011_1,359320,1179.7
5011_1,359324,1952
5011_1,359328,1952
5011_1,359332,1231.9
5011_1,359336,566.03
5011_1,359340,0
5011_1,359344,165.72
5011_1,359348,1817.3
