STORAGE_GEN_TPS_1,STORAGE_GEN_TPS_2,StateOfCharge
5011_38,353428,0.0019687
5011_38,353432,0.0019681
5011_38,353436,0.0019578
5011_38,353440,0.0019847
5011_38,353444,0.0019705
5011_38,353448,0.0019231
5011_38,353452,0.0019363
5011_38,353456,0.0019338
5011_38,353460,0.0019417
5011_38,353464,0.0018952
5011_38,353468,0.0018616
5011_38,353472,0.0018081
5011_38,353476,0.0018851
5011_38,353480,0.002009
5011_38,353484,0.0020737
5011_38,353488,0.0020263
5011_38,353492,0.0019972
5011_38,353496,0.0019663
5011_38,353500,0.0019824
5011_38,353504,0.0019951
5011_38,353508,0.0020032
5011_38,353512,0.0019583
5011_38,353516,0.0019188
5011_38,353520,0.0018554
5011_38,353524,0.0019228
5011_38,353528,0.001974
5011_38,353532,0.0019967
5011_38,353536,0.0019863
5011_38,353540,0.001949
5011_38,353544,0.0018911
5011_38,353548,0.0019551
5011_38,353552,0.0019625
5011_38,353556,0.0019339
5011_38,353560,0.0019106
5011_38,353564,0.0018778
5011_38,353568,0.0018383
5011_38,353572,0.0019482
5011_38,353576,0.0020613
5011_38,353580,0.0021198
5011_38,353584,0.0020887
5011_38,353588,0.0020448
5011_38,353592,0.0019914
5011_38,353596,0.0019982
5011_38,353600,0.0019961
5011_38,353604,0.0020025
5011_38,353608,0.0019717
5011_38,353612,0.0019469
5011_38,353616,0.0019015
5011_38,353620,0.0019093
5011_38,353624,0.0019363
5011_38,353628,0.0019694
5011_38,353632,0.0019461
5011_38,353636,0.0019118
5011_38,353640,0.0018698
5011_38,353644,0.0019623
5011_38,353648,0.0019874
5011_38,353652,0.0020083
5011_38,353656,0.0019728
5011_38,353660,0.0019553
5011_38,353664,0.0019084
5011_38,353668,0.0018998
5011_38,353672,0.0018906
5011_38,353676,0.0018871
5011_38,353680,0.0019193
5011_38,353684,0.0019109
5011_38,353688,0.0018856
5011_38,353692,0.0019411
5011_38,353696,0.0019643
5011_38,353700,0.0019597
5011_38,353704,0.0019349
5011_38,353708,0.0018926
5011_38,353712,0.0018302
5011_38,353716,0.0019113
5011_38,353720,0.0019842
5011_38,353724,0.0020362
5011_38,353728,0.0020025
5011_38,353732,0.0019396
5011_38,353736,0.0018577
5011_38,353740,0.0019272
5011_38,353744,0.0020058
5011_38,353748,0.0020511
5011_38,353752,0.001992
5011_38,353756,0.0019289
5011_38,353760,0.0018652
5011_38,353764,0.0019523
5011_38,353768,0.002063
5011_38,353772,0.0020678
5011_38,353776,0.0020461
5011_38,353780,0.0020071
5011_38,353784,0.0019474
5011_38,353788,0.0019158
5011_38,353792,0.0019003
5011_38,353796,0.001889
5011_38,353800,0.0018947
5011_38,353804,0.0018792
5011_38,353808,0.0018399
5011_38,353812,0.0019043
5011_38,353816,0.0019837
5011_38,353820,0.0020348
5011_38,353824,0.0019958
5011_38,353828,0.0019596
5011_38,353832,0.0019048
5011_38,353836,0.0019664
5011_38,353840,0.0020361
5011_38,353844,0.0020645
5011_38,353848,0.0020265
5011_38,353852,0.0020007
5011_38,353856,0.001951
5011_38,353860,0.0019371
5011_38,353864,0.0019515
5011_38,353868,0.001933
5011_38,353872,0.0019891
5011_38,353876,0.002041
5011_38,353880,0.0020514
5011_38,353884,0.0019839
5011_38,353888,0.0019279
5011_38,353892,0.0018781
5011_38,353896,0.0019188
5011_38,353900,0.0019594
5011_38,353904,0.0020211
5011_38,353908,0.0019798
5011_38,353912,0.0019353
5011_38,353916,0.0018807
5011_38,353920,0.0019272
5011_38,353924,0.0019758
5011_38,353928,0.0020184
5011_38,353932,0.0019506
5011_38,353936,0.0018999
5011_38,353940,0.0018604
5011_38,353944,0.0018889
5011_38,353948,0.0019104
5011_38,353952,0.001934
5011_38,353956,0.001897
5011_38,353960,0.0018886
5011_38,353964,0.0018909
5011_38,353968,0.001911
5011_38,353972,0.0019587
5011_38,353976,0.0020101
5011_38,353980,0.0019852
5011_38,353984,0.0019369
5011_38,353988,0.0019232
5011_38,353992,0.001899
5011_38,353996,0.0018663
5011_38,354000,0.0018216
5011_38,354004,0.0018708
5011_38,354008,0.0019089
5011_38,354012,0.0019252
5011_38,354016,0.0019665
5011_38,354020,0.0019925
5011_38,354024,0.0019858
5011_38,354028,0.0019854
5011_38,354032,0.0019856
5011_38,354036,0.0020049
5011_38,354040,0.0020099
5011_38,354044,0.0019746
5011_38,354048,0.0019482
5011_38,354052,0.0019691
5011_38,354056,0.0020487
5011_38,354060,0.0020817
5011_38,354064,0.0020442
5011_38,354068,0.0019964
5011_38,354072,0.0019654
5011_38,354076,0.0019892
5011_38,354080,0.0020061
5011_38,354084,0.0020034
5011_38,354088,0.0020124
5011_38,354092,0.0020033
5011_38,354096,0.0019732
5011_38,354100,0.0019177
5011_38,354104,0.0018941
5011_38,354108,0.0019116
5011_38,354112,0.0019082
5011_38,354116,0.0018831
5011_38,354120,0.0018134
5011_38,354124,0.0018653
5011_38,354128,0.0018584
5011_38,354132,0.0018999
5011_38,354136,0.001916
5011_38,354140,0.0018894
5011_38,354144,0.0018317
5011_38,354148,0.0018917
5011_38,354152,0.0019357
5011_38,354156,0.0019921
5011_38,354160,0.0019465
5011_38,354164,0.0019088
5011_38,354168,0.0018727
5011_38,354172,0.0019484
5011_38,354176,0.0020231
5011_38,354180,0.0021028
5011_38,354184,0.001997
5011_38,354188,0.0019011
5011_38,354192,0.001816
5011_38,354196,0.0019384
5011_38,354200,0.0020659
5011_38,354204,0.0021656
5011_38,354208,0.0020908
5011_38,354212,0.0020356
5011_38,354216,0.0019637
5011_38,354220,0.0020025
5011_38,354224,0.0020286
5011_38,354228,0.0020225
5011_38,354232,0.00202
5011_38,354236,0.0020171
5011_38,354240,0.0020134
5011_38,354244,0.0019594
5011_38,354248,0.0018961
5011_38,354252,0.0018183
5011_38,354256,0.0018698
5011_38,354260,0.0019156
5011_38,354264,0.0019498
5011_38,354268,0.0018904
5011_38,354272,0.001826
5011_38,354276,0.0017656
5011_38,354280,0.0018531
5011_38,354284,0.0019178
5011_38,354288,0.0019928
5011_38,354292,0.001872
5011_38,354296,0.0018159
5011_38,354300,0.0018285
5011_38,354304,0.0019526
5011_38,354308,0.0020297
5011_38,354312,0.0020764
5011_38,354316,0.0020002
5011_38,354320,0.0019831
5011_38,354324,0.0019469
5011_38,354328,0.0019187
5011_38,354332,0.0019137
5011_38,354336,0.0019157
5011_38,354340,0.0019153
5011_38,354344,0.0019289
5011_38,354348,0.0019391
5011_38,354352,0.0019619
5011_38,354356,0.0019679
5011_38,354360,0.0019182
5011_38,354364,0.0019047
5011_38,354368,0.0019272
5011_38,354372,0.0019141
5011_38,354376,0.0019709
5011_38,354380,0.0020025
5011_38,354384,0.0020001
5011_38,354388,0.0019991
5011_38,354392,0.0019748
5011_38,354396,0.001857
5011_38,354400,0.0019696
5011_38,354404,0.0020334
5011_38,354408,0.0020444
5011_38,354412,0.0019193
5011_38,354416,0.0018496
5011_38,354420,0.0018279
5011_38,354424,0.001916
5011_38,354428,0.0019735
5011_38,354432,0.002029
5011_38,354436,0.0019848
5011_38,354440,0.0019417
5011_38,354444,0.001908
5011_38,354448,0.0019363
5011_38,354452,0.0019433
5011_38,354456,0.001974
5011_38,354460,0.0019496
5011_38,354464,0.0019598
5011_38,354468,0.0019861
5011_38,354472,0.0019692
5011_38,354476,0.0019095
5011_38,354480,0.0018718
5011_38,354484,0.001883
5011_38,354488,0.0019428
5011_38,354492,0.002
5011_38,354496,0.0019731
5011_38,354500,0.0019245
5011_38,354504,0.0018894
5011_38,354508,0.0019453
5011_38,354512,0.0020252
5011_38,354516,0.0020614
5011_38,354520,0.0020364
5011_38,354524,0.002012
5011_38,354528,0.0020142
5011_38,354532,0.0019608
5011_38,354536,0.0019152
5011_38,354540,0.0018956
5011_38,354544,0.0019369
5011_38,354548,0.0019763
5011_38,354552,0.0020102
5011_38,354556,0.0019139
5011_38,354560,0.0019035
5011_38,354564,0.0019727
5011_38,354568,0.0019925
5011_38,354572,0.0020283
5011_38,354576,0.0020649
5011_38,354580,0.0019574
5011_38,354584,0.0019371
5011_38,354588,0.0019787
5011_38,354592,0.0019989
5011_38,354596,0.0019741
5011_38,354600,0.0019588
5011_38,354604,0.0019791
5011_38,354608,0.0020221
5011_38,354612,0.0020898
5011_38,354616,0.0020343
5011_38,354620,0.0019682
5011_38,354624,0.0019048
5011_38,354628,0.0019778
5011_38,354632,0.0020372
5011_38,354636,0.0020694
5011_38,354640,0.0020164
5011_38,354644,0.0019706
5011_38,354648,0.0019044
5011_38,354652,0.0019263
5011_38,354656,0.0020299
5011_38,354660,0.0020844
5011_38,354664,0.0020177
5011_38,354668,0.001973
5011_38,354672,0.0019126
5011_38,354676,0.001935
5011_38,354680,0.0019997
5011_38,354684,0.0020651
5011_38,354688,0.0020265
5011_38,354692,0.0020043
5011_38,354696,0.0019625
5011_38,354700,0.001938
5011_38,354704,0.001898
5011_38,354708,0.0018904
5011_38,354712,0.0018889
5011_38,354716,0.001851
5011_38,354720,0.0018415
5011_38,354724,0.0018583
5011_38,354728,0.0019374
5011_38,354732,0.0019734
5011_38,354736,0.0019651
5011_38,354740,0.001937
5011_38,354744,0.001902
5011_38,354748,0.0019237
5011_38,354752,0.0019844
5011_38,354756,0.0020126
5011_38,354760,0.0020428
5011_38,354764,0.0020306
5011_38,354768,0.0020161
5011_38,354772,0.0019401
5011_38,354776,0.0019613
5011_38,354780,0.0019499
5011_38,354784,0.0022023
5011_38,354788,0.0026801
5011_38,354792,0.0038801
5011_38,354796,0.0019122
5011_38,354800,0
5011_38,354804,0
5011_38,354808,0.0014323
5011_38,354812,0.0024616
5011_38,354816,0.0038801
5011_38,354820,0.0018508
5011_38,354824,1.0374e-05
5011_38,354828,0
5011_38,354832,0.0014201
5011_38,354836,0.0024508
5011_38,354840,0.0038801
5011_38,354844,0.0019523
5011_38,354848,0.00010112
5011_38,354852,0
5011_38,354856,0.0014718
5011_38,354860,0.0025078
5011_38,354864,0.0038802
5011_38,354868,0.0019443
5011_38,354872,5.8329e-05
5011_38,354876,0
5011_38,354880,0.00322
5011_38,354884,0.0034696
5011_38,354888,0.0038775
5011_38,354892,0.0019381
5011_38,354896,1.4807e-05
5011_38,354900,0
5011_38,354904,0.0032564
5011_38,354908,0.0038275
5011_38,354912,0.0038771
5011_38,354916,0.00011591
5011_38,354920,1.1544e-05
5011_38,354924,2.4801e-05
5011_38,354928,0.0014582
5011_38,354932,0.0026388
5011_38,354936,0.0038721
5011_38,354940,0.0019594
5011_38,354944,0
5011_38,354948,0
5011_38,354952,0.001463
5011_38,354956,0.0024974
5011_38,354960,0.0038801
5011_38,354964,0.0025086
5011_38,354968,0.0014364
5011_38,354972,0
5011_38,354976,0.0032493
5011_38,354980,0.0038801
5011_38,354984,0.0038803
5011_38,354988,0.002661
5011_38,354992,0.0017715
5011_38,354996,0.00074271
5011_38,355000,0.001894
5011_38,355004,0.0029997
5011_38,355008,0.0030513
5011_38,355012,0.0023121
5011_38,355016,0.0016609
5011_38,355020,0.00090195
5011_38,355024,0.0029957
5011_38,355028,0.0029962
5011_38,355032,0.0030055
5011_38,355036,0.0025754
5011_38,355040,0.0021929
5011_38,355044,0.0017955
5011_38,355048,0.0018004
5011_38,355052,0.0018006
5011_38,355056,0.0017984
5011_38,355060,0.0013937
5011_38,355064,0.00095687
5011_38,355068,0.00035665
5011_38,355072,0.0014318
5011_38,355076,0.0023224
5011_38,355080,0.0033108
5011_38,355084,0.0020767
5011_38,355088,0.00097041
5011_38,355092,0.00092436
5011_38,355096,0.0021326
5011_38,355100,0.0021313
5011_38,355104,0.0032517
5011_38,355108,0.0020499
5011_38,355112,0.0008963
5011_38,355116,0.00085062
5011_38,355120,0.0017056
5011_38,355124,0.0024763
5011_38,355128,0.0033616
5011_38,355132,0.0017592
5011_38,355136,0
5011_38,355140,0
5011_38,355144,0.0018993
5011_38,355148,0.0037355
5011_38,355152,0.0038803
5011_38,355156,0.0019791
5011_38,355160,8.4312e-05
5011_38,355164,0
5011_38,355168,0.001406
5011_38,355172,0.0025238
5011_38,355176,0.0038791
5011_38,355180,0.0024913
5011_38,355184,0.0014451
5011_38,355188,0
5011_38,355192,0.0013894
5011_38,355196,0.0025033
5011_38,355200,0.0038794
5011_38,355204,0.0025
5011_38,355208,0.0014531
5011_38,355212,0
5011_38,355216,0.0032668
5011_38,355220,0.0018491
5011_38,355224,0.0038801
5011_38,355228,0.0018691
5011_38,355232,0
5011_38,355236,0
5011_38,355240,0.003272
5011_38,355244,0.0038796
5011_38,355248,0.0038798
5011_38,355252,0.0019148
5011_38,355256,0
5011_38,355260,0
5011_38,355264,0.0013996
5011_38,355268,0.0025263
5011_38,355272,0.0038801
5011_38,355276,0.0019236
5011_38,355280,0
5011_38,355284,0
5011_38,355288,0.0015262
5011_38,355292,0.0025332
5011_38,355296,0.0038804
5011_38,355300,0.0019832
5011_38,355304,8.9996e-05
5011_38,355308,0
5011_38,355312,0.0032618
5011_38,355316,0.0034983
5011_38,355320,0.0038799
5011_38,355324,0.0024138
5011_38,355328,0.001238
5011_38,355332,0
5011_38,355336,0.0032707
5011_38,355340,0.0035013
5011_38,355344,0.00388
5011_38,355348,0.0018957
5011_38,355352,7.9398e-05
5011_38,355356,0
5011_38,355360,0.0032706
5011_38,355364,0.0018464
5011_38,355368,0.0038803
5011_38,355372,0.003847
5011_38,355376,0.0038289
5011_38,355380,0.0038268
5011_38,355384,0.0038348
5011_38,355388,0.0038398
5011_38,355392,0.0038455
5011_38,355396,0.0038389
5011_38,355400,0.0038332
5011_38,355404,0.0038319
5011_38,355408,0.003842
5011_38,355412,0.0038544
5011_38,355416,0.003874
5011_38,355420,0.0038647
5011_38,355424,0.0038587
5011_38,355428,0.003857
5011_38,355432,0.003862
5011_38,355436,0.0038685
5011_38,355440,0.0038718
5011_38,355444,0.0038661
5011_38,355448,0.0038624
5011_38,355452,0.003861
5011_38,355456,0.0038653
5011_38,355460,0.0038692
5011_38,355464,0.0038746
5011_38,355468,0.0013212
5011_38,355472,0.0013184
5011_38,355476,0.0013179
5011_38,355480,0.0019855
5011_38,355484,0.0026436
5011_38,355488,0.0033816
5011_38,355492,0.0018454
5011_38,355496,0.00021455
5011_38,355500,0.0002137
5011_38,355504,0.0034684
5011_38,355508,0.0036263
5011_38,355512,0.0038775
5011_38,355516,0.0019712
5011_38,355520,0
5011_38,355524,0
5011_38,355528,0.0014205
5011_38,355532,0.0025538
5011_38,355536,0.0038775
5011_38,355540,0.0019794
5011_38,355544,0
5011_38,355548,0
5011_38,355552,0.0031877
5011_38,355556,0.0038669
5011_38,355560,0.0038771
5011_38,355564,0.00053582
5011_38,355568,0
5011_38,355572,0
5011_38,355576,0.0010813
5011_38,355580,0.001878
5011_38,355584,0.0026671
5011_38,355588,3.1833e-05
5011_38,355592,2.7096e-05
5011_38,355596,2.653e-05
5011_38,355600,3.8056e-05
5011_38,355604,4.7309e-05
5011_38,355608,5.5247e-05
5011_38,355612,3.6383e-05
5011_38,355616,0
5011_38,355620,0
5011_38,355624,2.7638e-05
5011_38,355628,2.8595e-05
5011_38,355632,3.6882e-05
5011_38,355636,2.6383e-05
5011_38,355640,0
5011_38,355644,0
5011_38,355648,0.0013827
5011_38,355652,0.0024962
5011_38,355656,0.0038794
5011_38,355660,0.001935
5011_38,355664,0
5011_38,355668,0
5011_38,355672,0.003268
5011_38,355676,0.0017303
5011_38,355680,0.0038803
5011_38,355684,0.0019124
5011_38,355688,0
5011_38,355692,0
5011_38,355696,0.0012384
5011_38,355700,0.0016977
5011_38,355704,0.0019055
5011_38,355708,0.0018795
5011_38,355712,0.0018304
5011_38,355716,0.0017856
5011_38,355720,0.0019195
5011_38,355724,0.0019834
5011_38,355728,0.0019213
5011_38,355732,0.0019655
5011_38,355736,0.0019884
5011_38,355740,0.001928
5011_38,355744,0.0019581
5011_38,355748,0.0019708
5011_38,355752,0.0019901
5011_38,355756,0.0019723
5011_38,355760,0.0019828
5011_38,355764,0.0019002
5011_38,355768,0.0022015
5011_38,355772,0.0021135
5011_38,355776,0.0020301
5011_38,355780,0.0019419
5011_38,355784,0.0018727
5011_38,355788,0.0017777
5011_38,355792,0.0018831
5011_38,355796,0.0019654
5011_38,355800,0.0020085
5011_38,355804,0.0019707
5011_38,355808,0.0019302
5011_38,355812,0.0019134
5011_38,355816,0.0019715
5011_38,355820,0.0020453
5011_38,355824,0.002103
5011_38,355828,0.0020212
5011_38,355832,0.0019296
5011_38,355836,0.0018471
5011_38,355840,0.0019368
5011_38,355844,0.0019945
5011_38,355848,0.0020782
5011_38,355852,0.0019524
5011_38,355856,0.0018591
5011_38,355860,0.0017792
5011_38,355864,0.0018723
5011_38,355868,0.0019565
5011_38,355872,0.0020319
5011_38,355876,0.0019362
5011_38,355880,0.0018587
5011_38,355884,0.0017661
5011_38,355888,0.0018913
5011_38,355892,0.0020084
5011_38,355896,0.0020606
5011_38,355900,0.0019785
5011_38,355904,0.0018675
5011_38,355908,0.0017962
5011_38,355912,0.0019148
5011_38,355916,0.0020628
5011_38,355920,0.0020807
5011_38,355924,0.0019922
5011_38,355928,0.0018804
5011_38,355932,0.0017752
5011_38,355936,0.0019276
5011_38,355940,0.0020314
5011_38,355944,0.0020579
5011_38,355948,0.0019699
5011_38,355952,0.0018918
5011_38,355956,0.0017435
5011_38,355960,0.0019055
5011_38,355964,0.0019643
5011_38,355968,0.002028
5011_38,355972,0.0019528
5011_38,355976,0.0018951
5011_38,355980,0.0017918
5011_38,355984,0.0019263
5011_38,355988,0.0019803
5011_38,355992,0.0020626
5011_38,355996,0.0019638
5011_38,356000,0.0019005
5011_38,356004,0.0018556
5011_38,356008,0.0020257
5011_38,356012,0.0020342
5011_38,356016,0.0020867
5011_38,356020,0.0019943
5011_38,356024,0.001925
5011_38,356028,0.00178
5011_38,356032,0.0021634
5011_38,356036,0.0020663
5011_38,356040,0.002095
5011_38,356044,0.0019864
5011_38,356048,0.001895
5011_38,356052,0.0017714
5011_38,356056,0.0018919
5011_38,356060,0.0019729
5011_38,356064,0.0020059
5011_38,356068,0.0019346
5011_38,356072,0.0018646
5011_38,356076,0.0018008
5011_38,356080,0.0018838
5011_38,356084,0.0019831
5011_38,356088,0.0019869
5011_38,356092,0.0019127
5011_38,356096,0.0019121
5011_38,356100,0.0018567
5011_38,356104,0.0019901
5011_38,356108,0.0021076
5011_38,356112,0.0021472
5011_38,356116,0.0020545
5011_38,356120,0.0019883
5011_38,356124,0.0019475
5011_38,356128,0.0020148
5011_38,356132,0.0019946
5011_38,356136,0.002032
5011_38,356140,0.0019699
5011_38,356144,0.0019475
5011_38,356148,0.0019561
5011_38,356152,0.0020245
5011_38,356156,0.0020442
5011_38,356160,0.0019936
5011_38,356164,0.0019657
5011_38,356168,0.0019316
5011_38,356172,0.0017895
5011_38,356176,0.0021445
5011_38,356180,0.0020667
5011_38,356184,0.0021091
5011_38,356188,0.0020059
5011_38,356192,0.0019317
5011_38,356196,0.0018455
5011_38,356200,0.0019113
5011_38,356204,0.0019575
5011_38,356208,0.0020379
5011_38,356212,0.001957
5011_38,356216,0.0018807
5011_38,356220,0.0017698
5011_38,356224,0.0018972
5011_38,356228,0.001939
5011_38,356232,0.0019368
5011_38,356236,0.0018954
5011_38,356240,0.001882
5011_38,356244,0.0018665
5011_38,356248,0.002013
5011_38,356252,0.002048
5011_38,356256,0.0020388
5011_38,356260,0.0019672
5011_38,356264,0.0018908
5011_38,356268,0.001794
5011_38,356272,0.0021463
5011_38,356276,0.0021002
5011_38,356280,0.0020435
5011_38,356284,0.0019791
5011_38,356288,0.0019389
5011_38,356292,0.0018575
5011_38,356296,0.0021303
5011_38,356300,0.0021525
5011_38,356304,0.0021461
5011_38,356308,0.0020687
5011_38,356312,0.0020224
5011_38,356316,0.0019616
5011_38,356320,0.0020237
5011_38,356324,0.0019469
5011_38,356328,0.0020228
5011_38,356332,0.0019831
5011_38,356336,0.001942
5011_38,356340,0.0018024
5011_38,356344,0.0021007
5011_38,356348,0.0020144
5011_38,356352,0.0020174
5011_38,356356,0.0019532
5011_38,356360,0.0019746
5011_38,356364,0.0018527
5011_38,356368,0.0021678
5011_38,356372,0.0020788
5011_38,356376,0.0020737
5011_38,356380,0.0020204
5011_38,356384,0.0019855
5011_38,356388,0.0018453
5011_38,356392,0.0019252
5011_38,356396,0.0019586
5011_38,356400,0.0020024
5011_38,356404,0.001944
5011_38,356408,0.0018957
5011_38,356412,0.0018035
5011_38,356416,0.0019172
5011_38,356420,0.0019802
5011_38,356424,0.0020802
5011_38,356428,0.0018912
5011_38,356432,0.0018003
5011_38,356436,0.0018885
5011_38,356440,0.0019129
5011_38,356444,0.0019366
5011_38,356448,0.001943
5011_38,356452,0.0019371
5011_38,356456,0.0019793
5011_38,356460,0.0019983
5011_38,356464,0.0020731
5011_38,356468,0.0021076
5011_38,356472,0.0020827
5011_38,356476,0.0020282
5011_38,356480,0.0019803
5011_38,356484,0.0019722
5011_38,356488,0.0019719
5011_38,356492,0.0019331
5011_38,356496,0.001867
5011_38,356500,0.0018389
5011_38,356504,0.0018896
5011_38,356508,0.001914
5011_38,356512,0.0019297
5011_38,356516,0.0019496
5011_38,356520,0.0019051
5011_38,356524,0.0019171
5011_38,356528,0.0019299
5011_38,356532,0.0019657
5011_38,356536,0.0020043
5011_38,356540,0.0020172
5011_38,356544,0.0020283
5011_38,356548,0.0019525
5011_38,356552,0.0018961
5011_38,356556,0.0018775
5011_38,356560,0.0019974
5011_38,356564,0.0020827
5011_38,356568,0.0020717
5011_38,356572,0.0019805
5011_38,356576,0.0019052
5011_38,356580,0.0018531
5011_38,356584,0.0019546
5011_38,356588,0.0020337
5011_38,356592,0.0020975
5011_38,356596,0.0020005
5011_38,356600,0.0019175
5011_38,356604,0.0018398
5011_38,356608,0.0019429
5011_38,356612,0.0020363
5011_38,356616,0.0020238
5011_38,356620,0.001955
5011_38,356624,0.0018839
5011_38,356628,0.0018245
5011_38,356632,0.0018855
5011_38,356636,0.0019454
5011_38,356640,0.001942
5011_38,356644,0.0019056
5011_38,356648,0.0018331
5011_38,356652,0.0017729
5011_38,356656,0.001844
5011_38,356660,0.0018924
5011_38,356664,0.0019213
5011_38,356668,0.0019699
5011_38,356672,0.0019787
5011_38,356676,0.0019657
5011_38,356680,0.0020291
5011_38,356684,0.0020205
5011_38,356688,0.001997
5011_38,356692,0.0020096
5011_38,356696,0.0020167
5011_38,356700,0.0020247
5011_38,356704,0.0020798
5011_38,356708,0.0020903
5011_38,356712,0.0021279
5011_38,356716,0.0020686
5011_38,356720,0.0020333
5011_38,356724,0.002022
5011_38,356728,0.0020628
5011_38,356732,0.0020766
5011_38,356736,0.0021036
5011_38,356740,0.0020301
5011_38,356744,0.0019607
5011_38,356748,0.0018869
5011_38,356752,0.0019763
5011_38,356756,0.0020331
5011_38,356760,0.002041
5011_38,356764,0.0019665
5011_38,356768,0.0018755
5011_38,356772,0.0018158
5011_38,356776,0.0018301
5011_38,356780,0.0018482
5011_38,356784,0.0018917
5011_38,356788,0.001868
5011_38,356792,0.0017806
5011_38,356796,0.0018347
5011_38,356800,0.0018772
5011_38,356804,0.0018611
5011_38,356808,0.0018242
5011_38,356812,0.0019046
5011_38,356816,0.0019274
5011_38,356820,0.0019444
5011_38,356824,0.0019507
5011_38,356828,0.0019153
5011_38,356832,0.001868
5011_38,356836,0.0019798
5011_38,356840,0.0020669
5011_38,356844,0.0020972
5011_38,356848,0.0020196
5011_38,356852,0.0019158
5011_38,356856,0.001817
5011_38,356860,0.0019231
5011_38,356864,0.0020756
5011_38,356868,0.0021205
5011_38,356872,0.002025
5011_38,356876,0.0019324
5011_38,356880,0.0018225
5011_38,356884,0.0019232
5011_38,356888,0.0020263
5011_38,356892,0.0021011
5011_38,356896,0.0020631
5011_38,356900,0.0019956
5011_38,356904,0.0019935
5011_38,356908,0.0020192
5011_38,356912,0.0019847
5011_38,356916,0.0019541
5011_38,356920,0.0019687
5011_38,356924,0.0019895
5011_38,356928,0.0020033
5011_38,356932,0.0019739
5011_38,356936,0.0019288
5011_38,356940,0.0019239
5011_38,356944,0.0019031
5011_38,356948,0.0019124
5011_38,356952,0.0019333
5011_38,356956,0.0019584
5011_38,356960,0.0019908
5011_38,356964,0.0020808
5011_38,356968,0.002046
5011_38,356972,0.0019393
5011_38,356976,0.0018533
5011_38,356980,0.0019523
5011_38,356984,0.0020521
5011_38,356988,0.0021475
5011_38,356992,0.0020697
5011_38,356996,0.0019683
5011_38,357000,0.0018451
5011_38,357004,0.0019467
5011_38,357008,0.0020261
5011_38,357012,0.0020812
5011_38,357016,0.0020354
5011_38,357020,0.001972
5011_38,357024,0.0019304
5011_38,357028,0.0020014
5011_38,357032,0.0020673
5011_38,357036,0.0021001
5011_38,357040,0.0020851
5011_38,357044,0.0020806
5011_38,357048,0.0020901
5011_38,357052,0.0020104
5011_38,357056,0.0019986
5011_38,357060,0.0019917
5011_38,357064,0.0020328
5011_38,357068,0.0020092
5011_38,357072,0.0020077
5011_38,357076,0.001959
5011_38,357080,0.0019111
5011_38,357084,0.0018513
5011_38,357088,0.0018574
5011_38,357092,0.0018285
5011_38,357096,0.0017865
5011_38,357100,0.0018797
5011_38,357104,0.0020021
5011_38,357108,0.0020306
5011_38,357112,0.0019651
5011_38,357116,0.0018859
5011_38,357120,0.0018133
5011_38,357124,0.0019397
5011_38,357128,0.0020173
5011_38,357132,0.0019908
5011_38,357136,0.0019258
5011_38,357140,0.0018563
5011_38,357144,0.0017879
5011_38,357148,0.0018945
5011_38,357152,0.0020017
5011_38,357156,0.0020468
5011_38,357160,0.0019829
5011_38,357164,0.001899
5011_38,357168,0.0018157
5011_38,357172,0.0019257
5011_38,357176,0.0020226
5011_38,357180,0.0020561
5011_38,357184,0.0020102
5011_38,357188,0.0019524
5011_38,357192,0.0018779
5011_38,357196,0.0019353
5011_38,357200,0.0019586
5011_38,357204,0.0019813
5011_38,357208,0.0019623
5011_38,357212,0.0019078
5011_38,357216,0.0018827
5011_38,357220,0.0019532
5011_38,357224,0.0019436
5011_38,357228,0.0019815
5011_38,357232,0.0019997
5011_38,357236,0.0019794
5011_38,357240,0.0019551
5011_38,357244,0.0019663
5011_38,357248,0.0019137
5011_38,357252,0.0018832
5011_38,357256,0.0019343
5011_38,357260,0.001965
5011_38,357264,0.0019904
5011_38,357268,0.0020019
5011_38,357272,0.0019651
5011_38,357276,0.0019288
5011_38,357280,0.0019744
5011_38,357284,0.0020354
5011_38,357288,0.0020461
5011_38,357292,0.0019695
5011_38,357296,0.0019066
5011_38,357300,0.0019203
5011_38,357304,0.0019722
5011_38,357308,0.0019993
5011_38,357312,0.002002
5011_38,357316,0.0019522
5011_38,357320,0.0019009
5011_38,357324,0.0019096
5011_38,357328,0.0019309
5011_38,357332,0.0019348
5011_38,357336,0.0019451
5011_38,357340,0.0019476
5011_38,357344,0.0020034
5011_38,357348,0.0020282
5011_38,357352,0.0019833
5011_38,357356,0.0019146
5011_38,357360,0.0018398
5011_38,357364,0.0019597
5011_38,357368,0.0020552
5011_38,357372,0.002102
5011_38,357376,0.0021235
5011_38,357380,0.002058
5011_38,357384,0.0020035
5011_38,357388,0.0020034
5011_38,357392,0.0019867
5011_38,357396,0.0019733
5011_38,357400,0.0018938
5011_38,357404,0.0018264
5011_38,357408,0.0017685
5011_38,357412,0.0018711
5011_38,357416,0.0019449
5011_38,357420,0.0020387
5011_38,357424,0.0019817
5011_38,357428,0.0018742
5011_38,357432,0.0017993
5011_38,357436,0.0019306
5011_38,357440,0.0019852
5011_38,357444,0.0020699
5011_38,357448,0.0019287
5011_38,357452,0.0018222
5011_38,357456,0.0017527
5011_38,357460,0.0019072
5011_38,357464,0.0020539
5011_38,357468,0.0021622
