STORAGE_GEN_TPS_1,STORAGE_GEN_TPS_2,ChargeStorage
5011_27,356800,3425.5
5011_27,356804,3981
5011_27,356808,2438.4
5011_27,356812,163.35
5011_27,356816,165.79
5011_27,356820,219.23
5011_27,356824,1383
5011_27,356828,2279.7
5011_27,356832,3980.8
5011_27,356836,389.15
5011_27,356840,426.11
5011_27,356844,519.47
5011_27,356848,2589.6
5011_27,356852,3397.5
5011_27,356856,3806.1
5011_27,356860,479.06
5011_27,356864,612.65
5011_27,356868,710.82
5011_27,356872,3602.2
5011_27,356876,3639.2
5011_27,356880,3586
5011_27,356884,403.27
5011_27,356888,460.94
5011_27,356892,576.15
5011_27,356896,3607.2
5011_27,356900,3696.4
5011_27,356904,3578.8
5011_27,356908,153.14
5011_27,356912,154.44
5011_27,356916,186.33
5011_27,356920,967.54
5011_27,356924,3420.2
5011_27,356928,816.18
5011_27,356932,129.36
5011_27,356936,140.97
5011_27,356940,183.11
5011_27,356944,583.59
5011_27,356948,3847.8
5011_27,356952,3303.4
5011_27,356956,310.22
5011_27,356960,350.38
5011_27,356964,543.33
5011_27,356968,2896.9
5011_27,356972,3867.6
5011_27,356976,3836.9
5011_27,356980,480.41
5011_27,356984,544.32
5011_27,356988,605.08
5011_27,356992,3688.9
5011_27,356996,3729.7
5011_27,357000,3378.1
5011_27,357004,114.86
5011_27,357008,246.51
5011_27,357012,293.31
5011_27,357016,3632.6
5011_27,357020,3683.2
5011_27,357024,3623.4
5011_27,357028,196.67
5011_27,357032,283.14
5011_27,357036,332.4
5011_27,357040,3633.8
5011_27,357044,3661
5011_27,357048,3590.3
5011_27,357052,118.58
5011_27,357056,148.34
5011_27,357060,193.67
5011_27,357064,3624.9
5011_27,357068,3696.3
5011_27,357072,3523.6
5011_27,357076,112.08
5011_27,357080,121.49
5011_27,357084,135.08
5011_27,357088,3651.6
5011_27,357092,3724.6
5011_27,357096,3504.3
5011_27,357100,189.19
5011_27,357104,290.22
5011_27,357108,355.79
5011_27,357112,3639.8
5011_27,357116,3723
5011_27,357120,3574.9
5011_27,357124,224.64
5011_27,357128,240.1
5011_27,357132,280.09
5011_27,357136,3608.1
5011_27,357140,3738.3
5011_27,357144,3603.4
5011_27,357148,275.39
5011_27,357152,348.06
5011_27,357156,442.89
5011_27,357160,3668
5011_27,357164,3715.7
5011_27,357168,3565.9
5011_27,357172,268.86
5011_27,357176,316.75
5011_27,357180,396.33
5011_27,357184,3961.4
5011_27,357188,4008.6
5011_27,357192,2655.1
5011_27,357196,120.51
5011_27,357200,122.01
5011_27,357204,132.72
5011_27,357208,3258.2
5011_27,357212,3987.6
5011_27,357216,2762.4
5011_27,357220,121.87
5011_27,357224,123.86
5011_27,357228,139.97
5011_27,357232,1538.2
5011_27,357236,2562.7
5011_27,357240,2963.9
5011_27,357244,122.51
5011_27,357248,124.65
5011_27,357252,137.63
5011_27,357256,4009.7
5011_27,357260,4029
5011_27,357264,2546.8
5011_27,357268,102.24
5011_27,357272,109.21
5011_27,357276,119.1
5011_27,357280,3834.3
5011_27,357284,2426.3
5011_27,357288,3910.5
5011_27,357292,104.4
5011_27,357296,110.45
5011_27,357300,123.74
5011_27,357304,3572.1
5011_27,357308,3936
5011_27,357312,2641
5011_27,357316,118.23
5011_27,357320,120.85
5011_27,357324,132.63
5011_27,357328,527.11
5011_27,357332,1867.6
5011_27,357336,415.09
5011_27,357340,116.24
5011_27,357344,119.06
5011_27,357348,143.77
5011_27,357352,3246.2
5011_27,357356,3843.1
5011_27,357360,3750.1
5011_27,357364,363.62
5011_27,357368,208.8
5011_27,357372,495.75
5011_27,357376,3581.8
5011_27,357380,3733.8
5011_27,357384,3584.7
5011_27,357388,118.65
5011_27,357392,144.29
5011_27,357396,167.18
5011_27,357400,2623.4
5011_27,357404,2939
5011_27,357408,3998.4
5011_27,357412,216.1
5011_27,357416,263.02
5011_27,357420,302.91
5011_27,357424,3437.1
5011_27,357428,3764.9
5011_27,357432,3594.7
5011_27,357436,253.7
5011_27,357440,231.87
5011_27,357444,345.48
5011_27,357448,3600.1
5011_27,357452,3704.5
5011_27,357456,3592.8
5011_27,357460,391.94
5011_27,357464,457.31
5011_27,357468,580.73
5011_27,357472,3635.9
5011_27,357476,3711
5011_27,357480,3564
5011_27,357484,171.74
5011_27,357488,176.91
5011_27,357492,202.22
5011_27,357496,3830
5011_27,357500,3883.4
5011_27,357504,3216.5
5011_27,357508,106.65
5011_27,357512,107.46
5011_27,357516,115.06
5011_27,357520,3469.4
5011_27,357524,3987.2
5011_27,357528,2767
5011_27,357532,101.99
5011_27,357536,107.98
5011_27,357540,120
5011_27,357544,1051.5
5011_27,357548,4127.9
5011_27,357552,1400.8
5011_27,357556,186.84
5011_27,357560,193.59
5011_27,357564,256.93
5011_27,357568,3841
5011_27,357572,3935.1
5011_27,357576,2873.9
5011_27,357580,287.68
5011_27,357584,361.25
5011_27,357588,446.46
5011_27,357592,2312.6
5011_27,357596,3600.3
5011_27,357600,3609.2
5011_27,357604,262.75
5011_27,357608,330.48
5011_27,357612,372.02
5011_27,357616,4058.7
5011_27,357620,4091
5011_27,357624,1999.4
5011_27,357628,92.236
5011_27,357632,102.25
5011_27,357636,116.07
5011_27,357640,1486.8
5011_27,357644,3970.6
5011_27,357648,3502.6
5011_27,357652,390.33
5011_27,357656,422.64
5011_27,357660,508.56
5011_27,357664,3651.8
5011_27,357668,3728.8
5011_27,357672,3565.4
5011_27,357676,362.26
5011_27,357680,356.41
5011_27,357684,398.25
5011_27,357688,3658.4
5011_27,357692,3738.5
5011_27,357696,3547.9
5011_27,357700,163.93
5011_27,357704,180.98
5011_27,357708,224.04
5011_27,357712,3632.4
5011_27,357716,3748
5011_27,357720,3537.2
5011_27,357724,350.82
5011_27,357728,362.1
5011_27,357732,595.59
5011_27,357736,3686.2
5011_27,357740,3793
5011_27,357744,3371.3
5011_27,357748,312.67
5011_27,357752,358.66
5011_27,357756,448.88
5011_27,357760,3553.6
5011_27,357764,3999.1
5011_27,357768,2828.5
5011_27,357772,275.43
5011_27,357776,353.08
5011_27,357780,709.8
5011_27,357784,1238.1
5011_27,357788,3962.7
5011_27,357792,3870.4
5011_27,357796,145.61
5011_27,357800,483.34
5011_27,357804,568.77
5011_27,357808,3907.5
5011_27,357812,3999.3
5011_27,357816,2436.8
5011_27,357820,275.21
5011_27,357824,315.63
5011_27,357828,398.1
5011_27,357832,3647.9
5011_27,357836,3778.9
5011_27,357840,3433.2
5011_27,357844,284.74
5011_27,357848,391.22
5011_27,357852,516.92
5011_27,357856,3616.1
5011_27,357860,3747.3
5011_27,357864,3518.7
5011_27,357868,390.33
5011_27,357872,407.06
5011_27,357876,499.12
5011_27,357880,3605.8
5011_27,357884,3722.1
5011_27,357888,3509.1
5011_27,357892,497.44
5011_27,357896,488.11
5011_27,357900,603.71
5011_27,357904,3743.8
5011_27,357908,3833.3
5011_27,357912,3163.7
5011_27,357916,347.23
5011_27,357920,339.32
5011_27,357924,365.57
5011_27,357928,3907
5011_27,357932,4029.7
5011_27,357936,2657.1
5011_27,357940,168.71
5011_27,357944,159.21
5011_27,357948,169.47
5011_27,357952,4014.1
5011_27,357956,4109.1
5011_27,357960,2180.8
5011_27,357964,147.44
5011_27,357968,138.29
5011_27,357972,151.85
5011_27,357976,2642.5
5011_27,357980,2823.5
5011_27,357984,282.63
5011_27,357988,158.85
5011_27,357992,157.76
5011_27,357996,191.33
5011_27,358000,1221.4
5011_27,358004,4074.6
5011_27,358008,2235.1
5011_27,358012,258.89
5011_27,358016,237.78
5011_27,358020,287.7
5011_27,358024,2270
5011_27,358028,3838.4
5011_27,358032,3121.2
5011_27,358036,676.89
5011_27,358040,630.36
5011_27,358044,852.43
5011_27,358048,1922.5
5011_27,358052,3553.3
5011_27,358056,2630.4
5011_27,358060,803.34
5011_27,358064,760.11
5011_27,358068,1031.4
5011_27,358072,2134.2
5011_27,358076,2793.3
5011_27,358080,2133.4
5011_27,358084,893.41
5011_27,358088,852.48
5011_27,358092,1088.2
5011_27,358096,3578.5
5011_27,358100,3719.7
5011_27,358104,2597.3
5011_27,358108,736.75
5011_27,358112,685.44
5011_27,358116,896.11
5011_27,358120,1948.5
5011_27,358124,2782.4
5011_27,358128,1571.3
5011_27,358132,461.11
5011_27,358136,444.63
5011_27,358140,479.49
5011_27,358144,3565.1
5011_27,358148,3251.4
5011_27,358152,1629.1
5011_27,358156,254.08
5011_27,358160,223.63
5011_27,358164,277.85
5011_27,358168,4073.5
5011_27,358172,4120.7
5011_27,358176,1422.7
5011_27,358180,150.53
5011_27,358184,147.52
5011_27,358188,157.15
5011_27,358192,244.42
5011_27,358196,946.55
5011_27,358200,907.81
5011_27,358204,153.47
5011_27,358208,150.39
5011_27,358212,159.95
5011_27,358216,4028.6
5011_27,358220,4071.8
5011_27,358224,880.58
5011_27,358228,415.98
5011_27,358232,412.66
5011_27,358236,590.59
5011_27,358240,2722.7
5011_27,358244,1030.9
5011_27,358248,1161.7
5011_27,358252,471.45
5011_27,358256,457.84
5011_27,358260,541.39
5011_27,358264,3694.7
5011_27,358268,4046.8
5011_27,358272,1879.9
5011_27,358276,436.85
5011_27,358280,441.72
5011_27,358284,536.11
5011_27,358288,2687.2
5011_27,358292,3979.6
5011_27,358296,2675.3
5011_27,358300,646.77
5011_27,358304,597.35
5011_27,358308,694.27
5011_27,358312,1487.6
5011_27,358316,3261
5011_27,358320,1470.9
5011_27,358324,201.5
5011_27,358328,197.32
5011_27,358332,211.51
5011_27,358336,240.42
5011_27,358340,2761.6
5011_27,358344,830.22
5011_27,358348,186.52
5011_27,358352,177.65
5011_27,358356,187.72
5011_27,358360,3514.4
5011_27,358364,4139.1
5011_27,358368,478.1
5011_27,358372,204.96
5011_27,358376,179.11
5011_27,358380,273.96
5011_27,358384,3682.4
5011_27,358388,3859.2
5011_27,358392,1967.5
5011_27,358396,234.3
5011_27,358400,221.98
5011_27,358404,271.08
5011_27,358408,426.6
5011_27,358412,1829.4
5011_27,358416,1016.8
5011_27,358420,199.84
5011_27,358424,197.78
5011_27,358428,209.63
5011_27,358432,337.74
5011_27,358436,2007.9
5011_27,358440,1777.4
5011_27,358444,210.01
5011_27,358448,196.19
5011_27,358452,210.07
5011_27,358456,3136.1
5011_27,358460,2565.3
5011_27,358464,551.28
5011_27,358468,197.82
5011_27,358472,192.13
5011_27,358476,206.38
5011_27,358480,2346.8
5011_27,358484,4111.3
5011_27,358488,2798.8
5011_27,358492,262.8
5011_27,358496,242.98
5011_27,358500,267.99
5011_27,358504,3743.3
5011_27,358508,4108.8
5011_27,358512,2120.9
5011_27,358516,166.77
5011_27,358520,163.91
5011_27,358524,168.89
5011_27,358528,3372.5
5011_27,358532,4143
5011_27,358536,2388.6
5011_27,358540,131.25
5011_27,358544,125.72
5011_27,358548,132.18
5011_27,358552,2488.6
5011_27,358556,4160.2
5011_27,358560,911.83
5011_27,358564,121.25
5011_27,358568,121.07
5011_27,358572,134.17
5011_27,358576,218.64
5011_27,358580,376.11
5011_27,358584,244.82
5011_27,358588,120.81
5011_27,358592,115.71
5011_27,358596,143.64
5011_27,358600,2539
5011_27,358604,4027.2
5011_27,358608,2830.8
5011_27,358612,118.21
5011_27,358616,116.18
5011_27,358620,118.54
5011_27,358624,2775.5
5011_27,358628,4090.2
5011_27,358632,2211
5011_27,358636,111.87
5011_27,358640,111.14
5011_27,358644,120.19
5011_27,358648,3364.6
5011_27,358652,4081.9
5011_27,358656,2251.9
5011_27,358660,0
5011_27,358664,0
5011_27,358668,0
5011_27,358672,1083.1
5011_27,358676,4189.9
5011_27,358680,2983.5
5011_27,358684,0
5011_27,358688,0
5011_27,358692,0
5011_27,358696,3211
5011_27,358700,3024
5011_27,358704,1007.3
5011_27,358708,0
5011_27,358712,0
5011_27,358716,0
5011_27,358720,2314.6
5011_27,358724,4189.9
5011_27,358728,1796.4
5011_27,358732,0
5011_27,358736,0
5011_27,358740,0
5011_27,358744,2900
5011_27,358748,4189.9
5011_27,358752,2806.4
5011_27,358756,0
5011_27,358760,0
5011_27,358764,0
5011_27,358768,304.48
5011_27,358772,4189.9
5011_27,358776,2020.9
5011_27,358780,0
5011_27,358784,0
5011_27,358788,0
5011_27,358792,2405.1
5011_27,358796,4189.9
5011_27,358800,2697
5011_27,358804,0
5011_27,358808,0
5011_27,358812,0
5011_27,358816,2415.8
5011_27,358820,4189.9
5011_27,358824,2516.4
5011_27,358828,0
5011_27,358832,0
5011_27,358836,0
5011_27,358840,2287.8
5011_27,358844,4189.9
5011_27,358848,3469.6
5011_27,358852,0
5011_27,358856,0
5011_27,358860,0
5011_27,358864,3252.5
5011_27,358868,4189.9
5011_27,358872,662.94
5011_27,358876,0
5011_27,358880,0
5011_27,358884,0
5011_27,358888,0
5011_27,358892,313.62
5011_27,358896,0
5011_27,358900,0
5011_27,358904,0
5011_27,358908,0
5011_27,358912,1172.6
5011_27,358916,4189.9
5011_27,358920,3806.1
5011_27,358924,0
5011_27,358928,0
5011_27,358932,0
5011_27,358936,0
5011_27,358940,1947.4
5011_27,358944,687.66
5011_27,358948,0
5011_27,358952,0
5011_27,358956,0
5011_27,358960,0
5011_27,358964,1137.4
5011_27,358968,1514.1
5011_27,358972,0
5011_27,358976,0
5011_27,358980,0
5011_27,358984,0
5011_27,358988,638.01
5011_27,358992,60.467
5011_27,358996,0
5011_27,359000,0
5011_27,359004,0
5011_27,359008,739.92
5011_27,359012,4124.8
5011_27,359016,1052.6
5011_27,359020,0
5011_27,359024,0
5011_27,359028,0
5011_27,359032,0
5011_27,359036,4189.9
5011_27,359040,70.618
5011_27,359044,0
5011_27,359048,0
5011_27,359052,0
5011_27,359056,113.69
5011_27,359060,4189.9
5011_27,359064,1738.8
5011_27,359068,0
5011_27,359072,0
5011_27,359076,0
5011_27,359080,100.53
5011_27,359084,4189.9
5011_27,359088,1918.4
5011_27,359092,0
5011_27,359096,0
5011_27,359100,0
5011_27,359104,0
5011_27,359108,4189.9
5011_27,359112,51.187
5011_27,359116,0
5011_27,359120,0
5011_27,359124,0
5011_27,359128,0
5011_27,359132,4189.9
5011_27,359136,682.72
5011_27,359140,0
5011_27,359144,0
5011_27,359148,0
5011_27,359152,0
5011_27,359156,2818.1
5011_27,359160,256.25
5011_27,359164,0
5011_27,359168,0
5011_27,359172,0
5011_27,359176,0
5011_27,359180,0
5011_27,359184,0
5011_27,359188,0
5011_27,359192,0
5011_27,359196,0
5011_27,359200,0
5011_27,359204,163.66
5011_27,359208,4003.5
5011_27,359212,0
5011_27,359216,0
5011_27,359220,0
5011_27,359224,0
5011_27,359228,0
5011_27,359232,2590.6
5011_27,359236,0
5011_27,359240,0
5011_27,359244,0
5011_27,359248,3664.9
5011_27,359252,2092.5
5011_27,359256,4189.9
5011_27,359260,0
5011_27,359264,0
5011_27,359268,0
5011_27,359272,0
5011_27,359276,0
5011_27,359280,3.6742e-05
5011_27,359284,0
5011_27,359288,0
5011_27,359292,0
5011_27,359296,0
5011_27,359300,3537
5011_27,359304,0
5011_27,359308,0
5011_27,359312,0
5011_27,359316,0
5011_27,359320,0
5011_27,359324,4189.9
5011_27,359328,0
5011_27,359332,0
5011_27,359336,0
5011_27,359340,0
5011_27,359344,47.045
5011_27,359348,4189.9
5011_27,359352,1162.2
5011_27,359356,0
5011_27,359360,0
5011_27,359364,0
5011_27,359368,0
5011_27,359372,4189.9
5011_27,359376,0
5011_27,359380,0
5011_27,359384,0
5011_27,359388,0
5011_27,359392,0
5011_27,359396,361.89
5011_28,350664,2.0767e-05
5011_28,350668,0
5011_28,350672,0
5011_28,350676,0
5011_28,350680,0
5011_28,350684,5120.9
5011_28,350688,3109.8
5011_28,350692,0
5011_28,350696,0
5011_28,350700,0
5011_28,350704,4708.1
5011_28,350708,6220.5
5011_28,350712,10787
5011_28,350716,176.34
5011_28,350720,176.2
5011_28,350724,178.46
5011_28,350728,6655.7
5011_28,350732,13450
5011_28,350736,9331.8
5011_28,350740,779.43
5011_28,350744,816.81
5011_28,350748,826.02
5011_28,350752,7357.8
5011_28,350756,13338
5011_28,350760,8361.6
5011_28,350764,941.04
5011_28,350768,995.9
5011_28,350772,997.38
5011_28,350776,7327.6
5011_28,350780,13268
5011_28,350784,9366.9
5011_28,350788,716.44
5011_28,350792,741.69
5011_28,350796,754
5011_28,350800,6543.2
5011_28,350804,8470.8
5011_28,350808,6574.6
5011_28,350812,726.28
5011_28,350816,741.76
5011_28,350820,749.64
5011_28,350824,5924.5
5011_28,350828,13053
5011_28,350832,9678.8
5011_28,350836,1157.5
5011_28,350840,1218.4
5011_28,350844,1237.2
5011_28,350848,7195.3
5011_28,350852,12834
5011_28,350856,10194
5011_28,350860,1084
5011_28,350864,1143.3
5011_28,350868,1152.2
5011_28,350872,6637
5011_28,350876,13212
5011_28,350880,9796.1
5011_28,350884,794.54
5011_28,350888,834.93
5011_28,350892,843.82
5011_28,350896,5573.1
5011_28,350900,13476
5011_28,350904,7088.2
5011_28,350908,800.47
5011_28,350912,837.49
5011_28,350916,847.89
5011_28,350920,6278.6
5011_28,350924,13529
5011_28,350928,9420.2
5011_28,350932,842.44
5011_28,350936,879.07
5011_28,350940,893.56
5011_28,350944,6852.2
5011_28,350948,13521
5011_28,350952,6474.2
5011_28,350956,585.02
5011_28,350960,610.6
5011_28,350964,621.79
5011_28,350968,6600.2
5011_28,350972,12516
5011_28,350976,8342.4
5011_28,350980,599.93
5011_28,350984,621.37
5011_28,350988,633.02
5011_28,350992,7270.4
5011_28,350996,12389
5011_28,351000,10913
5011_28,351004,1307.5
5011_28,351008,1373.3
5011_28,351012,1390.8
5011_28,351016,7108.8
5011_28,351020,12850
5011_28,351024,8460.7
5011_28,351028,1190.8
5011_28,351032,1259.3
5011_28,351036,1293.7
5011_28,351040,7263.5
5011_28,351044,12613
5011_28,351048,10468
5011_28,351052,1154.3
5011_28,351056,1225.2
5011_28,351060,1237.5
5011_28,351064,6772.9
5011_28,351068,12540
5011_28,351072,10505
5011_28,351076,1168.4
5011_28,351080,1244.2
5011_28,351084,1264.3
5011_28,351088,7367.7
5011_28,351092,12143
5011_28,351096,10534
5011_28,351100,1275.2
5011_28,351104,1337.2
5011_28,351108,1359.4
5011_28,351112,7422.5
5011_28,351116,12157
5011_28,351120,10214
5011_28,351124,1380.5
5011_28,351128,1442.2
5011_28,351132,1459.7
5011_28,351136,7656.7
5011_28,351140,11854
5011_28,351144,10172
5011_28,351148,1416.1
5011_28,351152,1501.2
5011_28,351156,1526.2
5011_28,351160,7887.8
5011_28,351164,11121
5011_28,351168,9811.9
5011_28,351172,1485.5
5011_28,351176,1580
5011_28,351180,1575.1
5011_28,351184,7250
5011_28,351188,11962
5011_28,351192,9883.1
5011_28,351196,1378.2
5011_28,351200,1467.9
5011_28,351204,1497.9
5011_28,351208,7787.8
5011_28,351212,12134
5011_28,351216,9583
5011_28,351220,518.2
5011_28,351224,542.19
5011_28,351228,548.98
5011_28,351232,1707.4
5011_28,351236,13732
5011_28,351240,9193.7
5011_28,351244,524.48
5011_28,351248,542.93
5011_28,351252,548.34
5011_28,351256,7255
5011_28,351260,13147
5011_28,351264,7619.2
5011_28,351268,1003.2
5011_28,351272,1045.8
5011_28,351276,1060.5
5011_28,351280,8167.5
5011_28,351284,12100
5011_28,351288,11008
5011_28,351292,1046.3
5011_28,351296,1102.1
5011_28,351300,1114.4
5011_28,351304,3871.5
5011_28,351308,13231
5011_28,351312,10203
5011_28,351316,1071.7
5011_28,351320,1121.3
5011_28,351324,1139.4
5011_28,351328,8338.5
5011_28,351332,11961
5011_28,351336,9590.7
5011_28,351340,1504.6
5011_28,351344,1579.4
5011_28,351348,1604.8
5011_28,351352,7106.7
5011_28,351356,11480
5011_28,351360,9020.2
5011_28,351364,1486.4
5011_28,351368,1579.6
5011_28,351372,1606.6
5011_28,351376,7838
5011_28,351380,11688
5011_28,351384,10019
5011_28,351388,1370.9
5011_28,351392,1443.5
5011_28,351396,1474.9
5011_28,351400,4424.6
5011_28,351404,12294
5011_28,351408,10832
5011_28,351412,1263.5
5011_28,351416,1316.8
5011_28,351420,1336.1
5011_28,351424,2696.8
5011_28,351428,12874
5011_28,351432,11314
5011_28,351436,1277
5011_28,351440,1355.6
5011_28,351444,1375.1
5011_28,351448,7899.4
5011_28,351452,11429
5011_28,351456,9650.2
5011_28,351460,1551.4
5011_28,351464,1624.9
5011_28,351468,1680.1
5011_28,351472,8553.3
5011_28,351476,10902
5011_28,351480,9973
5011_28,351484,1045.8
5011_28,351488,1076.1
5011_28,351492,1107.6
5011_28,351496,1284.4
5011_28,351500,12400
5011_28,351504,4143.6
5011_28,351508,1045.5
5011_28,351512,1071.3
5011_28,351516,1087.9
5011_28,351520,7986.8
5011_28,351524,12138
5011_28,351528,11110
5011_28,351532,1258
5011_28,351536,1327.5
5011_28,351540,1350.2
5011_28,351544,7467
5011_28,351548,12841
5011_28,351552,4365.1
5011_28,351556,1233.7
5011_28,351560,1286.6
5011_28,351564,1306.9
5011_28,351568,10397
5011_28,351572,13264
5011_28,351576,2944.9
5011_28,351580,907.32
5011_28,351584,943.95
5011_28,351588,971.63
5011_28,351592,985.09
5011_28,351596,5138.6
5011_28,351600,12981
5011_28,351604,941.47
5011_28,351608,969.45
5011_28,351612,994.24
5011_28,351616,8363.6
5011_28,351620,10645
5011_28,351624,9666.5
5011_28,351628,1672.2
5011_28,351632,1743.7
5011_28,351636,1802.4
5011_28,351640,8134.5
5011_28,351644,10518
5011_28,351648,9139.7
5011_28,351652,1719.3
5011_28,351656,1792
5011_28,351660,1835.3
5011_28,351664,8224.4
5011_28,351668,10532
5011_28,351672,8258
5011_28,351676,1718.9
5011_28,351680,1811.4
5011_28,351684,1832.4
5011_28,351688,8080.6
5011_28,351692,10800
5011_28,351696,9320
5011_28,351700,1425.2
5011_28,351704,1502.8
5011_28,351708,1538.5
5011_28,351712,2496.7
5011_28,351716,12325
5011_28,351720,11521
5011_28,351724,1440.6
5011_28,351728,1535.8
5011_28,351732,1561
5011_28,351736,8050.8
5011_28,351740,11253
5011_28,351744,10206
5011_28,351748,1528.9
5011_28,351752,1637.7
5011_28,351756,1662.5
5011_28,351760,9043.2
5011_28,351764,11643
5011_28,351768,8755.7
5011_28,351772,39.624
5011_28,351776,38.829
5011_28,351780,41.816
5011_28,351784,48.535
5011_28,351788,13787
5011_28,351792,9581
5011_28,351796,40.307
5011_28,351800,38.852
5011_28,351804,42.156
5011_28,351808,9341.7
5011_28,351812,11461
5011_28,351816,9892.9
5011_28,351820,1304.5
5011_28,351824,1367.4
5011_28,351828,1390.8
5011_28,351832,9082.3
5011_28,351836,11399
5011_28,351840,9618.4
5011_28,351844,1287.2
5011_28,351848,1370.1
5011_28,351852,1381
5011_28,351856,8493.7
5011_28,351860,11349
5011_28,351864,10109
5011_28,351868,1460.1
5011_28,351872,1550.9
5011_28,351876,1589.6
5011_28,351880,9084.9
5011_28,351884,10096
5011_28,351888,10217
5011_28,351892,1515.4
5011_28,351896,1623.8
5011_28,351900,1648.1
5011_28,351904,8707.3
5011_28,351908,10820
5011_28,351912,9681
5011_28,351916,1577.3
5011_28,351920,1683.7
5011_28,351924,1724.4
5011_28,351928,8761.7
5011_28,351932,10638
5011_28,351936,9626.2
5011_28,351940,1508.2
5011_28,351944,1619.2
5011_28,351948,1639.7
5011_28,351952,9401.7
5011_28,351956,10360
5011_28,351960,9829.7
5011_28,351964,1471.4
5011_28,351968,1542.1
5011_28,351972,1596
5011_28,351976,10547
5011_28,351980,12129
5011_28,351984,5569.7
5011_28,351988,496.25
5011_28,351992,516.36
5011_28,351996,522.39
5011_28,352000,4353.8
5011_28,352004,13142
5011_28,352008,11463
5011_28,352012,41.07
5011_28,352016,40.796
5011_28,352020,41.397
5011_28,352024,45.474
5011_28,352028,13206
5011_28,352032,46.577
5011_28,352036,40.915
5011_28,352040,40.715
5011_28,352044,41.426
5011_28,352048,48.633
5011_28,352052,831.18
5011_28,352056,400.62
5011_28,352060,39.301
5011_28,352064,35.546
5011_28,352068,42.976
5011_28,352072,8072.8
5011_28,352076,12293
5011_28,352080,11360
5011_28,352084,1015.8
5011_28,352088,1089.7
5011_28,352092,1108.6
5011_28,352096,6969.3
5011_28,352100,12129
5011_28,352104,11078
5011_28,352108,1298.5
5011_28,352112,1373.8
5011_28,352116,1375.5
5011_28,352120,9090
5011_28,352124,11038
5011_28,352128,10229
5011_28,352132,1409.7
5011_28,352136,1483
5011_28,352140,1510
5011_28,352144,9620.4
5011_28,352148,11267
5011_28,352152,10098
5011_28,352156,928.45
5011_28,352160,965.53
5011_28,352164,1000
5011_28,352168,1992.6
5011_28,352172,11907
5011_28,352176,8217.9
5011_28,352180,16.652
5011_28,352184,16.638
5011_28,352188,17.072
5011_28,352192,18.149
5011_28,352196,1173.7
5011_28,352200,11528
5011_28,352204,16.469
5011_28,352208,16.288
5011_28,352212,17.132
5011_28,352216,9071
5011_28,352220,11898
5011_28,352224,10794
5011_28,352228,831.37
5011_28,352232,898.24
5011_28,352236,917.04
5011_28,352240,9972.8
5011_28,352244,11433
5011_28,352248,10588
5011_28,352252,194.84
5011_28,352256,196.48
5011_28,352260,206.72
5011_28,352264,3833.9
5011_28,352268,9311.7
5011_28,352272,4755.6
5011_28,352276,197.56
5011_28,352280,200.94
5011_28,352284,206.34
5011_28,352288,13735
5011_28,352292,13840
5011_28,352296,42.463
5011_28,352300,13.087
5011_28,352304,12.883
5011_28,352308,13.354
5011_28,352312,58.248
5011_28,352316,4404.5
5011_28,352320,117.35
5011_28,352324,13.221
5011_28,352328,12.873
5011_28,352332,13.422
5011_28,352336,9904.3
5011_28,352340,10981
5011_28,352344,9846.9
5011_28,352348,1479.9
5011_28,352352,1568.9
5011_28,352356,1582.1
5011_28,352360,9077.7
5011_28,352364,10824
5011_28,352368,9655.1
5011_28,352372,1476.5
5011_28,352376,1578.7
5011_28,352380,1613.6
5011_28,352384,10322
5011_28,352388,11736
5011_28,352392,5830.9
5011_28,352396,1490.2
5011_28,352400,1584.6
5011_28,352404,1606.5
5011_28,352408,9948.4
5011_28,352412,11073
5011_28,352416,10046
5011_28,352420,294.32
5011_28,352424,303.35
5011_28,352428,311.33
5011_28,352432,441.66
5011_28,352436,5502.5
5011_28,352440,13673
5011_28,352444,274.67
5011_28,352448,286.26
5011_28,352452,290.54
5011_28,352456,9579.5
5011_28,352460,11630
5011_28,352464,10432
5011_28,352468,937.58
5011_28,352472,979.01
5011_28,352476,991.57
5011_28,352480,8821.6
5011_28,352484,10726
5011_28,352488,10623
5011_28,352492,1533.7
5011_28,352496,1632.1
5011_28,352500,1673.3
5011_28,352504,9217.7
5011_28,352508,10871
5011_28,352512,8695.8
5011_28,352516,1444.1
5011_28,352520,1527.4
5011_28,352524,1534
5011_28,352528,10566
5011_28,352532,11834
5011_28,352536,7447.3
5011_28,352540,1201.5
5011_28,352544,1272.3
5011_28,352548,1298.3
5011_28,352552,1723.4
5011_28,352556,12898
5011_28,352560,12469
5011_28,352564,1323.3
5011_28,352568,1391.8
5011_28,352572,1409.9
5011_28,352576,8952.7
5011_28,352580,10591
5011_28,352584,9086.6
5011_28,352588,1700.6
5011_28,352592,1795.6
5011_28,352596,1813.7
5011_28,352600,7563.9
5011_28,352604,10347
5011_28,352608,8888.4
5011_28,352612,1707.3
5011_28,352616,1813.6
5011_28,352620,1843.9
5011_28,352624,8692.8
5011_28,352628,10324
5011_28,352632,8837
5011_28,352636,1523.7
5011_28,352640,1612.7
5011_28,352644,1637
5011_28,352648,10221
5011_28,352652,11681
5011_28,352656,7762.4
5011_28,352660,1094.8
5011_28,352664,1136.5
5011_28,352668,1156.1
5011_28,352672,3523
5011_28,352676,13276
5011_28,352680,7826.4
5011_28,352684,1002.7
