STORAGE_GEN_TPS_1,STORAGE_GEN_TPS_2,ChargeStorage
5011_16,353660,28008
5011_16,353664,28225
5011_16,353668,1481.5
5011_16,353672,1471.3
5011_16,353676,1553.5
5011_16,353680,26577
5011_16,353684,28031
5011_16,353688,27636
5011_16,353692,1503
5011_16,353696,1493.4
5011_16,353700,1601.1
5011_16,353704,26588
5011_16,353708,28083
5011_16,353712,28077
5011_16,353716,1266.9
5011_16,353720,1261.2
5011_16,353724,1330.1
5011_16,353728,25329
5011_16,353732,31639
5011_16,353736,26296
5011_16,353740,1156.9
5011_16,353744,1178.9
5011_16,353748,1226.7
5011_16,353752,28361
5011_16,353756,30591
5011_16,353760,24270
5011_16,353764,1043.1
5011_16,353768,1078.5
5011_16,353772,1135.5
5011_16,353776,23126
5011_16,353780,28378
5011_16,353784,31301
5011_16,353788,1074.3
5011_16,353792,1106.8
5011_16,353796,1152.2
5011_16,353800,27285
5011_16,353804,31680
5011_16,353808,23648
5011_16,353812,1079.4
5011_16,353816,1097.8
5011_16,353820,1124.4
5011_16,353824,27500
5011_16,353828,28263
5011_16,353832,27441
5011_16,353836,1090
5011_16,353840,1098.4
5011_16,353844,1139.6
5011_16,353848,28809
5011_16,353852,29006
5011_16,353856,25448
5011_16,353860,500.76
5011_16,353864,544.6
5011_16,353868,617.27
5011_16,353872,11782
5011_16,353876,26472
5011_16,353880,27847
5011_16,353884,559.19
5011_16,353888,551.44
5011_16,353892,575.34
5011_16,353896,29014
5011_16,353900,28598
5011_16,353904,22538
5011_16,353908,474.56
5011_16,353912,500.4
5011_16,353916,555.6
5011_16,353920,31135
5011_16,353924,35709
5011_16,353928,11455
5011_16,353932,567.83
5011_16,353936,564.59
5011_16,353940,578.89
5011_16,353944,33462
5011_16,353948,29247
5011_16,353952,19374
5011_16,353956,592.87
5011_16,353960,625.26
5011_16,353964,664.4
5011_16,353968,30248
5011_16,353972,29687
5011_16,353976,22192
5011_16,353980,813.21
5011_16,353984,812.41
5011_16,353988,871.97
5011_16,353992,26786
5011_16,353996,31755
5011_16,354000,25303
5011_16,354004,398.27
5011_16,354008,421.99
5011_16,354012,476.13
5011_16,354016,8010.5
5011_16,354020,11175
5011_16,354024,2247
5011_16,354028,448.17
5011_16,354032,423.34
5011_16,354036,427.7
5011_16,354040,20513
5011_16,354044,27267
5011_16,354048,32875
5011_16,354052,939.12
5011_16,354056,894.28
5011_16,354060,931.15
5011_16,354064,27684
5011_16,354068,28531
5011_16,354072,27462
5011_16,354076,1151.1
5011_16,354080,1160.7
5011_16,354084,1204.6
5011_16,354088,26206
5011_16,354092,31300
5011_16,354096,25798
5011_16,354100,903.99
5011_16,354104,932.25
5011_16,354108,960.82
5011_16,354112,27608
5011_16,354116,28428
5011_16,354120,27576
5011_16,354124,825.32
5011_16,354128,861.13
5011_16,354132,891.63
5011_16,354136,26797
5011_16,354140,30443
5011_16,354144,26444
5011_16,354148,972.78
5011_16,354152,992.76
5011_16,354156,1053.5
5011_16,354160,23159
5011_16,354164,32245
5011_16,354168,27985
5011_16,354172,1281.9
5011_16,354176,1258.8
5011_16,354180,1407.1
5011_16,354184,27449
5011_16,354188,31629
5011_16,354192,23922
5011_16,354196,1578.4
5011_16,354200,1498.8
5011_16,354204,1621.8
5011_16,354208,27967
5011_16,354212,27654
5011_16,354216,27144
5011_16,354220,1318.5
5011_16,354224,1338.4
5011_16,354228,1402.9
5011_16,354232,27876
5011_16,354236,28749
5011_16,354240,26123
5011_16,354244,852.78
5011_16,354248,897.9
5011_16,354252,922.41
5011_16,354256,27040
5011_16,354260,30497
5011_16,354264,25463
5011_16,354268,334.28
5011_16,354272,354.11
5011_16,354276,370.92
5011_16,354280,27244
5011_16,354284,29025
5011_16,354288,26850
5011_16,354292,84.064
5011_16,354296,87.116
5011_16,354300,104.31
5011_16,354304,29734
5011_16,354308,29050
5011_16,354312,21209
5011_16,354316,81.72
5011_16,354320,84.367
5011_16,354324,104.93
5011_16,354328,28598
5011_16,354332,28715
5011_16,354336,26334
5011_16,354340,132.89
5011_16,354344,137.82
5011_16,354348,161.05
5011_16,354352,27674
5011_16,354356,28877
5011_16,354360,27105
5011_16,354364,199.97
5011_16,354368,210.14
5011_16,354372,231.79
5011_16,354376,27658
5011_16,354380,29574
5011_16,354384,26274
5011_16,354388,37.48
5011_16,354392,39.505
5011_16,354396,46.672
5011_16,354400,21833
5011_16,354404,19171
5011_16,354408,8581.1
5011_16,354412,36.165
5011_16,354416,37.143
5011_16,354420,44.824
5011_16,354424,27043
5011_16,354428,27640
5011_16,354432,13765
5011_16,354436,41.057
5011_16,354440,42.383
5011_16,354444,49.007
5011_16,354448,28434
5011_16,354452,27324
5011_16,354456,25413
5011_16,354460,122.68
5011_16,354464,127.09
5011_16,354468,152.99
5011_16,354472,23782
5011_16,354476,30575
5011_16,354480,29587
5011_16,354484,281.05
5011_16,354488,299.02
5011_16,354492,329.4
5011_16,354496,27386
5011_16,354500,28525
5011_16,354504,28280
5011_16,354508,576.36
5011_16,354512,601.5
5011_16,354516,634.12
5011_16,354520,26510
5011_16,354524,29375
5011_16,354528,27995
5011_16,354532,483.27
5011_16,354536,500.81
5011_16,354540,533.9
5011_16,354544,25365
5011_16,354548,29630
5011_16,354552,28775
5011_16,354556,216.12
5011_16,354560,219.98
5011_16,354564,254.13
5011_16,354568,24582
5011_16,354572,31105
5011_16,354576,28059
5011_16,354580,202.5
5011_16,354584,208.87
5011_16,354588,243.55
5011_16,354592,27768
5011_16,354596,28742
5011_16,354600,27387
5011_16,354604,359.31
5011_16,354608,389.88
5011_16,354612,433.24
5011_16,354616,27490
5011_16,354620,28820
5011_16,354624,27978
5011_16,354628,727.62
5011_16,354632,752.03
5011_16,354636,787.61
5011_16,354640,28892
5011_16,354644,29366
5011_16,354648,25710
5011_16,354652,558.16
5011_16,354656,592.7
5011_16,354660,621.79
5011_16,354664,28821
5011_16,354668,28261
5011_16,354672,26748
5011_16,354676,437.83
5011_16,354680,464.48
5011_16,354684,481.79
5011_16,354688,28560
5011_16,354692,29974
5011_16,354696,25172
5011_16,354700,101.52
5011_16,354704,103.99
5011_16,354708,125.76
5011_16,354712,26163
5011_16,354716,29642
5011_16,354720,27978
5011_16,354724,86.016
5011_16,354728,90.362
5011_16,354732,108.15
5011_16,354736,27033
5011_16,354740,29486
5011_16,354744,27400
5011_16,354748,46.647
5011_16,354752,47.765
5011_16,354756,56.291
5011_16,354760,28365
5011_16,354764,27283
5011_16,354768,24740
5011_16,354772,14.769
5011_16,354776,15.234
5011_16,354780,18.504
5011_16,354784,25069
5011_16,354788,28935
5011_16,354792,25795
5011_16,354796,0
5011_16,354800,0
5011_16,354804,0
5011_16,354808,23792
5011_16,354812,25128
5011_16,354816,23756
5011_16,354820,0
5011_16,354824,0
5011_16,354828,0
5011_16,354832,16283
5011_16,354836,28165
5011_16,354840,16548
5011_16,354844,0
5011_16,354848,0
5011_16,354852,0
5011_16,354856,16566
5011_16,354860,20858
5011_16,354864,14269
5011_16,354868,0
5011_16,354872,0
5011_16,354876,0
5011_16,354880,16139
5011_16,354884,11396
5011_16,354888,5155.5
5011_16,354892,0
5011_16,354896,0
5011_16,354900,0
5011_16,354904,10895
5011_16,354908,16887
5011_16,354912,3056
5011_16,354916,0
5011_16,354920,0
5011_16,354924,0
5011_16,354928,20827
5011_16,354932,21177
5011_16,354936,4542.2
5011_16,354940,0
5011_16,354944,0
5011_16,354948,0
5011_16,354952,23811
5011_16,354956,23665
5011_16,354960,22115
5011_16,354964,0
5011_16,354968,0
5011_16,354972,0
5011_16,354976,23326
5011_16,354980,26175
5011_16,354984,27800
5011_16,354988,0
5011_16,354992,0
5011_16,354996,0
5011_16,355000,27671
5011_16,355004,27772
5011_16,355008,23998
5011_16,355012,0
5011_16,355016,0
5011_16,355020,0
5011_16,355024,29284
5011_16,355028,24447
5011_16,355032,24754
5011_16,355036,0
5011_16,355040,0
5011_16,355044,0
5011_16,355048,25650
5011_16,355052,27496
5011_16,355056,21711
5011_16,355060,0
5011_16,355064,0
5011_16,355068,0
5011_16,355072,26986
5011_16,355076,25545
5011_16,355080,18648
5011_16,355084,0
5011_16,355088,0
5011_16,355092,0
5011_16,355096,25114
5011_16,355100,27304
5011_16,355104,27023
5011_16,355108,0
5011_16,355112,0
5011_16,355116,0
5011_16,355120,24385
5011_16,355124,28658
5011_16,355128,27864
5011_16,355132,0
5011_16,355136,0
5011_16,355140,0
5011_16,355144,27678
5011_16,355148,28905
5011_16,355152,22858
5011_16,355156,0
5011_16,355160,0
5011_16,355164,0
5011_16,355168,33373
5011_16,355172,27130
5011_16,355176,18052
5011_16,355180,0
5011_16,355184,0
5011_16,355188,0
5011_16,355192,29205
5011_16,355196,30780
5011_16,355200,19456
5011_16,355204,0
5011_16,355208,0
5011_16,355212,0
5011_16,355216,26217
5011_16,355220,28651
5011_16,355224,24838
5011_16,355228,0
5011_16,355232,0
5011_16,355236,0
5011_16,355240,23317
5011_16,355244,29405
5011_16,355248,28824
5011_16,355252,0
5011_16,355256,0
5011_16,355260,0
5011_16,355264,24878
5011_16,355268,30583
5011_16,355272,27807
5011_16,355276,0
5011_16,355280,0
5011_16,355284,0
5011_16,355288,25342
5011_16,355292,28989
5011_16,355296,27058
5011_16,355300,0
5011_16,355304,0
5011_16,355308,0
5011_16,355312,24772
5011_16,355316,28377
5011_16,355320,26292
5011_16,355324,0
5011_16,355328,0
5011_16,355332,0
5011_16,355336,24552
5011_16,355340,27765
5011_16,355344,27124
5011_16,355348,0
5011_16,355352,0
5011_16,355356,0
5011_16,355360,26074
5011_16,355364,28001
5011_16,355368,25365
5011_16,355372,0
5011_16,355376,0
5011_16,355380,0
5011_16,355384,14910
5011_16,355388,30775
5011_16,355392,17322
5011_16,355396,0
5011_16,355400,0
5011_16,355404,0
5011_16,355408,8143.3
5011_16,355412,21769
5011_16,355416,23741
5011_16,355420,0
5011_16,355424,0
5011_16,355428,0
5011_16,355432,28269
5011_16,355436,30228
5011_16,355440,18627
5011_16,355444,0
5011_16,355448,0
5011_16,355452,0
5011_16,355456,30258
5011_16,355460,17693
5011_16,355464,6326.7
5011_16,355468,0
5011_16,355472,0
5011_16,355476,0
5011_16,355480,17567
5011_16,355484,24955
5011_16,355488,23949
5011_16,355492,0
5011_16,355496,0
5011_16,355500,0
5011_16,355504,30912
5011_16,355508,15603
5011_16,355512,539.68
5011_16,355516,0
5011_16,355520,0
5011_16,355524,0
5011_16,355528,25317
5011_16,355532,24855
5011_16,355536,11315
5011_16,355540,0
5011_16,355544,0
5011_16,355548,0
5011_16,355552,28110
5011_16,355556,24965
5011_16,355560,14465
5011_16,355564,0
5011_16,355568,0
5011_16,355572,0
5011_16,355576,28419
5011_16,355580,30133
5011_16,355584,9695.7
5011_16,355588,0
5011_16,355592,0
5011_16,355596,0
5011_16,355600,14710
5011_16,355604,31810
5011_16,355608,21150
5011_16,355612,0
5011_16,355616,0
5011_16,355620,0
5011_16,355624,24484
5011_16,355628,29667
5011_16,355632,25289
5011_16,355636,0
5011_16,355640,0
5011_16,355644,0
5011_16,355648,26481
5011_16,355652,27662
5011_16,355656,25297
5011_16,355660,0
5011_16,355664,0
5011_16,355668,0
5011_16,355672,23706
5011_16,355676,29172
5011_16,355680,26563
5011_16,355684,0
5011_16,355688,0
5011_16,355692,0
5011_16,355696,24261
5011_16,355700,31102
5011_16,355704,27609
5011_16,355708,5.3761
5011_16,355712,5.3506
5011_16,355716,5.6111
5011_16,355720,25117
5011_16,355724,28892
5011_16,355728,25677
5011_16,355732,5.477
5011_16,355736,5.4527
5011_16,355740,5.5771
5011_16,355744,22396
5011_16,355748,30492
5011_16,355752,27398
5011_16,355756,5.1548
5011_16,355760,5.1873
5011_16,355764,5.3504
5011_16,355768,22813
5011_16,355772,30230
5011_16,355776,27327
5011_16,355780,14.146
5011_16,355784,14.219
5011_16,355788,14.806
5011_16,355792,23206
5011_16,355796,29600
5011_16,355800,25935
5011_16,355804,14.481
5011_16,355808,14.446
5011_16,355812,15.045
5011_16,355816,20907
5011_16,355820,30687
5011_16,355824,27659
5011_16,355828,14.204
5011_16,355832,14.05
5011_16,355836,14.52
5011_16,355840,23040
5011_16,355844,31280
5011_16,355848,28023
5011_16,355852,3.1782
5011_16,355856,3.2093
5011_16,355860,3.3426
5011_16,355864,22582
5011_16,355868,30723
5011_16,355872,26993
5011_16,355876,5.2279
5011_16,355880,5.2512
5011_16,355884,5.3903
5011_16,355888,21241
5011_16,355892,31063
5011_16,355896,27857
5011_16,355900,5.6945
5011_16,355904,5.6787
5011_16,355908,5.7777
5011_16,355912,22942
5011_16,355916,29774
5011_16,355920,26932
5011_16,355924,12.243
5011_16,355928,12.358
5011_16,355932,12.884
5011_16,355936,24056
5011_16,355940,28683
5011_16,355944,26608
5011_16,355948,15.507
5011_16,355952,15.578
5011_16,355956,15.82
5011_16,355960,24552
5011_16,355964,29349
5011_16,355968,24467
5011_16,355972,15.67
5011_16,355976,15.791
5011_16,355980,16.063
5011_16,355984,24428
5011_16,355988,27923
5011_16,355992,27633
5011_16,355996,5.3146
5011_16,356000,5.326
5011_16,356004,5.4445
5011_16,356008,23045
5011_16,356012,30970
5011_16,356016,27863
5011_16,356020,5.2235
5011_16,356024,5.2281
5011_16,356028,5.392
5011_16,356032,23489
5011_16,356036,31254
5011_16,356040,26515
5011_16,356044,9.9997
5011_16,356048,10.091
5011_16,356052,10.423
5011_16,356056,22147
5011_16,356060,29584
5011_16,356064,27718
5011_16,356068,9.6971
5011_16,356072,9.7764
5011_16,356076,10.114
5011_16,356080,22257
5011_16,356084,30001
5011_16,356088,28350
5011_16,356092,5.2374
5011_16,356096,5.2677
5011_16,356100,5.4129
5011_16,356104,23230
5011_16,356108,31704
5011_16,356112,26174
5011_16,356116,5.2377
5011_16,356120,5.2674
5011_16,356124,5.4124
5011_16,356128,22470
5011_16,356132,31064
5011_16,356136,29216
5011_16,356140,4.9931
5011_16,356144,5.0496
5011_16,356148,5.3131
5011_16,356152,22868
5011_16,356156,31323
5011_16,356160,28846
5011_16,356164,4.7282
5011_16,356168,4.8184
5011_16,356172,5.2155
5011_16,356176,26104
5011_16,356180,30675
5011_16,356184,26156
5011_16,356188,4.2917
5011_16,356192,4.3452
5011_16,356196,4.8471
5011_16,356200,25611
5011_16,356204,29235
5011_16,356208,28365
5011_16,356212,5.2072
5011_16,356216,5.2152
5011_16,356220,5.3809
5011_16,356224,22756
5011_16,356228,31018
5011_16,356232,29338
5011_16,356236,5.5082
5011_16,356240,5.519
5011_16,356244,5.6306
5011_16,356248,26237
5011_16,356252,27473
5011_16,356256,25978
5011_16,356260,5.4529
5011_16,356264,5.4762
5011_16,356268,5.588
5011_16,356272,23686
5011_16,356276,31535
5011_16,356280,27052
5011_16,356284,5.1908
5011_16,356288,5.2401
5011_16,356292,5.4112
5011_16,356296,23983
5011_16,356300,30309
5011_16,356304,28653
5011_16,356308,5.1359
5011_16,356312,5.1742
5011_16,356316,5.3461
5011_16,356320,24233
5011_16,356324,30895
5011_16,356328,28281
5011_16,356332,3.5089
5011_16,356336,3.6309
5011_16,356340,4.2668
5011_16,356344,28015
5011_16,356348,29310
5011_16,356352,26123
5011_16,356356,127.86
5011_16,356360,131.52
5011_16,356364,155.52
5011_16,356368,29105
5011_16,356372,29030
5011_16,356376,25228
5011_16,356380,16.892
5011_16,356384,17.788
5011_16,356388,21.465
5011_16,356392,25860
5011_16,356396,31406
5011_16,356400,26033
5011_16,356404,4.8874
5011_16,356408,4.9979
5011_16,356412,5.3101
5011_16,356416,22942
5011_16,356420,31710
5011_16,356424,27418
5011_16,356428,3.0491
5011_16,356432,3.1586
5011_16,356436,3.5741
5011_16,356440,26214
5011_16,356444,30110
5011_16,356448,27463
5011_16,356452,2.0462
5011_16,356456,2.0762
5011_16,356460,2.0522
5011_16,356464,26532
5011_16,356468,30163
5011_16,356472,26941
5011_16,356476,18.149
5011_16,356480,18.887
5011_16,356484,20.989
5011_16,356488,26415
5011_16,356492,31040
5011_16,356496,24699
5011_16,356500,22.185
5011_16,356504,22.736
5011_16,356508,25.938
5011_16,356512,30989
5011_16,356516,28960
5011_16,356520,22348
5011_16,356524,31.305
5011_16,356528,31.689
5011_16,356532,35.754
5011_16,356536,33138
5011_16,356540,33696
5011_16,356544,15621
5011_16,356548,34.905
5011_16,356552,35.215
5011_16,356556,40.075
5011_16,356560,29719
5011_16,356564,30336
5011_16,356568,22298
5011_16,356572,19.172
5011_16,356576,19.631
5011_16,356580,22.002
5011_16,356584,30084
5011_16,356588,31960
5011_16,356592,18167
5011_16,356596,62.989
5011_16,356600,65.076
5011_16,356604,73.083
5011_16,356608,28178
5011_16,356612,31757
5011_16,356616,19380
5011_16,356620,70.108
5011_16,356624,72.204
5011_16,356628,80.139
5011_16,356632,26251
5011_16,356636,30711
5011_16,356640,23968
5011_16,356644,17.525
5011_16,356648,18.089
5011_16,356652,20.236
5011_16,356656,23911
5011_16,356660,32453
5011_16,356664,27258
5011_16,356668,439.92
5011_16,356672,470.19
5011_16,356676,489.59
5011_16,356680,25436
5011_16,356684,31372
5011_16,356688,26747
5011_16,356692,588.01
5011_16,356696,615.63
5011_16,356700,639.94
5011_16,356704,25701
5011_16,356708,31315
5011_16,356712,26403
5011_16,356716,392.54
5011_16,356720,414.49
5011_16,356724,430.02
5011_16,356728,25523
5011_16,356732,30541
5011_16,356736,27094
5011_16,356740,54.79
5011_16,356744,56.573
5011_16,356748,64.211
5011_16,356752,27507
5011_16,356756,30757
5011_16,356760,24514
5011_16,356764,49.25
5011_16,356768,51.255
5011_16,356772,58.16
5011_16,356776,28003
5011_16,356780,30861
5011_16,356784,24487
5011_16,356788,202.98
5011_16,356792,217.45
5011_16,356796,253.5
5011_16,356800,19241
5011_16,356804,35352
5011_16,356808,25900
5011_16,356812,343.98
5011_16,356816,345.68
5011_16,356820,374.74
5011_16,356824,23493
5011_16,356828,31179
5011_16,356832,29801
5011_16,356836,638.01
5011_16,356840,652.56
5011_16,356844,719.67
5011_16,356848,25866
5011_16,356852,31907
5011_16,356856,26408
5011_16,356860,1095.9
5011_16,356864,1073.3
5011_16,356868,1154.3
5011_16,356872,26419
5011_16,356876,31752
5011_16,356880,25791
5011_16,356884,859.03
5011_16,356888,900.22
5011_16,356892,938.92
5011_16,356896,27674
5011_16,356900,30849
5011_16,356904,25342
5011_16,356908,445.48
5011_16,356912,474.99
5011_16,356916,506.09
5011_16,356920,23292
5011_16,356924,33163
5011_16,356928,27315
5011_16,356932,535.08
5011_16,356936,566.59
5011_16,356940,589.74
5011_16,356944,26367
5011_16,356948,32369
5011_16,356952,25351
5011_16,356956,663.87
5011_16,356960,696.19
5011_16,356964,740.23
5011_16,356968,25707
5011_16,356972,32283
5011_16,356976,26129
5011_16,356980,838.56
5011_16,356984,862.92
5011_16,356988,905.76
5011_16,356992,26136
5011_16,356996,31585
5011_16,357000,26224
5011_16,357004,1058.5
5011_16,357008,1042.8
5011_16,357012,1115.6
5011_16,357016,26341
5011_16,357020,31403
5011_16,357024,25661
5011_16,357028,1061.8
5011_16,357032,1085
5011_16,357036,1162.8
5011_16,357040,26317
5011_16,357044,31403
5011_16,357048,25513
5011_16,357052,792.42
5011_16,357056,831.92
5011_16,357060,879.83
5011_16,357064,26265
5011_16,357068,31720
5011_16,357072,25186
5011_16,357076,443.64
5011_16,357080,474.55
5011_16,357084,497.79
5011_16,357088,27184
5011_16,357092,31366
5011_16,357096,25089
5011_16,357100,468.92
5011_16,357104,503.98
5011_16,357108,526.12
5011_16,357112,26856
5011_16,357116,30629
5011_16,357120,26452
5011_16,357124,488.28
5011_16,357128,522.66
5011_16,357132,551.22
5011_16,357136,26578
5011_16,357140,31765
5011_16,357144,24796
5011_16,357148,451.13
5011_16,357152,487.55
5011_16,357156,510.74
5011_16,357160,31809
5011_16,357164,35006
5011_16,357168,15190
5011_16,357172,377.13
5011_16,357176,406.28
5011_16,357180,463.91
5011_16,357184,36809
5011_16,357188,31253
5011_16,357192,4833.3
5011_16,357196,124.13
5011_16,357200,125.56
5011_16,357204,133.17
5011_16,357208,7333.5
5011_16,357212,9166.1
5011_16,357216,7303
5011_16,357220,123.56
5011_16,357224,122.07
5011_16,357228,126.65
5011_16,357232,25158
5011_16,357236,30798
5011_16,357240,25460
5011_16,357244,257.84
5011_16,357248,274.67
5011_16,357252,298.02
5011_16,357256,32299
5011_16,357260,36047
5011_16,357264,13399
5011_16,357268,82.254
5011_16,357272,83.184
5011_16,357276,99.27
5011_16,357280,20827
5011_16,357284,35581
5011_16,357288,24219
5011_16,357292,55.392
5011_16,357296,55.892
5011_16,357300,65.057
5011_16,357304,22732
5011_16,357308,33116
5011_16,357312,25270
5011_16,357316,58.144
5011_16,357320,58.212
5011_16,357324,68.019
5011_16,357328,25959
5011_16,357332,32194
5011_16,357336,25828
5011_16,357340,237.37
5011_16,357344,242.47
5011_16,357348,281.7
5011_16,357352,27462
5011_16,357356,32371
5011_16,357360,23946
5011_16,357364,989.94
5011_16,357368,1006.8
5011_16,357372,1069.2
5011_16,357376,28689
5011_16,357380,34194
5011_16,357384,20274
5011_16,357388,837.59
5011_16,357392,871.35
5011_16,357396,915.32
5011_16,357400,26283
5011_16,357404,33744
5011_16,357408,23382
5011_16,357412,611.13
5011_16,357416,649.21
5011_16,357420,724.22
5011_16,357424,13374
5011_16,357428,36413
5011_16,357432,30674
5011_16,357436,707.15
5011_16,357440,708.04
5011_16,357444,756.15
5011_16,357448,25977
5011_16,357452,33008
5011_16,357456,24940
5011_16,357460,828.06
